NAME,FPL,det,layer,id_Si_det,gain,adc_geo,adc_ch,stripID,par0,par1,par2,xy,z
HGSi_3_64,13,56,2,3,HG,35,8,576,0,1,0,-0.342,303.44
HGSi_3_62,13,56,2,3,HG,35,9,574,0,1,0,-1.71,303.44
HGSi_3_60,13,56,2,3,HG,35,10,572,0,1,0,-3.078,303.44
HGSi_3_58,13,56,2,3,HG,35,11,570,0,1,0,-4.446,303.44
HGSi_3_56,13,56,2,3,HG,35,12,568,0,1,0,-5.814,303.44
HGSi_3_54,13,56,2,3,HG,35,13,566,0,1,0,-7.182,303.44
HGSi_3_52,13,56,2,3,HG,35,14,564,0,1,0,-8.55,303.44
HGSi_3_50,13,56,2,3,HG,35,15,562,0,1,0,-9.918,303.44
HGSi_3_47,13,56,2,3,HG,36,0,559,0,1,0,-11.97,303.44
HGSi_3_45,13,56,2,3,HG,36,1,557,0,1,0,-13.338,303.44
HGSi_3_43,13,56,2,3,HG,36,2,555,0,1,0,-14.706,303.44
HGSi_3_41,13,56,2,3,HG,36,3,553,0,1,0,-16.074,303.44
HGSi_3_39,13,56,2,3,HG,36,4,551,0,1,0,-17.442,303.44
HGSi_3_37,13,56,2,3,HG,36,5,549,0,1,0,-18.81,303.44
HGSi_3_35,13,56,2,3,HG,36,6,547,0,1,0,-20.178,303.44
HGSi_3_33,13,56,2,3,HG,36,7,545,0,1,0,-21.546,303.44
HGSi_3_63,13,56,2,3,HG,36,8,575,0,1,0,-1.026,303.44
HGSi_3_61,13,56,2,3,HG,36,9,573,0,1,0,-2.394,303.44
HGSi_3_59,13,56,2,3,HG,36,10,571,0,1,0,-3.762,303.44
HGSi_3_57,13,56,2,3,HG,36,11,569,0,1,0,-5.13,303.44
HGSi_3_55,13,56,2,3,HG,36,12,567,0,1,0,-6.498,303.44
HGSi_3_53,13,56,2,3,HG,36,13,565,0,1,0,-7.866,303.44
HGSi_3_51,13,56,2,3,HG,36,14,563,0,1,0,-9.234,303.44
HGSi_3_49,13,56,2,3,HG,36,15,561,0,1,0,-10.602,303.44
HGSi_3_80,13,56,2,3,HG,37,0,592,0,1,0,10.602,303.44
HGSi_3_78,13,56,2,3,HG,37,1,590,0,1,0,9.234,303.44
HGSi_3_76,13,56,2,3,HG,37,2,588,0,1,0,7.866,303.44
HGSi_3_74,13,56,2,3,HG,37,3,586,0,1,0,6.498,303.44
HGSi_3_72,13,56,2,3,HG,37,4,584,0,1,0,5.13,303.44
HGSi_3_70,13,56,2,3,HG,37,5,582,0,1,0,3.762,303.44
HGSi_3_68,13,56,2,3,HG,37,6,580,0,1,0,2.394,303.44
HGSi_3_66,13,56,2,3,HG,37,7,578,0,1,0,1.026,303.44
HGSi_3_96,13,56,2,3,HG,37,8,608,0,1,0,21.546,303.44
HGSi_3_94,13,56,2,3,HG,37,9,606,0,1,0,20.178,303.44
HGSi_3_92,13,56,2,3,HG,37,10,604,0,1,0,18.81,303.44
HGSi_3_90,13,56,2,3,HG,37,11,602,0,1,0,17.442,303.44
HGSi_3_88,13,56,2,3,HG,37,12,600,0,1,0,16.074,303.44
HGSi_3_86,13,56,2,3,HG,37,13,598,0,1,0,14.706,303.44
HGSi_3_84,13,56,2,3,HG,37,14,596,0,1,0,13.338,303.44
HGSi_3_82,13,56,2,3,HG,37,15,594,0,1,0,11.97,303.44
HGSi_3_79,13,56,2,3,HG,38,0,591,0,1,0,9.918,303.44
HGSi_3_77,13,56,2,3,HG,38,1,589,0,1,0,8.55,303.44
HGSi_3_75,13,56,2,3,HG,38,2,587,0,1,0,7.182,303.44
HGSi_3_73,13,56,2,3,HG,38,3,585,0,1,0,5.814,303.44
HGSi_3_71,13,56,2,3,HG,38,4,583,0,1,0,4.446,303.44
HGSi_3_69,13,56,2,3,HG,38,5,581,0,1,0,3.078,303.44
HGSi_3_67,13,56,2,3,HG,38,6,579,0,1,0,1.71,303.44
HGSi_3_65,13,56,2,3,HG,38,7,577,0,1,0,0.342,303.44
HGSi_3_95,13,56,2,3,HG,38,8,607,0,1,0,20.862,303.44
HGSi_3_93,13,56,2,3,HG,38,9,605,0,1,0,19.494,303.44
HGSi_3_91,13,56,2,3,HG,38,10,603,0,1,0,18.126,303.44
HGSi_3_89,13,56,2,3,HG,38,11,601,0,1,0,16.758,303.44
HGSi_3_87,13,56,2,3,HG,38,12,599,0,1,0,15.39,303.44
HGSi_3_85,13,56,2,3,HG,38,13,597,0,1,0,14.022,303.44
HGSi_3_83,13,56,2,3,HG,38,14,595,0,1,0,12.654,303.44
HGSi_3_81,13,56,2,3,HG,38,15,593,0,1,0,11.286,303.44
HGSi_3_112,13,56,2,3,HG,39,0,624,0,1,0,32.49,303.44
HGSi_3_110,13,56,2,3,HG,39,1,622,0,1,0,31.122,303.44
HGSi_3_108,13,56,2,3,HG,39,2,620,0,1,0,29.754,303.44
HGSi_3_106,13,56,2,3,HG,39,3,618,0,1,0,28.386,303.44
HGSi_3_104,13,56,2,3,HG,39,4,616,0,1,0,27.018,303.44
HGSi_3_102,13,56,2,3,HG,39,5,614,0,1,0,25.65,303.44
HGSi_3_100,13,56,2,3,HG,39,6,612,0,1,0,24.282,303.44
HGSi_3_98,13,56,2,3,HG,39,7,610,0,1,0,22.914,303.44
HGSi_3_128,13,56,2,3,HG,39,8,640,0,1,0,43.434,303.44
HGSi_3_126,13,56,2,3,HG,39,9,638,0,1,0,42.066,303.44
HGSi_3_124,13,56,2,3,HG,39,10,636,0,1,0,40.698,303.44
HGSi_3_122,13,56,2,3,HG,39,11,634,0,1,0,39.33,303.44
HGSi_3_120,13,56,2,3,HG,39,12,632,0,1,0,37.962,303.44
HGSi_3_118,13,56,2,3,HG,39,13,630,0,1,0,36.594,303.44
HGSi_3_116,13,56,2,3,HG,39,14,628,0,1,0,35.226,303.44
HGSi_3_114,13,56,2,3,HG,39,15,626,0,1,0,33.858,303.44
HGSi_3_111,13,56,2,3,HG,40,0,623,0,1,0,31.806,303.44
HGSi_3_109,13,56,2,3,HG,40,1,621,0,1,0,30.438,303.44
HGSi_3_107,13,56,2,3,HG,40,2,619,0,1,0,29.07,303.44
HGSi_3_105,13,56,2,3,HG,40,3,617,0,1,0,27.702,303.44
HGSi_3_103,13,56,2,3,HG,40,4,615,0,1,0,26.334,303.44
HGSi_3_101,13,56,2,3,HG,40,5,613,0,1,0,24.966,303.44
HGSi_3_99,13,56,2,3,HG,40,6,611,0,1,0,23.598,303.44
HGSi_3_97,13,56,2,3,HG,40,7,609,0,1,0,22.23,303.44
HGSi_3_127,13,56,2,3,HG,40,8,639,0,1,0,42.75,303.44
HGSi_3_125,13,56,2,3,HG,40,9,637,0,1,0,41.382,303.44
HGSi_3_123,13,56,2,3,HG,40,10,635,0,1,0,40.014,303.44
HGSi_3_121,13,56,2,3,HG,40,11,633,0,1,0,38.646,303.44
HGSi_3_119,13,56,2,3,HG,40,12,631,0,1,0,37.278,303.44
HGSi_3_117,13,56,2,3,HG,40,13,629,0,1,0,35.91,303.44
HGSi_3_115,13,56,2,3,HG,40,14,627,0,1,0,34.542,303.44
HGSi_3_113,13,56,2,3,HG,40,15,625,0,1,0,33.174,303.44
LGSi_3_16,13,56,2,3,LG,41,0,656,0,1,0,-33.174,303.44
LGSi_3_14,13,56,2,3,LG,41,1,654,0,1,0,-34.542,303.44
LGSi_3_12,13,56,2,3,LG,41,2,652,0,1,0,-35.91,303.44
LGSi_3_10,13,56,2,3,LG,41,3,650,0,1,0,-37.278,303.44
LGSi_3_8,13,56,2,3,LG,41,4,648,0,1,0,-38.646,303.44
LGSi_3_6,13,56,2,3,LG,41,5,646,0,1,0,-40.014,303.44
LGSi_3_4,13,56,2,3,LG,41,6,644,0,1,0,-41.382,303.44
LGSi_3_2,13,56,2,3,LG,41,7,642,0,1,0,-42.75,303.44
LGSi_3_32,13,56,2,3,LG,41,8,672,0,1,0,-22.23,303.44
LGSi_3_30,13,56,2,3,LG,41,9,670,0,1,0,-23.598,303.44
LGSi_3_28,13,56,2,3,LG,41,10,668,0,1,0,-24.966,303.44
LGSi_3_26,13,56,2,3,LG,41,11,666,0,1,0,-26.334,303.44
LGSi_3_24,13,56,2,3,LG,41,12,664,0,1,0,-27.702,303.44
LGSi_3_22,13,56,2,3,LG,41,13,662,0,1,0,-29.07,303.44
LGSi_3_20,13,56,2,3,LG,41,14,660,0,1,0,-30.438,303.44
LGSi_3_18,13,56,2,3,LG,41,15,658,0,1,0,-31.806,303.44
LGSi_3_15,13,56,2,3,LG,42,0,655,0,1,0,-33.858,303.44
LGSi_3_13,13,56,2,3,LG,42,1,653,0,1,0,-35.226,303.44
LGSi_3_11,13,56,2,3,LG,42,2,651,0,1,0,-36.594,303.44
LGSi_3_9,13,56,2,3,LG,42,3,649,0,1,0,-37.962,303.44
LGSi_3_7,13,56,2,3,LG,42,4,647,0,1,0,-39.33,303.44
LGSi_3_5,13,56,2,3,LG,42,5,645,0,1,0,-40.698,303.44
LGSi_3_3,13,56,2,3,LG,42,6,643,0,1,0,-42.066,303.44
LGSi_3_1,13,56,2,3,LG,42,7,641,0,1,0,-43.434,303.44
LGSi_3_31,13,56,2,3,LG,42,8,671,0,1,0,-22.914,303.44
LGSi_3_29,13,56,2,3,LG,42,9,669,0,1,0,-24.282,303.44
LGSi_3_27,13,56,2,3,LG,42,10,667,0,1,0,-25.65,303.44
LGSi_3_25,13,56,2,3,LG,42,11,665,0,1,0,-27.018,303.44
LGSi_3_23,13,56,2,3,LG,42,12,663,0,1,0,-28.386,303.44
LGSi_3_21,13,56,2,3,LG,42,13,661,0,1,0,-29.754,303.44
LGSi_3_19,13,56,2,3,LG,42,14,659,0,1,0,-31.122,303.44
LGSi_3_17,13,56,2,3,LG,42,15,657,0,1,0,-32.49,303.44
LGSi_3_48,13,56,2,3,LG,43,0,688,0,1,0,-11.286,303.44
LGSi_3_46,13,56,2,3,LG,43,1,686,0,1,0,-12.654,303.44
LGSi_3_44,13,56,2,3,LG,43,2,684,0,1,0,-14.022,303.44
LGSi_3_42,13,56,2,3,LG,43,3,682,0,1,0,-15.39,303.44
LGSi_3_40,13,56,2,3,LG,43,4,680,0,1,0,-16.758,303.44
LGSi_3_38,13,56,2,3,LG,43,5,678,0,1,0,-18.126,303.44
LGSi_3_36,13,56,2,3,LG,43,6,676,0,1,0,-19.494,303.44
LGSi_3_34,13,56,2,3,LG,43,7,674,0,1,0,-20.862,303.44
LGSi_3_64,13,56,2,3,LG,43,8,704,0,1,0,-0.342,303.44
LGSi_3_62,13,56,2,3,LG,43,9,702,0,1,0,-1.71,303.44
LGSi_3_60,13,56,2,3,LG,43,10,700,0,1,0,-3.078,303.44
LGSi_3_58,13,56,2,3,LG,43,11,698,0,1,0,-4.446,303.44
LGSi_3_56,13,56,2,3,LG,43,12,696,0,1,0,-5.814,303.44
LGSi_3_54,13,56,2,3,LG,43,13,694,0,1,0,-7.182,303.44
LGSi_3_52,13,56,2,3,LG,43,14,692,0,1,0,-8.55,303.44
LGSi_3_50,13,56,2,3,LG,43,15,690,0,1,0,-9.918,303.44
LGSi_3_47,13,56,2,3,LG,44,0,687,0,1,0,-11.97,303.44
LGSi_3_45,13,56,2,3,LG,44,1,685,0,1,0,-13.338,303.44
LGSi_3_43,13,56,2,3,LG,44,2,683,0,1,0,-14.706,303.44
LGSi_3_41,13,56,2,3,LG,44,3,681,0,1,0,-16.074,303.44
LGSi_3_39,13,56,2,3,LG,44,4,679,0,1,0,-17.442,303.44
LGSi_3_37,13,56,2,3,LG,44,5,677,0,1,0,-18.81,303.44
LGSi_3_35,13,56,2,3,LG,44,6,675,0,1,0,-20.178,303.44
LGSi_3_33,13,56,2,3,LG,44,7,673,0,1,0,-21.546,303.44
LGSi_3_63,13,56,2,3,LG,44,8,703,0,1,0,-1.026,303.44
LGSi_3_61,13,56,2,3,LG,44,9,701,0,1,0,-2.394,303.44
LGSi_3_59,13,56,2,3,LG,44,10,699,0,1,0,-3.762,303.44
LGSi_3_57,13,56,2,3,LG,44,11,697,0,1,0,-5.13,303.44
LGSi_3_55,13,56,2,3,LG,44,12,695,0,1,0,-6.498,303.44
LGSi_3_53,13,56,2,3,LG,44,13,693,0,1,0,-7.866,303.44
LGSi_3_51,13,56,2,3,LG,44,14,691,0,1,0,-9.234,303.44
LGSi_3_49,13,56,2,3,LG,44,15,689,0,1,0,-10.602,303.44
LGSi_3_80,13,56,2,3,LG,45,0,720,0,1,0,10.602,303.44
LGSi_3_78,13,56,2,3,LG,45,1,718,0,1,0,9.234,303.44
LGSi_3_76,13,56,2,3,LG,45,2,716,0,1,0,7.866,303.44
LGSi_3_74,13,56,2,3,LG,45,3,714,0,1,0,6.498,303.44
LGSi_3_72,13,56,2,3,LG,45,4,712,0,1,0,5.13,303.44
LGSi_3_70,13,56,2,3,LG,45,5,710,0,1,0,3.762,303.44
LGSi_3_68,13,56,2,3,LG,45,6,708,0,1,0,2.394,303.44
LGSi_3_66,13,56,2,3,LG,45,7,706,0,1,0,1.026,303.44
LGSi_3_96,13,56,2,3,LG,45,8,736,0,1,0,21.546,303.44
LGSi_3_94,13,56,2,3,LG,45,9,734,0,1,0,20.178,303.44
LGSi_3_92,13,56,2,3,LG,45,10,732,0,1,0,18.81,303.44
LGSi_3_90,13,56,2,3,LG,45,11,730,0,1,0,17.442,303.44
LGSi_3_88,13,56,2,3,LG,45,12,728,0,1,0,16.074,303.44
LGSi_3_86,13,56,2,3,LG,45,13,726,0,1,0,14.706,303.44
LGSi_3_84,13,56,2,3,LG,45,14,724,0,1,0,13.338,303.44
LGSi_3_82,13,56,2,3,LG,45,15,722,0,1,0,11.97,303.44
LGSi_3_79,13,56,2,3,LG,46,0,719,0,1,0,9.918,303.44
LGSi_3_77,13,56,2,3,LG,46,1,717,0,1,0,8.55,303.44
LGSi_3_75,13,56,2,3,LG,46,2,715,0,1,0,7.182,303.44
LGSi_3_73,13,56,2,3,LG,46,3,713,0,1,0,5.814,303.44
LGSi_3_71,13,56,2,3,LG,46,4,711,0,1,0,4.446,303.44
LGSi_3_69,13,56,2,3,LG,46,5,709,0,1,0,3.078,303.44
LGSi_3_67,13,56,2,3,LG,46,6,707,0,1,0,1.71,303.44
LGSi_3_65,13,56,2,3,LG,46,7,705,0,1,0,0.342,303.44
LGSi_3_95,13,56,2,3,LG,46,8,735,0,1,0,20.862,303.44
LGSi_3_93,13,56,2,3,LG,46,9,733,0,1,0,19.494,303.44
LGSi_3_91,13,56,2,3,LG,46,10,731,0,1,0,18.126,303.44
LGSi_3_89,13,56,2,3,LG,46,11,729,0,1,0,16.758,303.44
LGSi_3_87,13,56,2,3,LG,46,12,727,0,1,0,15.39,303.44
LGSi_3_85,13,56,2,3,LG,46,13,725,0,1,0,14.022,303.44
LGSi_3_83,13,56,2,3,LG,46,14,723,0,1,0,12.654,303.44
LGSi_3_81,13,56,2,3,LG,46,15,721,0,1,0,11.286,303.44
LGSi_3_112,13,56,2,3,LG,47,0,752,0,1,0,32.49,303.44
LGSi_3_110,13,56,2,3,LG,47,1,750,0,1,0,31.122,303.44
LGSi_3_108,13,56,2,3,LG,47,2,748,0,1,0,29.754,303.44
LGSi_3_106,13,56,2,3,LG,47,3,746,0,1,0,28.386,303.44
LGSi_3_104,13,56,2,3,LG,47,4,744,0,1,0,27.018,303.44
LGSi_3_102,13,56,2,3,LG,47,5,742,0,1,0,25.65,303.44
LGSi_3_100,13,56,2,3,LG,47,6,740,0,1,0,24.282,303.44
LGSi_3_98,13,56,2,3,LG,47,7,738,0,1,0,22.914,303.44
LGSi_3_128,13,56,2,3,LG,47,8,768,0,1,0,43.434,303.44
LGSi_3_126,13,56,2,3,LG,47,9,766,0,1,0,42.066,303.44
LGSi_3_124,13,56,2,3,LG,47,10,764,0,1,0,40.698,303.44
LGSi_3_122,13,56,2,3,LG,47,11,762,0,1,0,39.33,303.44
LGSi_3_120,13,56,2,3,LG,47,12,760,0,1,0,37.962,303.44
LGSi_3_118,13,56,2,3,LG,47,13,758,0,1,0,36.594,303.44
LGSi_3_116,13,56,2,3,LG,47,14,756,0,1,0,35.226,303.44
LGSi_3_114,13,56,2,3,LG,47,15,754,0,1,0,33.858,303.44
LGSi_3_111,13,56,2,3,LG,48,0,751,0,1,0,31.806,303.44
LGSi_3_109,13,56,2,3,LG,48,1,749,0,1,0,30.438,303.44
LGSi_3_107,13,56,2,3,LG,48,2,747,0,1,0,29.07,303.44
LGSi_3_105,13,56,2,3,LG,48,3,745,0,1,0,27.702,303.44
LGSi_3_103,13,56,2,3,LG,48,4,743,0,1,0,26.334,303.44
LGSi_3_101,13,56,2,3,LG,48,5,741,0,1,0,24.966,303.44
LGSi_3_99,13,56,2,3,LG,48,6,739,0,1,0,23.598,303.44
LGSi_3_97,13,56,2,3,LG,48,7,737,0,1,0,22.23,303.44
LGSi_3_127,13,56,2,3,LG,48,8,767,0,1,0,42.75,303.44
LGSi_3_125,13,56,2,3,LG,48,9,765,0,1,0,41.382,303.44
LGSi_3_123,13,56,2,3,LG,48,10,763,0,1,0,40.014,303.44
LGSi_3_121,13,56,2,3,LG,48,11,761,0,1,0,38.646,303.44
LGSi_3_119,13,56,2,3,LG,48,12,759,0,1,0,37.278,303.44
LGSi_3_117,13,56,2,3,LG,48,13,757,0,1,0,35.91,303.44
LGSi_3_115,13,56,2,3,LG,48,14,755,0,1,0,34.542,303.44
LGSi_3_113,13,56,2,3,LG,48,15,753,0,1,0,33.174,303.44
HGSi_4_16,13,56,2,4,HG,49,0,784,0,1,0,-33.174,304.128
HGSi_4_14,13,56,2,4,HG,49,1,782,0,1,0,-34.542,304.128
HGSi_4_12,13,56,2,4,HG,49,2,780,0,1,0,-35.91,304.128
HGSi_4_10,13,56,2,4,HG,49,3,778,0,1,0,-37.278,304.128
HGSi_4_8,13,56,2,4,HG,49,4,776,0,1,0,-38.646,304.128
HGSi_4_6,13,56,2,4,HG,49,5,774,0,1,0,-40.014,304.128
HGSi_4_4,13,56,2,4,HG,49,6,772,0,1,0,-41.382,304.128
HGSi_4_2,13,56,2,4,HG,49,7,770,0,1,0,-42.75,304.128
HGSi_4_32,13,56,2,4,HG,49,8,800,0,1,0,-22.23,304.128
HGSi_4_30,13,56,2,4,HG,49,9,798,0,1,0,-23.598,304.128
HGSi_4_28,13,56,2,4,HG,49,10,796,0,1,0,-24.966,304.128
HGSi_4_26,13,56,2,4,HG,49,11,794,0,1,0,-26.334,304.128
HGSi_4_24,13,56,2,4,HG,49,12,792,0,1,0,-27.702,304.128
HGSi_4_22,13,56,2,4,HG,49,13,790,0,1,0,-29.07,304.128
HGSi_4_20,13,56,2,4,HG,49,14,788,0,1,0,-30.438,304.128
HGSi_4_18,13,56,2,4,HG,49,15,786,0,1,0,-31.806,304.128
HGSi_4_15,13,56,2,4,HG,50,0,783,0,1,0,-33.858,304.128
HGSi_4_13,13,56,2,4,HG,50,1,781,0,1,0,-35.226,304.128
HGSi_4_11,13,56,2,4,HG,50,2,779,0,1,0,-36.594,304.128
HGSi_4_9,13,56,2,4,HG,50,3,777,0,1,0,-37.962,304.128
HGSi_4_7,13,56,2,4,HG,50,4,775,0,1,0,-39.33,304.128
HGSi_4_5,13,56,2,4,HG,50,5,773,0,1,0,-40.698,304.128
HGSi_4_3,13,56,2,4,HG,50,6,771,0,1,0,-42.066,304.128
HGSi_4_1,13,56,2,4,HG,50,7,769,0,1,0,-43.434,304.128
HGSi_4_31,13,56,2,4,HG,50,8,799,0,1,0,-22.914,304.128
HGSi_4_29,13,56,2,4,HG,50,9,797,0,1,0,-24.282,304.128
HGSi_4_27,13,56,2,4,HG,50,10,795,0,1,0,-25.65,304.128
HGSi_4_25,13,56,2,4,HG,50,11,793,0,1,0,-27.018,304.128
HGSi_4_23,13,56,2,4,HG,50,12,791,0,1,0,-28.386,304.128
HGSi_4_21,13,56,2,4,HG,50,13,789,0,1,0,-29.754,304.128
HGSi_4_19,13,56,2,4,HG,50,14,787,0,1,0,-31.122,304.128
HGSi_4_17,13,56,2,4,HG,50,15,785,0,1,0,-32.49,304.128
HGSi_4_48,13,56,2,4,HG,51,0,816,0,1,0,-11.286,304.128
HGSi_4_46,13,56,2,4,HG,51,1,814,0,1,0,-12.654,304.128
HGSi_4_44,13,56,2,4,HG,51,2,812,0,1,0,-14.022,304.128
HGSi_4_42,13,56,2,4,HG,51,3,810,0,1,0,-15.39,304.128
HGSi_4_40,13,56,2,4,HG,51,4,808,0,1,0,-16.758,304.128
HGSi_4_38,13,56,2,4,HG,51,5,806,0,1,0,-18.126,304.128
HGSi_4_36,13,56,2,4,HG,51,6,804,0,1,0,-19.494,304.128
HGSi_4_34,13,56,2,4,HG,51,7,802,0,1,0,-20.862,304.128
HGSi_4_64,13,56,2,4,HG,51,8,832,0,1,0,-0.342,304.128
HGSi_4_62,13,56,2,4,HG,51,9,830,0,1,0,-1.71,304.128
HGSi_4_60,13,56,2,4,HG,51,10,828,0,1,0,-3.078,304.128
HGSi_4_58,13,56,2,4,HG,51,11,826,0,1,0,-4.446,304.128
HGSi_4_56,13,56,2,4,HG,51,12,824,0,1,0,-5.814,304.128
HGSi_4_54,13,56,2,4,HG,51,13,822,0,1,0,-7.182,304.128
HGSi_4_52,13,56,2,4,HG,51,14,820,0,1,0,-8.55,304.128
HGSi_4_50,13,56,2,4,HG,51,15,818,0,1,0,-9.918,304.128
HGSi_4_47,13,56,2,4,HG,52,0,815,0,1,0,-11.97,304.128
HGSi_4_45,13,56,2,4,HG,52,1,813,0,1,0,-13.338,304.128
HGSi_4_43,13,56,2,4,HG,52,2,811,0,1,0,-14.706,304.128
HGSi_4_41,13,56,2,4,HG,52,3,809,0,1,0,-16.074,304.128
HGSi_4_39,13,56,2,4,HG,52,4,807,0,1,0,-17.442,304.128
HGSi_4_37,13,56,2,4,HG,52,5,805,0,1,0,-18.81,304.128
HGSi_4_35,13,56,2,4,HG,52,6,803,0,1,0,-20.178,304.128
HGSi_4_33,13,56,2,4,HG,52,7,801,0,1,0,-21.546,304.128
HGSi_4_63,13,56,2,4,HG,52,8,831,0,1,0,-1.026,304.128
HGSi_4_61,13,56,2,4,HG,52,9,829,0,1,0,-2.394,304.128
HGSi_4_59,13,56,2,4,HG,52,10,827,0,1,0,-3.762,304.128
HGSi_4_57,13,56,2,4,HG,52,11,825,0,1,0,-5.13,304.128
HGSi_4_55,13,56,2,4,HG,52,12,823,0,1,0,-6.498,304.128
HGSi_4_53,13,56,2,4,HG,52,13,821,0,1,0,-7.866,304.128
HGSi_4_51,13,56,2,4,HG,52,14,819,0,1,0,-9.234,304.128
HGSi_4_49,13,56,2,4,HG,52,15,817,0,1,0,-10.602,304.128
HGSi_4_80,13,56,2,4,HG,53,0,848,0,1,0,10.602,304.128
HGSi_4_78,13,56,2,4,HG,53,1,846,0,1,0,9.234,304.128
HGSi_4_76,13,56,2,4,HG,53,2,844,0,1,0,7.866,304.128
HGSi_4_74,13,56,2,4,HG,53,3,842,0,1,0,6.498,304.128
HGSi_4_72,13,56,2,4,HG,53,4,840,0,1,0,5.13,304.128
HGSi_4_70,13,56,2,4,HG,53,5,838,0,1,0,3.762,304.128
HGSi_4_68,13,56,2,4,HG,53,6,836,0,1,0,2.394,304.128
HGSi_4_66,13,56,2,4,HG,53,7,834,0,1,0,1.026,304.128
HGSi_4_96,13,56,2,4,HG,53,8,864,0,1,0,21.546,304.128
HGSi_4_94,13,56,2,4,HG,53,9,862,0,1,0,20.178,304.128
HGSi_4_92,13,56,2,4,HG,53,10,860,0,1,0,18.81,304.128
HGSi_4_90,13,56,2,4,HG,53,11,858,0,1,0,17.442,304.128
HGSi_4_88,13,56,2,4,HG,53,12,856,0,1,0,16.074,304.128
HGSi_4_86,13,56,2,4,HG,53,13,854,0,1,0,14.706,304.128
HGSi_4_84,13,56,2,4,HG,53,14,852,0,1,0,13.338,304.128
HGSi_4_82,13,56,2,4,HG,53,15,850,0,1,0,11.97,304.128
HGSi_4_79,13,56,2,4,HG,54,0,847,0,1,0,9.918,304.128
HGSi_4_77,13,56,2,4,HG,54,1,845,0,1,0,8.55,304.128
HGSi_4_75,13,56,2,4,HG,54,2,843,0,1,0,7.182,304.128
HGSi_4_73,13,56,2,4,HG,54,3,841,0,1,0,5.814,304.128
HGSi_4_71,13,56,2,4,HG,54,4,839,0,1,0,4.446,304.128
HGSi_4_69,13,56,2,4,HG,54,5,837,0,1,0,3.078,304.128
HGSi_4_67,13,56,2,4,HG,54,6,835,0,1,0,1.71,304.128
HGSi_4_65,13,56,2,4,HG,54,7,833,0,1,0,0.342,304.128
HGSi_4_95,13,56,2,4,HG,54,8,863,0,1,0,20.862,304.128
HGSi_4_93,13,56,2,4,HG,54,9,861,0,1,0,19.494,304.128
HGSi_4_91,13,56,2,4,HG,54,10,859,0,1,0,18.126,304.128
HGSi_4_89,13,56,2,4,HG,54,11,857,0,1,0,16.758,304.128
HGSi_4_87,13,56,2,4,HG,54,12,855,0,1,0,15.39,304.128
HGSi_4_85,13,56,2,4,HG,54,13,853,0,1,0,14.022,304.128
HGSi_4_83,13,56,2,4,HG,54,14,851,0,1,0,12.654,304.128
HGSi_4_81,13,56,2,4,HG,54,15,849,0,1,0,11.286,304.128
HGSi_4_112,13,56,2,4,HG,55,0,880,0,1,0,32.49,304.128
HGSi_4_110,13,56,2,4,HG,55,1,878,0,1,0,31.122,304.128
HGSi_4_108,13,56,2,4,HG,55,2,876,0,1,0,29.754,304.128
HGSi_4_106,13,56,2,4,HG,55,3,874,0,1,0,28.386,304.128
HGSi_4_104,13,56,2,4,HG,55,4,872,0,1,0,27.018,304.128
HGSi_4_102,13,56,2,4,HG,55,5,870,0,1,0,25.65,304.128
HGSi_4_100,13,56,2,4,HG,55,6,868,0,1,0,24.282,304.128
HGSi_4_98,13,56,2,4,HG,55,7,866,0,1,0,22.914,304.128
HGSi_4_128,13,56,2,4,HG,55,8,896,0,1,0,43.434,304.128
HGSi_4_126,13,56,2,4,HG,55,9,894,0,1,0,42.066,304.128
HGSi_4_124,13,56,2,4,HG,55,10,892,0,1,0,40.698,304.128
HGSi_4_122,13,56,2,4,HG,55,11,890,0,1,0,39.33,304.128
HGSi_4_120,13,56,2,4,HG,55,12,888,0,1,0,37.962,304.128
HGSi_4_118,13,56,2,4,HG,55,13,886,0,1,0,36.594,304.128
HGSi_4_116,13,56,2,4,HG,55,14,884,0,1,0,35.226,304.128
HGSi_4_114,13,56,2,4,HG,55,15,882,0,1,0,33.858,304.128
HGSi_4_111,13,56,2,4,HG,56,0,879,0,1,0,31.806,304.128
HGSi_4_109,13,56,2,4,HG,56,1,877,0,1,0,30.438,304.128
HGSi_4_107,13,56,2,4,HG,56,2,875,0,1,0,29.07,304.128
HGSi_4_105,13,56,2,4,HG,56,3,873,0,1,0,27.702,304.128
HGSi_4_103,13,56,2,4,HG,56,4,871,0,1,0,26.334,304.128
HGSi_4_101,13,56,2,4,HG,56,5,869,0,1,0,24.966,304.128
HGSi_4_99,13,56,2,4,HG,56,6,867,0,1,0,23.598,304.128
HGSi_4_97,13,56,2,4,HG,56,7,865,0,1,0,22.23,304.128
HGSi_4_127,13,56,2,4,HG,56,8,895,0,1,0,42.75,304.128
HGSi_4_125,13,56,2,4,HG,56,9,893,0,1,0,41.382,304.128
HGSi_4_123,13,56,2,4,HG,56,10,891,0,1,0,40.014,304.128
HGSi_4_121,13,56,2,4,HG,56,11,889,0,1,0,38.646,304.128
HGSi_4_119,13,56,2,4,HG,56,12,887,0,1,0,37.278,304.128
HGSi_4_117,13,56,2,4,HG,56,13,885,0,1,0,35.91,304.128
HGSi_4_115,13,56,2,4,HG,56,14,883,0,1,0,34.542,304.128
HGSi_4_113,13,56,2,4,HG,56,15,881,0,1,0,33.174,304.128
