NAME,FPL,layer,id_plane,wireid,wireang,wirez,toffset,det,geo,ch
BDC1Y37,13,7,7,5,0.,+1.20,1640,27,3,36
BDC1Y38,13,7,7,6,0.,+1.20,1640,27,3,37
BDC1Y39,13,7,7,7,0.,+1.20,1640,27,3,38
BDC1Y40,13,7,7,8,0.,+1.20,1640,27,3,39
BDC1Y41,13,7,7,9,0.,+1.20,1640,27,3,40
BDC1Y42,13,7,7,10,0.,+1.20,1640,27,3,41
BDC1Y43,13,7,7,11,0.,+1.20,1640,27,3,42
BDC1Y44,13,7,7,12,0.,+1.20,1640,27,3,43
BDC1Y45,13,7,7,13,0.,+1.20,1640,27,3,44
BDC1Y46,13,7,7,14,0.,+1.20,1640,27,3,45
BDC1Y47,13,7,7,15,0.,+1.20,1640,27,3,46
BDC1Y48,13,7,7,16,0.,+1.20,1640,27,3,47
BDC1Y49,13,8,8,1,0.,+1.68,1640,27,3,48
BDC1Y50,13,8,8,2,0.,+1.68,1640,27,3,49
BDC1Y51,13,8,8,3,0.,+1.68,1640,27,3,50
BDC1Y52,13,8,8,4,0.,+1.68,1640,27,3,51
BDC1Y53,13,8,8,5,0.,+1.68,1640,27,3,52
BDC1Y54,13,8,8,6,0.,+1.68,1640,27,3,53
BDC1Y55,13,8,8,7,0.,+1.68,1640,27,3,54
BDC1Y56,13,8,8,8,0.,+1.68,1640,27,3,55
BDC1Y57,13,8,8,9,0.,+1.68,1640,27,3,56
BDC1Y58,13,8,8,10,0.,+1.68,1640,27,3,57
BDC1Y59,13,8,8,11,0.,+1.68,1640,27,3,58
BDC1Y60,13,8,8,12,0.,+1.68,1640,27,3,59
BDC1Y61,13,8,8,13,0.,+1.68,1640,27,3,60
BDC1Y62,13,8,8,14,0.,+1.68,1640,27,3,61
BDC1Y63,13,8,8,15,0.,+1.68,1640,27,3,62
BDC1Y64,13,8,8,16,0.,+1.68,1640,27,3,63
BDC2X01,13,1,9,1,90.,-1.68,1640,27,4,0
BDC2X02,13,1,9,2,90.,-1.68,1640,27,4,1
BDC2X03,13,1,9,3,90.,-1.68,1640,27,4,2
BDC2X04,13,1,9,4,90.,-1.68,1640,27,4,3
BDC2X05,13,1,9,5,90.,-1.68,1640,27,4,4
BDC2X06,13,1,9,6,90.,-1.68,1640,27,4,5
BDC2X07,13,1,9,7,90.,-1.68,1640,27,4,6
BDC2X08,13,1,9,8,90.,-1.68,1640,27,4,7
BDC2X09,13,1,9,9,90.,-1.68,1640,27,4,8
BDC2X10,13,1,9,10,90.,-1.68,1640,27,4,9
BDC2X11,13,1,9,11,90.,-1.68,1640,27,4,10
BDC2X12,13,1,9,12,90.,-1.68,1640,27,4,11
BDC2X13,13,1,9,13,90.,-1.68,1640,27,4,12
BDC2X14,13,1,9,14,90.,-1.68,1640,27,4,13
BDC2X15,13,1,9,15,90.,-1.68,1640,27,4,14
BDC2X16,13,1,9,16,90.,-1.68,1640,27,4,15
BDC2X17,13,2,10,1,90.,-1.20,1640,27,4,16
BDC2X18,13,2,10,2,90.,-1.20,1640,27,4,17
BDC2X19,13,2,10,3,90.,-1.20,1640,27,4,18
BDC2X20,13,2,10,4,90.,-1.20,1640,27,4,19
BDC2X21,13,2,10,5,90.,-1.20,1640,27,4,20
BDC2X22,13,2,10,6,90.,-1.20,1640,27,4,21
BDC2X23,13,2,10,7,90.,-1.20,1640,27,4,22
BDC2X24,13,2,10,8,90.,-1.20,1640,27,4,23
BDC2X25,13,2,10,9,90.,-1.20,1640,27,4,24
BDC2X26,13,2,10,10,90.,-1.20,1640,27,4,25
BDC2X27,13,2,10,11,90.,-1.20,1640,27,4,26
BDC2X28,13,2,10,12,90.,-1.20,1640,27,4,27
BDC2X29,13,2,10,13,90.,-1.20,1640,27,4,28
BDC2X30,13,2,10,14,90.,-1.20,1640,27,4,29
BDC2X31,13,2,10,15,90.,-1.20,1640,27,4,30
BDC2X32,13,2,10,16,90.,-1.20,1640,27,4,31
BDC2X33,13,3,11,1,90.,+0.24,1640,27,4,32
BDC2X34,13,3,11,2,90.,+0.24,1640,27,4,33
BDC2X35,13,3,11,3,90.,+0.24,1640,27,4,34
BDC2X36,13,3,11,4,90.,+0.24,1640,27,4,35
BDC2X37,13,3,11,5,90.,+0.24,1640,27,4,36
BDC2X38,13,3,11,6,90.,+0.24,1640,27,4,37
BDC2X39,13,3,11,7,90.,+0.24,1640,27,4,38
BDC2X40,13,3,11,8,90.,+0.24,1640,27,4,39
BDC2X41,13,3,11,9,90.,+0.24,1640,27,4,40
BDC2X42,13,3,11,10,90.,+0.24,1640,27,4,41
BDC2X43,13,3,11,11,90.,+0.24,1640,27,4,42
BDC2X44,13,3,11,12,90.,+0.24,1640,27,4,43
BDC2X45,13,3,11,13,90.,+0.24,1640,27,4,44
BDC2X46,13,3,11,14,90.,+0.24,1640,27,4,45
BDC2X47,13,3,11,15,90.,+0.24,1640,27,4,46
BDC2X48,13,3,11,16,90.,+0.24,1640,27,4,47
BDC2X49,13,3,11,16,90.,+0.24,1640,27,4,48
BDC2X50,13,4,12,2,90.,+0.72,1640,27,4,49
BDC2X51,13,4,12,3,90.,+0.72,1640,27,4,50
BDC2X52,13,4,12,4,90.,+0.72,1640,27,4,51
BDC2X53,13,4,12,5,90.,+0.72,1640,27,4,52
BDC2X54,13,4,12,6,90.,+0.72,1640,27,4,53
BDC2X55,13,4,12,7,90.,+0.72,1640,27,4,54
BDC2X56,13,4,12,8,90.,+0.72,1640,27,4,55
BDC2X57,13,4,12,9,90.,+0.72,1640,27,4,56
BDC2X58,13,4,12,10,90.,+0.72,1640,27,4,57
BDC2X59,13,4,12,11,90.,+0.72,1640,27,4,58
BDC2X60,13,4,12,12,90.,+0.72,1640,27,4,59
BDC2X61,13,4,12,13,90.,+0.72,1640,27,4,60
BDC2X62,13,4,12,14,90.,+0.72,1640,27,4,61
BDC2X63,13,4,12,15,90.,+0.72,1640,27,4,62
BDC2X64,13,4,12,16,90.,+0.72,1640,27,4,63
BDC2Y01,13,5,13,1,0.,-0.72,1640,27,5,0
BDC2Y02,13,5,13,2,0.,-0.72,1640,27,5,1
BDC2Y03,13,5,13,3,0.,-0.72,1640,27,5,2
BDC2Y04,13,5,13,4,0.,-0.72,1640,27,5,3
BDC2Y05,13,5,13,5,0.,-0.72,1640,27,5,4
BDC2Y06,13,5,13,6,0.,-0.72,1640,27,5,5
BDC2Y07,13,5,13,7,0.,-0.72,1640,27,5,6
BDC2Y08,13,5,13,8,0.,-0.72,1640,27,5,7
BDC2Y09,13,5,13,9,0.,-0.72,1640,27,5,8
BDC2Y10,13,5,13,10,0.,-0.72,1640,27,5,9
BDC2Y11,13,5,13,11,0.,-0.72,1640,27,5,10
BDC2Y12,13,5,13,12,0.,-0.72,1640,27,5,11
BDC2Y13,13,5,13,13,0.,-0.72,1640,27,5,12
BDC2Y14,13,5,13,14,0.,-0.72,1640,27,5,13
BDC2Y15,13,5,13,15,0.,-0.72,1640,27,5,14
BDC2Y16,13,5,13,16,0.,-0.72,1640,27,5,15
BDC2Y17,13,6,14,1,0.,-0.24,1640,27,5,16
BDC2Y18,13,6,14,2,0.,-0.24,1640,27,5,17
BDC2Y19,13,6,14,3,0.,-0.24,1640,27,5,18
BDC2Y20,13,6,14,4,0.,-0.24,1640,27,5,19
BDC2Y21,13,6,14,5,0.,-0.24,1640,27,5,20
BDC2Y22,13,6,14,6,0.,-0.24,1640,27,5,21
BDC2Y23,13,6,14,7,0.,-0.24,1640,27,5,22
BDC2Y24,13,6,14,8,0.,-0.24,1640,27,5,23
BDC2Y25,13,6,14,9,0.,-0.24,1640,27,5,24
BDC2Y26,13,6,14,10,0.,-0.24,1640,27,5,25
BDC2Y27,13,6,14,11,0.,-0.24,1640,27,5,26
BDC2Y28,13,6,14,12,0.,-0.24,1640,27,5,27
BDC2Y29,13,6,14,13,0.,-0.24,1640,27,5,28
BDC2Y30,13,6,14,14,0.,-0.24,1640,27,5,29
BDC2Y31,13,6,14,15,0.,-0.24,1640,27,5,30
BDC2Y32,13,6,14,16,0.,-0.24,1640,27,5,31
BDC2Y33,13,7,15,1,0.,+1.20,1640,27,5,32
BDC2Y34,13,7,15,2,0.,+1.20,1640,27,5,33
BDC2Y35,13,7,15,3,0.,+1.20,1640,27,5,34
BDC2Y36,13,7,15,4,0.,+1.20,1640,27,5,35
BDC2Y37,13,7,15,5,0.,+1.20,1640,27,5,36
BDC2Y38,13,7,15,6,0.,+1.20,1640,27,5,37
BDC2Y39,13,7,15,7,0.,+1.20,1640,27,5,38
BDC2Y40,13,7,15,8,0.,+1.20,1640,27,5,39
BDC2Y41,13,7,15,9,0.,+1.20,1640,27,5,40
BDC2Y42,13,7,15,10,0.,+1.20,1640,27,5,41
BDC2Y43,13,7,15,11,0.,+1.20,1640,27,5,42
BDC2Y44,13,7,15,12,0.,+1.20,1640,27,5,43
BDC2Y45,13,7,15,13,0.,+1.20,1640,27,5,44
BDC2Y46,13,7,15,14,0.,+1.20,1640,27,5,45
BDC2Y47,13,7,15,15,0.,+1.20,1640,27,5,46
BDC2Y48,13,7,15,16,0.,+1.20,1640,27,5,47
BDC2Y49,13,8,16,1,0.,+1.68,1640,27,5,48
BDC2Y50,13,8,16,2,0.,+1.68,1640,27,5,49
BDC2Y51,13,8,16,3,0.,+1.68,1640,27,5,50
BDC2Y52,13,8,16,4,0.,+1.68,1640,27,5,51
BDC2Y53,13,8,16,5,0.,+1.68,1640,27,5,52
BDC2Y54,13,8,16,6,0.,+1.68,1640,27,5,53
BDC2Y55,13,8,16,7,0.,+1.68,1640,27,5,54
BDC2Y56,13,8,16,8,0.,+1.68,1640,27,5,55
BDC2Y57,13,8,16,9,0.,+1.68,1640,27,5,56
BDC2Y58,13,8,16,10,0.,+1.68,1640,27,5,57
BDC2Y59,13,8,16,11,0.,+1.68,1640,27,5,58
BDC2Y60,13,8,16,12,0.,+1.68,1640,27,5,59
BDC2Y61,13,8,16,13,0.,+1.68,1640,27,5,60
BDC2Y62,13,8,16,14,0.,+1.68,1640,27,5,61
BDC2Y63,13,8,16,15,0.,+1.68,1640,27,5,62
BDC2Y64,13,8,16,16,0.,+1.68,1640,27,5,63
COMMON0,13,1,0,0,0.0,0.0,14000,61,19,127
COMMON1,13,9,0,1,0.0,0.0,14050,61,20,127
PDE001,13,3,31,1,0.0,0.0,0,3,18,0
PDE002,13,3,31,2,0.0,0.0,0,3,18,1
PDE003,13,4,32,1,0.0,0.0,0,3,18,2
PDE004,13,4,32,2,0.0,0.0,0,3,18,3
PDEREF,13,5,0,0,0.0,0.0,0,3,18,15
BLDU1X001,13,1,61,1,90.,-7.90,86590,61,19,0
BLDU1X002,13,1,61,2,90.,-7.90,86590,61,19,1
BLDU1X003,13,1,61,3,90.,-7.90,86590,61,19,2
BLDU1X004,13,1,61,4,90.,-7.90,86590,61,19,3
BLDU1X005,13,1,61,5,90.,-7.90,86590,61,19,4
BLDU1X006,13,1,61,6,90.,-7.90,86590,61,19,5
BLDU1X007,13,1,61,7,90.,-7.90,86590,61,19,6
BLDU1X008,13,1,61,8,90.,-7.90,86590,61,19,7
BLDU1X009,13,1,61,9,90.,-7.90,86590,61,19,8
BLDU1X010,13,1,61,10,90.,-7.90,86590,61,19,9
BLDU1X011,13,1,61,11,90.,-7.90,86590,61,19,10
BLDU1X012,13,1,61,12,90.,-7.90,86590,61,19,11
BLDU1X013,13,1,61,13,90.,-7.90,86590,61,19,12
BLDU1X014,13,1,61,14,90.,-7.90,86590,61,19,13
BLDU1X015,13,1,61,15,90.,-7.90,86590,61,19,14
BLDU1X016,13,1,61,16,90.,-7.90,86590,61,19,15
BLDU1X017,13,1,61,17,90.,-7.90,86590,61,19,16
BLDU1X018,13,1,61,18,90.,-7.90,86590,61,19,17
BLDU1X019,13,1,61,19,90.,-7.90,86590,61,19,18
BLDU1X020,13,1,61,20,90.,-7.90,86590,61,19,19
BLDU1X021,13,1,61,21,90.,-7.90,86590,61,19,20
BLDU1X022,13,1,61,22,90.,-7.90,86590,61,19,21
BLDU1X023,13,1,61,23,90.,-7.90,86590,61,19,22
BLDU1X024,13,1,61,24,90.,-7.90,86590,61,19,23
BLDU1X025,13,1,61,25,90.,-7.90,86590,61,19,24
BLDU1X026,13,1,61,26,90.,-7.90,86590,61,19,25
BLDU1X027,13,1,61,27,90.,-7.90,86590,61,19,26
BLDU1X028,13,1,61,28,90.,-7.90,86590,61,19,27
BLDU1X029,13,1,61,29,90.,-7.90,86590,61,19,28
BLDU1X030,13,1,61,30,90.,-7.90,86590,61,19,29
BLDU1X031,13,1,61,31,90.,-7.90,86590,61,19,30
BLDU1X032,13,1,61,32,90.,-7.90,86590,61,19,31
BLDU1X033,13,1,61,33,90.,-7.90,86590,61,19,32
BLDU1X034,13,1,61,34,90.,-7.90,86590,61,19,33
BLDU1X035,13,1,61,35,90.,-7.90,86590,61,19,34
BLDU1X036,13,1,61,36,90.,-7.90,86590,61,19,35
BLDU1X037,13,1,61,37,90.,-7.90,86590,61,19,36
BLDU1X038,13,1,61,38,90.,-7.90,86590,61,19,37
BLDU1X039,13,1,61,39,90.,-7.90,86590,61,19,38
BLDU1X040,13,1,61,40,90.,-7.90,86590,61,19,39
BLDU1Y001,13,5,65,1,0.0,-5.90,86590,61,19,40
BLDU1Y002,13,5,65,2,0.0,-5.90,86590,61,19,41
BLDU1Y003,13,5,65,3,0.0,-5.90,86590,61,19,42
BLDU1Y004,13,5,65,4,0.0,-5.90,86590,61,19,43
BLDU1Y005,13,5,65,5,0.0,-5.90,86590,61,19,44
BLDU1Y006,13,5,65,6,0.0,-5.90,86590,61,19,45
BLDU1Y006,13,5,65,7,0.0,-5.90,86590,61,19,46
BLDU1Y048,13,5,65,8,0.0,-5.90,86590,61,19,47
BLDU1Y049,13,5,65,9,0.0,-5.90,86590,61,19,48
BLDU1Y050,13,5,65,10,0.0,-5.90,86590,61,19,49
BLDU1Y051,13,5,65,11,0.0,-5.90,86590,61,19,50
BLDU1Y052,13,5,65,12,0.0,-5.90,86590,61,19,51
BLDU1Y053,13,5,65,13,0.0,-5.90,86590,61,19,52
BLDU1Y054,13,5,65,14,0.0,-5.90,86590,61,19,53
BLDU1Y055,13,5,65,15,0.0,-5.90,86590,61,19,54
BLDU1Y056,13,5,65,16,0.0,-5.90,86590,61,19,55
BLDU1Y057,13,5,65,17,0.0,-5.90,86590,61,19,56
BLDU1Y058,13,5,65,18,0.0,-5.90,86590,61,19,57
BLDU1Y059,13,5,65,19,0.0,-5.90,86590,61,19,58
BLDU1Y060,13,5,65,20,0.0,-5.90,86590,61,19,59
BLDU2X001,13,2,62,1,90.,-6.90,86570,61,19,64
BLDU2X002,13,2,62,2,90.,-6.90,86570,61,19,65
BLDU2X003,13,2,62,3,90.,-6.90,86570,61,19,66
BLDU2X004,13,2,62,4,90.,-6.90,86570,61,19,67
BLDU2X001,13,2,62,5,90.,-6.90,86570,61,19,68
BLDU2X006,13,2,62,6,90.,-6.90,86570,61,19,69
BLDU2X007,13,2,62,7,90.,-6.90,86570,61,19,70
BLDU2X008,13,2,62,8,90.,-6.90,86570,61,19,71
BLDU2X009,13,2,62,9,90.,-6.90,86570,61,19,72
BLDU2X010,13,2,62,10,90.,-6.90,86570,61,19,73
BLDU2X011,13,2,62,11,90.,-6.90,86570,61,19,74
BLDU2X012,13,2,62,12,90.,-6.90,86570,61,19,75
BLDU2X013,13,2,62,13,90.,-6.90,86570,61,19,76
BLDU2X014,13,2,62,14,90.,-6.90,86570,61,19,77
BLDU2X015,13,2,62,15,90.,-6.90,86570,61,19,78
BLDU2X016,13,2,62,16,90.,-6.90,86570,61,19,79
BLDU2X017,13,2,62,17,90.,-6.90,86570,61,19,80
BLDU2X018,13,2,62,18,90.,-6.90,86570,61,19,81
BLDU2X019,13,2,62,19,90.,-6.90,86570,61,19,82
BLDU2X020,13,2,62,20,90.,-6.90,86570,61,19,83
BLDU2X021,13,2,62,21,90.,-6.90,86570,61,19,84
BLDU2X022,13,2,62,22,90.,-6.90,86570,61,19,85
BLDU2X023,13,2,62,23,90.,-6.90,86570,61,19,86
BLDU2X024,13,2,62,24,90.,-6.90,86570,61,19,87
BLDU2X025,13,2,62,25,90.,-6.90,86570,61,19,88
BLDU2X026,13,2,62,26,90.,-6.90,86570,61,19,89
BLDU2X027,13,2,62,27,90.,-6.90,86570,61,19,90
BLDU2X028,13,2,62,28,90.,-6.90,86570,61,19,91
BLDU2X029,13,2,62,29,90.,-6.90,86570,61,19,92
BLDU2X030,13,2,62,30,90.,-6.90,86570,61,19,93
BLDU2X031,13,2,62,31,90.,-6.90,86570,61,19,94
BLDU2X032,13,2,62,32,90.,-6.90,86570,61,19,95
BLDU2X033,13,2,62,33,90.,-6.90,86570,61,19,96
BLDU2X034,13,2,62,34,90.,-6.90,86570,61,19,97
BLDU2X035,13,2,62,35,90.,-6.90,86570,61,19,98
BLDU2X036,13,2,62,36,90.,-6.90,86570,61,19,99
BLDU2X037,13,2,62,37,90.,-6.90,86570,61,19,100
BLDU2X038,13,2,62,38,90.,-6.90,86570,61,19,101
BLDU2X039,13,2,62,39,90.,-6.90,86570,61,19,102
BLDU2X040,13,2,62,40,90.,-6.90,86570,61,19,103
BLDU2Y001,13,6,66,1,0.0,-4.90,86570,61,19,104
BLDU2Y002,13,6,66,2,0.0,-4.90,86570,61,19,105
BLDU2Y003,13,6,66,3,0.0,-4.90,86570,61,19,106
BLDU2Y004,13,6,66,4,0.0,-4.90,86570,61,19,107
BLDU2Y005,13,6,66,5,0.0,-4.90,86570,61,19,108
BLDU2Y006,13,6,66,6,0.0,-4.90,86570,61,19,109
BLDU2Y007,13,6,66,7,0.0,-4.90,86570,61,19,110
BLDU2Y008,13,6,66,8,0.0,-4.90,86570,61,19,111
BLDU2Y009,13,6,66,9,0.0,-4.90,86570,61,19,112
BLDU2Y010,13,6,66,10,0.0,-4.90,86570,61,19,113
BLDU2Y011,13,6,66,11,0.0,-4.90,86570,61,19,114
BLDU2Y012,13,6,66,12,0.0,-4.90,86570,61,19,115
BLDU2Y013,13,6,66,13,0.0,-4.90,86570,61,19,116
BLDU2Y014,13,6,66,14,0.0,-4.90,86570,61,19,117
BLDU2Y015,13,6,66,15,0.0,-4.90,86570,61,19,118
BLDU2Y016,13,6,66,16,0.0,-4.90,86570,61,19,119
BLDU2Y017,13,6,66,17,0.0,-4.90,86570,61,19,120
BLDU2Y018,13,6,66,18,0.0,-4.90,86570,61,19,121
BLDU2Y019,13,6,66,19,0.0,-4.90,86570,61,19,122
BLDU2Y020,13,6,66,20,0.0,-4.90,86570,61,19,123
BLDD1X001,13,3,63,40,90.,7.90,86590,61,20,0
BLDD1X002,13,3,63,39,90.,7.90,86590,61,20,1
BLDD1X003,13,3,63,38,90.,7.90,86590,61,20,2
BLDD1X004,13,3,63,37,90.,7.90,86590,61,20,3
BLDD1X005,13,3,63,36,90.,7.90,86590,61,20,4
BLDD1X006,13,3,63,35,90.,7.90,86590,61,20,5
BLDD1X007,13,3,63,34,90.,7.90,86590,61,20,6
BLDD1X008,13,3,63,33,90.,7.90,86590,61,20,7
BLDD1X009,13,3,63,32,90.,7.90,86590,61,20,8
BLDD1X010,13,3,63,31,90.,7.90,86590,61,20,9
BLDD1X011,13,3,63,30,90.,7.90,86590,61,20,10
BLDD1X012,13,3,63,29,90.,7.90,86590,61,20,11
BLDD1X013,13,3,63,28,90.,7.90,86590,61,20,12
BLDD1X014,13,3,63,27,90.,7.90,86590,61,20,13
BLDD1X015,13,3,63,26,90.,7.90,86590,61,20,14
BLDD1X016,13,3,63,25,90.,7.90,86590,61,20,15
BLDD1X017,13,3,63,24,90.,7.90,86590,61,20,16
BLDD1X018,13,3,63,23,90.,7.90,86590,61,20,17
BLDD1X019,13,3,63,22,90.,7.90,86590,61,20,18
BLDD1X020,13,3,63,21,90.,7.90,86590,61,20,19
BLDD1X021,13,3,63,20,90.,7.90,86590,61,20,20
BLDD1X022,13,3,63,19,90.,7.90,86590,61,20,21
BLDD1X023,13,3,63,18,90.,7.90,86590,61,20,22
BLDD1X024,13,3,63,17,90.,7.90,86590,61,20,23
BLDD1X025,13,3,63,16,90.,7.90,86590,61,20,24
BLDD1X026,13,3,63,15,90.,7.90,86590,61,20,25
BLDD1X027,13,3,63,14,90.,7.90,86590,61,20,26
BLDD1X028,13,3,63,13,90.,7.90,86590,61,20,27
BLDD1X029,13,3,63,12,90.,7.90,86590,61,20,28
BLDD1X030,13,3,63,11,90.,7.90,86590,61,20,29
BLDD1X031,13,3,63,10,90.,7.90,86590,61,20,30
BLDD1X032,13,3,63,9,90.,7.90,86590,61,20,31
BLDD1X033,13,3,63,8,90.,7.90,86590,61,20,32
BLDD1X034,13,3,63,7,90.,7.90,86590,61,20,33
BLDD1X035,13,3,63,6,90.,7.90,86590,61,20,34
BLDD1X036,13,3,63,5,90.,7.90,86590,61,20,35
BLDD1X037,13,3,63,4,90.,7.90,86590,61,20,36
BLDD1X038,13,3,63,3,90.,7.90,86590,61,20,37
BLDD1X039,13,3,63,2,90.,7.90,86590,61,20,38
BLDD1X040,13,3,63,1,90.,7.90,86590,61,20,39
BLDD1Y001,13,7,67,1,0.0,5.90,86590,61,20,40
BLDD1Y002,13,7,67,2,0.0,5.90,86590,61,20,41
BLDD1Y003,13,7,67,3,0.0,5.90,86590,61,20,42
BLDD1Y004,13,7,67,4,0.0,5.90,86590,61,20,43
BLDD1Y005,13,7,67,5,0.0,5.90,86590,61,20,44
BLDD1Y006,13,7,67,6,0.0,5.90,86590,61,20,45
BLDD1Y006,13,7,67,7,0.0,5.90,86590,61,20,46
BLDD1Y048,13,7,67,8,0.0,5.90,86590,61,20,47
BLDD1Y049,13,7,67,9,0.0,5.90,86590,61,20,48
BLDD1Y050,13,7,67,10,0.0,5.90,86590,61,20,49
BLDD1Y051,13,7,67,11,0.0,5.90,86590,61,20,50
BLDD1Y052,13,7,67,12,0.0,5.90,86590,61,20,51
BLDD1Y053,13,7,67,13,0.0,5.90,86590,61,20,52
BLDD1Y054,13,7,67,14,0.0,5.90,86590,61,20,53
BLDD1Y055,13,7,67,15,0.0,5.90,86590,61,20,54
BLDD1Y056,13,7,67,16,0.0,5.90,86590,61,20,55
BLDD1Y057,13,7,67,17,0.0,5.90,86590,61,20,56
BLDD1Y058,13,7,67,18,0.0,5.90,86590,61,20,57
BLDD1Y059,13,7,67,19,0.0,5.90,86590,61,20,58
BLDD1Y060,13,7,67,20,0.0,5.90,86590,61,20,59
BLDD2X001,13,4,64,40,90.,6.90,86570,61,20,64
BLDD2X002,13,4,64,39,90.,6.90,86570,61,20,65
BLDD2X003,13,4,64,38,90.,6.90,86570,61,20,66
BLDD2X004,13,4,64,37,90.,6.90,86570,61,20,67
BLDD2X001,13,4,64,36,90.,6.90,86570,61,20,68
BLDD2X006,13,4,64,35,90.,6.90,86570,61,20,69
BLDD2X007,13,4,64,34,90.,6.90,86570,61,20,70
BLDD2X008,13,4,64,33,90.,6.90,86570,61,20,71
BLDD2X009,13,4,64,32,90.,6.90,86570,61,20,72
BLDD2X010,13,4,64,31,90.,6.90,86570,61,20,73
BLDD2X011,13,4,64,30,90.,6.90,86570,61,20,74
BLDD2X012,13,4,64,29,90.,6.90,86570,61,20,75
BLDD2X013,13,4,64,28,90.,6.90,86570,61,20,76
BLDD2X014,13,4,64,27,90.,6.90,86570,61,20,77
BLDD2X015,13,4,64,26,90.,6.90,86570,61,20,78
BLDD2X016,13,4,64,25,90.,6.90,86570,61,20,79
BLDD2X017,13,4,64,24,90.,6.90,86570,61,20,80
BLDD2X018,13,4,64,23,90.,6.90,86570,61,20,81
BLDD2X019,13,4,64,22,90.,6.90,86570,61,20,82
BLDD2X020,13,4,64,21,90.,6.90,86570,61,20,83
BLDD2X021,13,4,64,20,90.,6.90,86570,61,20,84
BLDD2X022,13,4,64,19,90.,6.90,86570,61,20,85
BLDD2X023,13,4,64,18,90.,6.90,86570,61,20,86
BLDD2X024,13,4,64,17,90.,6.90,86570,61,20,87
BLDD2X025,13,4,64,16,90.,6.90,86570,61,20,88
BLDD2X026,13,4,64,15,90.,6.90,86570,61,20,89
BLDD2X027,13,4,64,14,90.,6.90,86570,61,20,90
BLDD2X028,13,4,64,13,90.,6.90,86570,61,20,91
BLDD2X029,13,4,64,12,90.,6.90,86570,61,20,92
BLDD2X030,13,4,64,11,90.,6.90,86570,61,20,93
BLDD2X031,13,4,64,10,90.,6.90,86570,61,20,94
BLDD2X032,13,4,64,9,90.,6.90,86570,61,20,95
BLDD2X033,13,4,64,8,90.,6.90,86570,61,20,96
BLDD2X034,13,4,64,7,90.,6.90,86570,61,20,97
BLDD2X035,13,4,64,6,90.,6.90,86570,61,20,98
BLDD2X036,13,4,64,5,90.,6.90,86570,61,20,99
BLDD2X037,13,4,64,4,90.,6.90,86570,61,20,100
BLDD2X038,13,4,64,3,90.,6.90,86570,61,20,101
BLDD2X039,13,4,64,2,90.,6.90,86570,61,20,102
BLDD2X040,13,4,64,1,90.,6.90,86570,61,20,103
BLDD2Y001,13,8,68,1,0.0,4.90,86570,61,20,104
BLDD2Y002,13,8,68,2,0.0,4.90,86570,61,20,105
BLDD2Y003,13,8,68,3,0.0,4.90,86570,61,20,106
BLDD2Y004,13,8,68,4,0.0,4.90,86570,61,20,107
BLDD2Y005,13,8,68,5,0.0,4.90,86570,61,20,108
BLDD2Y006,13,8,68,6,0.0,4.90,86570,61,20,109
BLDD2Y007,13,8,68,7,0.0,4.90,86570,61,20,110
BLDD2Y008,13,8,68,8,0.0,4.90,86570,61,20,111
BLDD2Y009,13,8,68,9,0.0,4.90,86570,61,20,112
BLDD2Y010,13,8,68,10,0.0,4.90,86570,61,20,113
BLDD2Y011,13,8,68,11,0.0,4.90,86570,61,20,114
BLDD2Y012,13,8,68,12,0.0,4.90,86570,61,20,115
BLDD2Y013,13,8,68,13,0.0,4.90,86570,61,20,116
BLDD2Y014,13,8,68,14,0.0,4.90,86570,61,20,117
BLDD2Y015,13,8,68,15,0.0,4.90,86570,61,20,118
BLDD2Y016,13,8,68,16,0.0,4.90,86570,61,20,119
BLDD2Y017,13,8,68,17,0.0,4.90,86570,61,20,120
BLDD2Y018,13,8,68,18,0.0,4.90,86570,61,20,121
BLDD2Y019,13,8,68,19,0.0,4.90,86570,61,20,122
BLDD2Y020,13,8,68,20,0.0,4.90,86570,61,20,123
