ID,NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff,tu_det,tu_geo,tu_ch,td_det,td_geo,td_ch,qu_geo,qu_ch,qd_geo,qd_ch,is_tref,is_hpc,id_hpc,Ignore
107,417,13,4,2,56.6,0,14871.2,0.097661,0,0,0.0415992,96.9188,0.0976595,0,0,0.0415992,120.651,7.31585,8.7633,0,44,13,97,42,12,97,29,1,29,17,0,0,0,0
108,418,13,4,2,179,0,14871.2,0.0976612,0,0,0.0378763,101.896,0.0976595,0,0,0.0378763,118.557,7.26788,8.93384,0,44,13,98,42,12,98,29,2,29,18,0,0,0,0
109,419,13,4,2,301.4,0,14871.2,0.0976615,0,0,0.0414083,108.421,0.097659,0,0,0.0414083,118.057,7.3982,15.8163,0,44,13,99,42,12,99,29,3,29,19,0,0,0,0
110,420,13,4,2,423.8,0,14871.2,0.0976614,0,0,0.0399555,132.577,0.0976601,0,0,0.0399555,112.085,7.42979,12.061,0,44,13,100,42,12,100,29,4,29,20,0,0,0,0
111,421,13,4,2,546.2,0,14871.2,0.0976606,0,0,0.0384723,120.178,0.0976602,0,0,0.0384723,126.515,7.31329,17.866,0,44,13,101,42,12,101,29,5,29,21,0,0,0,0
112,422,13,4,2,668.6,0,14871.2,0.0976614,0,0,0.0358913,133.409,0.0976596,0,0,0.0358913,122.353,7.5264,16.0232,0,44,13,102,42,12,102,29,6,29,22,0,0,0,0
113,423,13,4,2,791,0,14871.2,0.0976611,0,0,0.0384532,120.125,0.0976599,0,0,0.0384532,129.468,7.39718,6.65606,0,44,13,103,42,12,103,29,7,29,23,0,0,0,0
114,424,13,4,2,913.4,0,14871.2,0.0976613,0,0,0.0417319,83.0933,0.0976601,0,0,0.0417319,131.665,7.3524,15.474,0,44,13,104,42,12,104,29,8,29,24,0,0,0,0
115,425,13,4,2,1035.8,0,14871.2,0.0976609,0,0,0.0410928,87.044,0.0976598,0,0,0.0410928,128.656,7.41569,9.73723,0,44,13,105,42,12,105,29,9,29,25,0,0,0,0
116,426,13,4,2,1158.2,0,14871.2,0.0976606,0,0,0.0389653,92.871,0.0976596,0,0,0.0389653,118.335,7.48111,16.3302,0,44,13,106,42,12,106,29,10,29,26,0,0,0,0
117,427,13,4,2,1280.6,0,14871.2,0.0976619,0,0,0.0405202,94.2769,0.0976604,0,0,0.0405202,125.268,7.42119,22.9653,0,44,13,107,42,12,107,29,11,29,27,0,0,0,0
118,428,13,4,2,1403,0,14871.2,0.0976608,0,0,0.0393288,84.0665,0.0976598,0,0,0.0393288,115.636,7.47025,12.3807,0,44,13,108,42,12,108,29,12,29,28,0,0,0,0
119,429,13,4,2,1525.4,0,14871.2,0.0976612,0,0,0.0401836,104.711,0.0976596,0,0,0.0401836,116.198,7.4733,7.9074,0,44,13,109,42,12,109,29,13,29,29,0,0,0,0
120,430,13,4,2,1647.8,0,14871.2,0.0976609,0,0,0.0392241,133.188,0.0976588,0,0,0.0392241,103.608,7.39148,16.0868,0,44,13,110,42,12,110,29,14,29,30,0,0,0,0
121,V101,13,3,0,-1832,0,11493.72,0.0976592,0,0,1,101.174,0.0976597,0,0,1,75.366,1,0,0,42,12,32,42,12,48,25,0,25,16,0,0,0,0
122,V102,13,3,0,-1522,0,11508.72,0.0976593,0,0,1,116.48,0.0976596,0,0,1,88.2661,1,0,0,42,12,33,42,12,49,25,1,25,17,0,0,0,0
123,V103,13,3,0,-1212,0,11493.72,0.0976593,0,0,1,109.191,0.0976592,0,0,1,78.1173,1,0,0,42,12,34,42,12,50,25,2,25,18,0,0,0,0
124,V104,13,3,0,-902,0,11508.72,0.09766,0,0,1,97.5066,0.097659,0,0,1,82.8976,1,0,0,42,12,35,42,12,51,25,3,25,19,0,0,0,0
