NAME,FPL,ch2mev_0,ch2mev_1,zcoef_0,zcoef_1,zcoef_2,ionpair,geo0,ch0,geo1,ch1,geo2,ch2,geo3,ch3,geo4,ch4,geo5,ch5,geo6,ch6,geo7,ch7,geo8,ch8,geo9,ch9
ICB,13,0,1,0,0,0,4866,3,0,3,1,3,2,3,3,3,4,3,5,3,6,3,7,3,8,3,9
