NAME,FPL,layer,id_plane,anodedir,wireid,wirepos,wirez,tzero_offset,det,geo,ch
S1DC2_0_0,13,0,115,X,0,258.0,15.0,0,61,4,0
S1DC2_0_1,13,0,115,X,1,246.0,15.0,0,61,4,1
S1DC2_0_2,13,0,115,X,2,234.0,15.0,0,61,4,2
S1DC2_0_3,13,0,115,X,3,222.0,15.0,0,61,4,3
S1DC2_0_4,13,0,115,X,4,210.0,15.0,0,61,4,4
S1DC2_0_5,13,0,115,X,5,198.0,15.0,0,61,4,5
S1DC2_0_6,13,0,115,X,6,186.0,15.0,0,61,4,6
S1DC2_0_7,13,0,115,X,7,174.0,15.0,0,61,4,7
S1DC2_0_8,13,0,115,X,8,162.0,15.0,0,61,4,8
S1DC2_0_9,13,0,115,X,9,150.0,15.0,0,61,4,9
S1DC2_0_10,13,0,115,X,10,138.0,15.0,0,61,4,10
S1DC2_0_11,13,0,115,X,11,126.0,15.0,0,61,4,11
S1DC2_0_12,13,0,115,X,12,114.0,15.0,0,61,4,12
S1DC2_0_13,13,0,115,X,13,102.0,15.0,0,61,4,13
S1DC2_0_14,13,0,115,X,14,90.0,15.0,0,61,4,14
S1DC2_0_15,13,0,115,X,15,78.0,15.0,0,61,4,15
S1DC2_0_16,13,0,115,X,16,66.0,15.0,0,61,4,16
S1DC2_0_17,13,0,115,X,17,54.0,15.0,0,61,4,17
S1DC2_0_18,13,0,115,X,18,42.0,15.0,0,61,4,18
S1DC2_0_19,13,0,115,X,19,30.0,15.0,0,61,4,19
S1DC2_0_20,13,0,115,X,20,18.0,15.0,0,61,4,20
S1DC2_0_21,13,0,115,X,21,6.0,15.0,0,61,4,21
S1DC2_0_22,13,0,115,X,22,-6.0,15.0,0,61,4,22
S1DC2_0_23,13,0,115,X,23,-18.0,15.0,0,61,4,23
S1DC2_0_24,13,0,115,X,24,-30.0,15.0,0,61,4,24
S1DC2_0_25,13,0,115,X,25,-42.0,15.0,0,61,4,25
S1DC2_0_26,13,0,115,X,26,-54.0,15.0,0,61,4,26
S1DC2_0_27,13,0,115,X,27,-66.0,15.0,0,61,4,27
S1DC2_0_28,13,0,115,X,28,-78.0,15.0,0,61,4,28
S1DC2_0_29,13,0,115,X,29,-90.0,15.0,0,61,4,29
S1DC2_0_30,13,0,115,X,30,-102.0,15.0,0,61,4,30
S1DC2_0_31,13,0,115,X,31,-114.0,15.0,0,61,4,31
S1DC2_0_32,13,0,115,X,32,-126.0,15.0,0,61,4,32
