NAME,FPL,direction,layer,bar,qcal0,qped0,tdc0ns0,tdc25ns0,tdc0ns0_t17,tdc25ns0_t17,qcal1,qped1,tdc0ns1,tdc25ns1,tdc0ns1_t17,tdc25ns1_t17,tdiff_offset,sync_offset,vscint,ediff_offset,esync_offset,att,crate0,module0,channel0,sam0,gtb0,crate1,module1,channel1,sam1,gtb1,zpos
NeuLANDPla6H-8,13,H,6,8,1,1,1224,3280,1159,3289,1,37,1297,3272,1257,3269,21.9882,-7.57364,8.0913,0.95758,0.0588199,236.997,3,4,3,5,0,6,8,9,7,0,11465
NeuLANDPla6H-9,13,H,6,9,1,22,1151,3270,1159,3289,1,46,1261,3264,1257,3269,20.971,-8.11468,8.11175,0.98379,0.0622832,350.432,3,4,2,5,0,6,8,8,7,0,11465
NeuLANDPla6H-10,13,H,6,10,1,76,1229,3281,1159,3289,1,29.1371,1270,3272,1268,3271,24.698,-8.9015,8.01214,1.0161,0.0578473,250.47,3,4,1,5,0,6,7,7,7,0,11465
NeuLANDPla6H-11,13,H,6,11,1,8,1209,3271,1159,3289,1,36,1261,3268,1268,3271,24.2151,-9.07889,8.09853,0.998338,0.0551903,274.922,3,4,0,5,0,6,7,6,7,0,11465
NeuLANDPla6H-12,13,H,6,12,1,3,1163,3289,1159,3289,1,32,1269,3263,1268,3271,26.2913,-9.37997,8.12707,1.01723,0.0596007,347.127,3,4,15,5,0,6,7,5,7,0,11465
NeuLANDPla6H-13,13,H,6,13,1,12,1188,3272,1159,3289,1,62.000645,1294,3268,1268,3271,25.2822,-8.92763,8.07577,1.00945,0.0613913,348.006,3,4,14,5,0,6,7,4,7,0,11465
NeuLANDPla6H-14,13,H,6,14,1,59,1162,3287,1159,3289,1,57.000263,1273,3264,1268,3271,24.1012,-9.3516,8.0969,1.07165,0.0574127,288.265,3,4,13,5,0,6,7,3,7,0,11465
NeuLANDPla6H-15,13,H,6,15,1,3,1193,3277,1159,3289,1,61.018284,1280,3269,1268,3271,25.0357,-8.93363,8.14738,1.0125,0.0620625,352.056,3,4,12,5,0,6,7,2,7,0,11465
NeuLANDPla6H-16,13,H,6,16,1,60,1208,3284,1159,3289,1,46.039486,1274,3267,1268,3271,25.0959,-9.41312,8.13361,1.05523,0.0630189,346.637,3,4,11,5,0,6,7,1,7,0,11465
NeuLANDPla6H-17,13,H,6,17,1,60,1195,3279,1159,3289,1,38.049561,1251,3267,1268,3271,24.9702,-9.12721,8.05203,0.991025,0.0586983,309.677,3,4,10,5,0,6,7,0,7,0,11465
NeuLANDPla6H-18,13,H,6,18,1,90,1202,3278,1159,3289,1,86.957954,1236,3272,1268,3271,24.7908,-8.99645,8.09101,1.00948,0.0610832,382.867,3,4,9,5,0,6,7,15,7,0,11465
NeuLANDPla6H-19,13,H,6,19,1,1,1257,3275,1159,3289,1,75.929169,1144,3269,1268,3271,25.2768,-9.31677,8.09952,1.00524,0.0599394,344.83,3,4,8,5,0,6,7,14,7,0,11465
NeuLANDPla6H-20,13,H,6,20,1,14,1161,3271,1220,3290,1,77.607452,1285,3262,1268,3271,25.0731,-8.92816,8.03645,0.984161,0.0618774,409.822,3,5,7,5,0,6,7,13,7,0,11465
NeuLANDPla6H-21,13,H,6,21,1,30,1204,3279,1220,3290,1,43.75251,1259,3274,1268,3271,25.781,-9.35015,8.05068,1.01024,0.0589388,345.914,3,5,6,5,0,6,7,12,7,0,11465
NeuLANDPla6H-22,13,H,6,22,1,11,1253,3282,1220,3290,1,31.529757,1272,3263,1268,3271,25.2986,-9.07745,8.08548,1.0226,0.0600292,300.264,3,5,5,5,0,6,7,11,7,0,11465
NeuLANDPla6H-23,13,H,6,23,1,13,1199,3280,1220,3290,1,48.002068,1164,3266,1268,3271,25.477,-9.50495,8.08907,1.01983,0.0603879,410.251,3,5,4,5,0,6,7,10,7,0,11465
NeuLANDPla6H-24,13,H,6,24,1,15,1181,3275,1220,3290,1,61.023415,1247,3264,1268,3271,24.1253,-9.24091,8.11237,1.00665,0.0598594,345.453,3,5,3,5,0,6,7,9,7,0,11465
NeuLANDPla6H-25,13,H,6,25,1,6,1217,3279,1220,3290,1,40.307545,1192,3267,1268,3271,25.1783,-9.1612,8.10821,1.01909,0.0617244,403.883,3,5,2,5,0,6,7,8,7,0,11465
NeuLANDPla6H-26,13,H,6,26,1,36,1166,3280,1220,3290,1,34,1259,3269,1248,3278,46.8093,-20.231,8.08338,1.01248,0.0625386,350.048,3,5,1,5,0,6,6,7,7,0,11465
NeuLANDPla6H-27,13,H,6,27,1,55,1221,3277,1220,3290,1,38,1283,3273,1248,3278,46.2538,-20.678,8.09811,0.971075,0.0605901,434.687,3,5,0,5,0,6,6,6,7,0,11465
NeuLANDPla6H-28,13,H,6,28,1,36,1212,3288,1220,3290,1,32,1335,3265,1248,3278,47.364,-20.8442,8.11627,0.949066,0.0611331,315.467,3,5,15,5,0,6,6,5,7,0,11465
NeuLANDPla6H-29,13,H,6,29,1,12,1173,3282,1220,3290,1,30,1310,3279,1248,3278,45.5695,-20.6402,8.07858,0.961479,0.0594077,385.591,3,5,14,5,0,6,6,4,7,0,11465
NeuLANDPla6H-30,13,H,6,30,1,9,1193,3281,1220,3290,1,30,1243,3266,1248,3278,47.293,-20.0655,8.08999,0.989723,0.0609041,339.533,3,5,13,5,0,6,6,3,7,0,11465
NeuLANDPla6H-31,13,H,6,31,1,54,1178,3280,1220,3290,1,77,1338,3275,1248,3278,47.0979,-20.5751,8.17701,0.994205,0.0617208,388.671,3,5,12,5,0,6,6,2,7,0,11465
NeuLANDPla6H-32,13,H,6,32,1,2,1164,3282,1220,3290,1,28,1241,3266,1248,3278,47.8464,-20.4648,8.05663,0.994736,0.059247,313.653,3,5,11,5,0,6,6,1,7,0,11465
NeuLANDPla6H-33,13,H,6,33,1,14,1148,3283,1220,3290,1,17,1309,3277,1248,3278,46.0787,-20.9327,8.12484,0.997432,0.0601972,328.196,3,5,10,5,0,6,6,0,7,0,11465
NeuLANDPla6H-34,13,H,6,34,1,61,1167,3275,1220,3290,1,63,1246,3278,1248,3278,47.1542,-20.1671,8.06433,0.991209,0.0619646,413.949,3,5,9,5,0,6,6,15,7,0,11465
NeuLANDPla6H-35,13,H,6,35,1,10,1157,3279,1220,3290,1,69,1259,3273,1248,3278,46.5083,-20.6586,8.02763,0.990522,0.0584502,319.928,3,5,8,5,0,6,6,14,7,0,11465
NeuLANDPla6H-36,13,H,6,36,1,41,1215,3283,1206,3290,1,36,1351,3273,1248,3278,48.7897,-19.839,8.04181,1.0314,0.0621292,359.914,3,6,7,5,0,6,6,13,7,0,11465
NeuLANDPla6H-37,13,H,6,37,1,5,1200,3281,1206,3290,1,50,1250,3278,1248,3278,48.9033,-20.1264,8.00435,1.04386,0.0630513,366.661,3,6,6,5,0,6,6,12,7,0,11465
NeuLANDPla6H-38,13,H,6,38,1,3,1235,3283,1206,3290,1,13,1319,3265,1248,3278,47.5212,-19.7147,7.96476,0.982005,0.0603738,339.774,3,6,5,5,0,6,6,11,7,0,11465
NeuLANDPla6H-39,13,H,6,39,1,3,1192,3282,1206,3290,1,21,1316,3275,1248,3278,47.3516,-20.1969,8.09575,0.982011,0.0606261,344.318,3,6,4,5,0,6,6,10,7,0,11465
NeuLANDPla6H-40,13,H,6,40,1,3,1269,3282,1206,3290,1,41,1273,3268,1248,3278,47.2881,-19.9258,8.11146,0.983791,0.0624156,373.208,3,6,3,5,0,6,6,9,7,0,11465
NeuLANDPla6H-41,13,H,6,41,1,2,1186,3281,1206,3290,1,53,1233,3274,1248,3278,46.7536,-20.2716,8.10066,1.01178,0.0631794,329.63,3,6,2,5,0,6,6,8,7,0,11465
NeuLANDPla6H-42,13,H,6,42,1,7,1237,3285,1206,3290,1,2,1256,3272,1155,3265,47.8867,-20.1606,8.02252,1.02396,0.0578245,256.172,3,6,1,5,0,6,5,7,7,0,11465
NeuLANDPla6H-43,13,H,6,43,1,0,1278,3284,1206,3290,1,64,1250,3272,1155,3265,47.6422,-20.5603,8.08994,0.982468,0.0599324,298.781,3,6,0,5,0,6,5,6,7,0,11465
NeuLANDPla6H-44,13,H,6,44,1,3,1211,3285,1206,3290,1,18,1240,3273,1155,3265,48.0058,-20.7625,8.07074,0.998447,0.0566,255.06,3,6,15,5,0,6,5,5,7,0,11465
NeuLANDPla6H-45,13,H,6,45,1,24,1165,3282,1206,3290,1,8,1265,3278,1155,3265,47.7624,-20.3522,8.11687,0.964938,0.0630008,409.208,3,6,14,5,0,6,5,4,7,0,11465
NeuLANDPla6H-46,13,H,6,46,1,12,1207,3283,1206,3290,1,12,1253,3280,1155,3265,47.9568,-20.455,8.12403,1.02214,0.0543629,219.832,3,6,13,5,0,6,5,3,7,0,11465
NeuLANDPla6H-47,13,H,6,47,1,56,1192,3281,1206,3290,1,10,1290,3275,1155,3265,47.9725,-20.8377,8.16479,0.991931,0.0518251,219.619,3,6,12,5,0,6,5,2,7,0,11465
NeuLANDPla6H-48,13,H,6,48,1,2,1236,3284,1206,3290,1,39,1271,3280,1155,3265,48.3905,-20.263,8.20188,1.0352,0.0498188,210.478,3,6,11,5,0,6,5,1,7,0,11465
NeuLANDPla6H-49,13,H,6,49,1,9,1075,3276,1206,3290,1,15,1275,3284,1155,3265,49.1544,-20.974,8.28486,1.04001,0.0478427,182.215,3,6,10,5,0,6,5,0,7,0,11465
NeuLANDPla7V-0,13,V,7,0,1,5,1114,3276,1140,3279,1,3,1252,3277,1206,3290,0.335831,2.98594,8.48136,1.05981,0.0615572,337.369,3,2,7,5,0,3,6,9,5,0,11515
NeuLANDPla7V-1,13,V,7,1,1,7,1245,3282,1140,3279,1,27,1187,3277,1206,3290,1.49792,3.12185,8.45765,0.958087,0.0649171,200.617,3,2,6,5,0,3,6,8,5,0,11515
NeuLANDPla7V-2,13,V,7,2,1,12,1182,3281,1140,3279,1,50,1223,3263,1148,3287,-0.394103,3.44392,8.3468,0.994842,0.0614718,193.782,3,2,5,5,0,3,7,7,5,0,11515
NeuLANDPla7V-3,13,V,7,3,1,43,1292,3274,1140,3279,1,63,1229,3280,1148,3287,1.11311,3.43494,8.41171,1.05148,0.0576405,204.452,3,2,4,5,0,3,7,6,5,0,11515
NeuLANDPla7V-4,13,V,7,4,1,0,1155,3275,1140,3279,1,15,1245,3274,1148,3287,-0.461553,3.01296,8.47169,1.00978,0.0611113,200.771,3,2,3,5,0,3,7,5,5,0,11515
NeuLANDPla7V-5,13,V,7,5,1,33,1266,3269,1140,3279,1,57,1282,3280,1148,3287,0.931651,2.96701,8.46651,1.01107,0.0602041,215.528,3,2,2,5,0,3,7,4,5,0,11515
NeuLANDPla7V-6,13,V,7,6,1,11,1268,3275,1140,3279,1,29,1213,3279,1148,3287,1.34651,3.39142,8.45043,1.07589,0.0586436,223.284,3,2,1,5,0,3,7,3,5,0,11515
NeuLANDPla7V-7,13,V,7,7,1,4,1254,3266,1140,3279,1,2,1241,3278,1148,3287,1.00381,2.40272,8.53139,1.0357,0.0625747,290.991,3,2,0,5,0,3,7,2,5,0,11515
NeuLANDPla7V-8,13,V,7,8,1,2,1123,3279,1140,3279,1,29,1268,3281,1148,3287,0.535797,3.23887,8.53334,1.04548,0.0550038,234.564,3,2,15,5,0,3,7,1,5,0,11515
NeuLANDPla7V-9,13,V,7,9,1,6,1239,3271,1140,3279,1,55,1269,3278,1148,3287,0.61365,3.45505,8.58205,1.00711,0.0631055,290.721,3,2,14,5,0,3,7,0,5,0,11515
NeuLANDPla7V-10,13,V,7,10,1,5,1116,3277,1140,3279,1,48,1190,3272,1148,3287,-0.715132,2.76337,8.46458,0.982594,0.0640851,301.112,3,2,13,5,0,3,7,15,5,0,11515
NeuLANDPla7V-11,13,V,7,11,1,8,1255,3268,1140,3279,1,26,1231,3281,1148,3287,-0.112514,3.13084,8.47556,0.997818,0.0633877,287.825,3,2,12,5,0,3,7,14,5,0,11515
NeuLANDPla7V-12,13,V,7,12,1,5,1132,3278,1140,3279,1,60,1137,3282,1148,3287,0.821001,2.78191,8.58547,0.951663,0.0602453,241.453,3,2,11,5,0,3,7,13,5,0,11515
NeuLANDPla7V-13,13,V,7,13,1,20,1247,3265,1140,3279,1,43,1247,3278,1148,3287,0.218347,3.37868,8.57329,0.990739,0.0621577,282.934,3,2,10,5,0,3,7,12,5,0,11515
NeuLANDPla7V-14,13,V,7,14,1,2,1268,3273,1140,3279,1,3,1188,3266,1148,3287,1.22174,3.46628,8.50343,1.034,0.0640842,315.921,3,2,9,5,0,3,7,11,5,0,11515
NeuLANDPla7V-15,13,V,7,15,1,8,1265,3271,1140,3279,1,3,1238,3282,1148,3287,0.23267,3.47804,8.58929,1.01076,0.0651248,427.431,3,2,8,5,0,3,7,10,5,0,11515
NeuLANDPla7V-16,13,V,7,16,1,34,1218,3286,1195,3287,1,13,1212,3279,1148,3287,0.830877,3.13829,8.59703,0.974522,0.064022,437.695,3,3,7,5,0,3,7,9,5,0,11515
NeuLANDPla7V-17,13,V,7,17,1,23,1196,3279,1195,3287,1,10,1260,3280,1148,3287,1.66731,3.19201,8.56698,1.02189,0.0639805,343.386,3,3,6,5,0,3,7,8,5,0,11515
NeuLANDPla7V-18,13,V,7,18,1,49,1249,3285,1195,3287,1,31,1169,3277,1098,3288,-0.237583,3.98049,8.55548,1.1146,0.0653585,439.243,3,3,5,5,0,3,8,7,5,0,11515
NeuLANDPla7V-19,13,V,7,19,1,16,1197,3279,1195,3287,1,9,1256,3286,1098,3288,0.590299,3.26367,8.59053,1.01884,0.0656699,405.68,3,3,4,5,0,3,8,6,5,0,11515
NeuLANDPla7V-20,13,V,7,20,1,38,1271,3281,1195,3287,1,11,1172,3276,1098,3288,-0.122235,4.03938,8.54937,1.02323,0.0653011,454.334,3,3,3,5,0,3,8,5,5,0,11515
NeuLANDPla7V-21,13,V,7,21,1,14,1198,3279,1195,3287,1,32,1213,3278,1098,3288,-0.645154,3.616,8.57121,1.0971,0.0667168,439.248,3,3,2,5,0,3,8,4,5,0,11515
NeuLANDPla7V-22,13,V,7,22,1,4,1229,3280,1195,3287,1,22,1153,3278,1098,3288,-0.776676,3.45025,8.61685,1.0457,0.065551,460.325,3,3,1,5,0,3,8,3,5,0,11515
NeuLANDPla7V-23,13,V,7,23,1,13,1197,3281,1195,3287,1,14,1204,3284,1098,3288,-1.5821,4.31004,8.56815,1.02776,0.0668037,504.211,3,3,0,5,0,3,8,2,5,0,11515
NeuLANDPla7V-24,13,V,7,24,1,31,1244,3278,1195,3287,1,8,1145,3282,1098,3288,-0.978491,3.44277,8.52113,1.01783,0.0644314,467.973,3,3,15,5,0,3,8,1,5,0,11515
NeuLANDPla7V-25,13,V,7,25,1,4,1169,3283,1195,3287,1,4,1167,3283,1098,3288,-0.302593,3.52031,8.61533,1.01329,0.0655311,477.905,3,3,14,5,0,3,8,0,5,0,11515
NeuLANDPla7V-26,13,V,7,26,1,7,1230,3286,1195,3287,1,24,1132,3284,1098,3288,-0.456463,2.29392,8.58352,1.0393,0.0655583,365.539,3,3,13,5,0,3,8,15,5,0,11515
NeuLANDPla7V-27,13,V,7,27,1,2,1178,3285,1195,3287,1,31,1140,3277,1098,3288,-1.2261,3.34644,8.67084,1.032,0.0647212,336.497,3,3,12,5,0,3,8,14,5,0,11515
NeuLANDPla7V-28,13,V,7,28,1,56,1297,3268,1272,3271,1,40,1125,3275,1098,3288,-22.3529,-6.9835,8.57952,1.04818,0.0615335,435.804,6,9,7,7,0,3,8,13,5,0,11515
NeuLANDPla7V-29,13,V,7,29,1,40,1313,3279,1272,3271,1,10,1128,3275,1098,3288,-22.626,-7.78048,8.60151,0.99712,0.0634709,455.316,6,9,6,7,0,3,8,12,5,0,11515
NeuLANDPla7V-30,13,V,7,30,1,57.575451,1329,3272,1272,3271,1,19,1158,3274,1155,3265,25.1868,-31.9555,8.57105,1.02148,0.0609968,388.111,6,9,5,7,0,6,5,15,7,0,11515
NeuLANDPla7V-31,13,V,7,31,1,91,1321,3273,1272,3271,1,18,1274,3286,1155,3265,23.8198,-32.0884,8.49974,0.975261,0.0649537,355.542,6,9,4,7,0,6,5,14,7,0,11515
NeuLANDPla7V-32,13,V,7,32,1,58,1304,3275,1272,3271,1,38,1239,3287,1155,3265,24.696,-31.2396,8.56784,0.970455,0.0652574,436.351,6,9,3,7,0,6,5,13,7,0,11515
NeuLANDPla7V-33,13,V,7,33,1,59,1329,3274,1272,3271,1,7,1253,3279,1155,3265,24.0754,-32.1052,8.5613,0.976772,0.0638595,445.915,6,9,2,7,0,6,5,12,7,0,11515
NeuLANDPla7V-34,13,V,7,34,1,36,1288,3271,1272,3271,1,3,1177,3267,1155,3265,25.8887,-31.7288,8.49518,0.982426,0.0632993,435.931,6,9,1,7,0,6,5,11,7,0,11515
NeuLANDPla7V-35,13,V,7,35,1,35,1373,3272,1272,3271,1,56,1239,3276,1155,3265,25.4237,-31.1596,8.36574,0.974465,0.0637499,316.298,6,9,0,7,0,6,5,10,7,0,11515
NeuLANDPla7V-36,13,V,7,36,1,34,1268,3278,1272,3271,1,9,1232,3270,1155,3265,26.1646,-31.5158,8.42172,0.980556,0.0620541,309.033,6,9,15,7,0,6,5,9,7,0,11515
NeuLANDPla7V-37,13,V,7,37,1,38,1343,3277,1272,3271,1,12,1310,3283,1155,3265,25.001,-31.2967,8.44004,0.956911,0.0602975,259.612,6,9,14,7,0,6,5,8,7,0,11515
NeuLANDPla7V-38,13,V,7,38,1,44,1266,3276,1272,3271,1,40,1151,3265,1135,3267,26.7718,-31.7502,8.44139,1.01264,0.0613067,319.619,6,9,13,7,0,6,4,7,7,0,11515
NeuLANDPla7V-39,13,V,7,39,1,38,1334,3278,1272,3271,1,24,1156,3276,1135,3267,25.2995,-31.2504,8.39382,0.991614,0.0643759,344.203,6,9,12,7,0,6,4,6,7,0,11515
NeuLANDPla7V-40,13,V,7,40,1,40,1301,3279,1272,3271,1,27,1271,3271,1135,3267,26.6332,-31.6224,8.39727,1.05,0.0616492,338.734,6,9,11,7,0,6,4,5,7,0,11515
NeuLANDPla7V-41,13,V,7,41,1,60,1337,3275,1272,3271,1,19,1169,3271,1135,3267,25.6342,-32.4878,8.49296,0.995193,0.0626082,267.615,6,9,10,7,0,6,4,4,7,0,11515
NeuLANDPla7V-42,13,V,7,42,1,36,1340,3272,1272,3271,1,29,1290,3268,1135,3267,26.372,-31.2107,8.34388,0.975182,0.0623925,245.85,6,9,9,7,0,6,4,3,7,0,11515
NeuLANDPla7V-43,13,V,7,43,1,83,1353,3272,1272,3271,1,53,1165,3270,1135,3267,26.7597,-32.2671,8.45125,1.00295,0.0614215,244.754,6,9,8,7,0,6,4,2,7,0,11515
NeuLANDPla7V-44,13,V,7,44,1,39,1262,3270,1257,3269,1,24,1317,3271,1135,3267,27.8197,-32.0814,8.38935,1.07403,0.060474,304.768,6,8,7,7,0,6,4,1,7,0,11515
NeuLANDPla7V-45,13,V,7,45,1,40,1242,3266,1257,3269,1,26,1160,3274,1135,3267,26.4547,-32.073,8.4709,1.06535,0.0604451,188.189,6,8,6,7,0,6,4,0,7,0,11515
NeuLANDPla7V-46,13,V,7,46,1,43,1265,3269,1257,3269,1,20,1258,3271,1135,3267,25.2388,-32.3546,8.3553,1.00369,0.0592092,210.428,6,8,5,7,0,6,4,15,7,0,11515
NeuLANDPla7V-47,13,V,7,47,1,42,1252,3267,1257,3269,1,28,1119,3276,1135,3267,25.7429,-31.367,8.314,0.959004,0.060691,210.022,6,8,4,7,0,6,4,14,7,0,11515
NeuLANDPla7V-48,13,V,7,48,1,35,1311,3273,1257,3269,1,25,1258,3270,1135,3267,25.9184,-32.5764,8.34704,0.951986,0.0644445,193.044,6,8,3,7,0,6,4,13,7,0,11515
NeuLANDPla7V-49,13,V,7,49,1,67,1366,3272,1257,3269,1,46,1108,3276,1135,3267,26.2803,-32.1126,8.48929,0.994186,0.0664019,338.648,6,8,2,7,0,6,4,12,7,0,11515
MasterStart,13,V,1,1,1,74,1160,3277,1168,3285,1,47,1108,3276,1135,3267,0,0,0,0,0,0,2,7,11,6,1,6,7,11,7,0,0
