DETID,FEM,ASIC,CHANNEL,X,Y,PED,QCAL,TOFFSET,TPERIOD,GAIN
0,5,0,37,46.25,-3.49178E-006,250,1,7500,20,120
0,5,0,38,45.8543,6.03683,250,1,7500,20,120
0,5,0,39,46.074,4.03095,250,1,7500,20,120
0,5,0,40,45.1537,10.0103,250,1,7500,20,120
0,5,0,41,45.5474,8.03122,250,1,7500,20,120
0,5,0,42,44.1094,13.9076,250,1,7500,20,120
0,5,0,43,44.6741,11.9704,250,1,7500,20,120
0,5,0,44,42.7294,17.6991,250,1,7500,20,120
0,5,0,45,43.4608,15.8184,250,1,7500,20,120
0,5,0,46,41.0243,21.3559,250,1,7500,20,120
0,5,0,47,0,0,250,1,7500,20,120
0,5,0,48,41.9167,19.5461,250,1,7500,20,120
0,5,0,49,39.0069,24.8501,250,1,7500,20,120
0,5,0,50,40.0537,23.125,250,1,7500,20,120
0,5,0,51,36.6926,28.1552,250,1,7500,20,120
0,5,0,52,37.8858,26.5279,250,1,7500,20,120
0,5,0,53,35.4296,29.7289,250,1,7500,20,120
0,5,0,54,34.0991,31.246,250,1,7500,20,120
0,5,0,55,0,0,250,1,7500,20,120
0,5,0,56,0,0,250,1,7500,20,120
0,5,0,57,0,0,250,1,7500,20,120
0,5,0,58,0,0,250,1,7500,20,120
0,5,0,59,0,0,250,1,7500,20,120
0,5,0,60,0,0,250,1,7500,20,120
0,5,0,61,0,0,250,1,7500,20,120
0,5,0,62,0,0,250,1,7500,20,120
0,5,0,63,0,0,250,1,7500,20,120
0,5,0,64,0,0,250,1,7500,20,120
0,5,0,65,0,0,250,1,7500,20,120
0,5,0,66,0,0,250,1,7500,20,120
0,5,0,67,0,0,250,1,7500,20,120
0,5,0,68,0,0,250,1,7500,20,120
0,5,0,69,0,0,250,1,7500,20,120
0,5,1,0,0,0,250,1,7500,20,120
0,5,1,1,0,0,250,1,7500,20,120
0,5,1,2,0,0,250,1,7500,20,120
0,5,1,3,0,0,250,1,7500,20,120
0,5,1,4,0,0,250,1,7500,20,120
0,5,1,5,0,0,250,1,7500,20,120
0,5,1,6,0,0,250,1,7500,20,120
0,5,1,7,0,0,250,1,7500,20,120
0,5,1,8,0,0,250,1,7500,20,120
0,5,1,9,0,0,250,1,7500,20,120
0,5,1,10,0,0,250,1,7500,20,120
0,5,1,11,0,0,250,1,7500,20,120
0,5,1,12,0,0,250,1,7500,20,120
0,5,1,13,0,0,250,1,7500,20,120
0,5,1,14,0,0,250,1,7500,20,120
0,5,1,15,0,0,250,1,7500,20,120
0,5,1,16,34.1886,-34.1886,250,1,7500,20,120
0,5,1,17,35.5723,-32.7466,250,1,7500,20,120
0,5,1,18,36.8951,-31.2486,250,1,7500,20,120
0,5,1,19,39.3496,-28.0951,250,1,7500,20,120
0,5,1,20,38.1549,-29.6972,250,1,7500,20,120
0,5,1,21,41.5353,-24.7496,250,1,7500,20,120
0,5,1,22,40.477,-26.4449,250,1,7500,20,120
0,5,1,23,43.4372,-21.2352,250,1,7500,20,120
0,5,1,24,0,0,250,1,7500,20,120
0,5,1,25,42.5226,-23.0121,250,1,7500,20,120
0,5,1,26,45.0424,-17.5756,250,1,7500,20,120
0,5,1,27,44.2776,-19.422,250,1,7500,20,120
0,5,1,28,46.34,-13.796,250,1,7500,20,120
0,5,1,29,45.7303,-15.6992,250,1,7500,20,120
0,5,1,30,47.321,-9.92216,250,1,7500,20,120
0,5,1,31,46.8705,-11.8692,250,1,7500,20,120
0,5,1,32,47.9787,-5.98054,250,1,7500,20,120
0,5,1,33,47.6906,-7.95815,250,1,7500,20,120
0,5,1,34,48.3087,-1.99806,250,1,7500,20,120
0,5,1,35,48.1849,-3.99271,250,1,7500,20,120
0,5,1,36,48.3087,1.99806,250,1,7500,20,120
0,5,1,37,48.35,-3.65032E-006,250,1,7500,20,120
0,5,1,38,47.9787,5.98054,250,1,7500,20,120
0,5,1,39,48.1849,3.99271,250,1,7500,20,120
0,5,1,40,47.321,9.92216,250,1,7500,20,120
0,5,1,41,47.6906,7.95815,250,1,7500,20,120
0,5,1,42,46.34,13.796,250,1,7500,20,120
0,5,1,43,46.8705,11.8692,250,1,7500,20,120
0,5,1,44,45.0424,17.5756,250,1,7500,20,120
0,5,1,45,45.7303,15.6992,250,1,7500,20,120
0,5,1,46,43.4372,21.2352,250,1,7500,20,120
0,5,1,47,0,0,250,1,7500,20,120
0,5,1,48,44.2776,19.422,250,1,7500,20,120
0,5,1,49,41.5353,24.7496,250,1,7500,20,120
0,5,1,50,42.5226,23.0121,250,1,7500,20,120
0,5,1,51,39.3496,28.0951,250,1,7500,20,120
0,5,1,52,40.477,26.4449,250,1,7500,20,120
0,5,1,53,38.1549,29.6972,250,1,7500,20,120
0,5,1,54,36.8951,31.2486,250,1,7500,20,120
0,5,1,55,35.5723,32.7466,250,1,7500,20,120
0,5,1,56,0,0,250,1,7500,20,120
0,5,1,57,0,0,250,1,7500,20,120
0,5,1,58,0,0,250,1,7500,20,120
0,5,1,59,0,0,250,1,7500,20,120
0,5,1,60,0,0,250,1,7500,20,120
0,5,1,61,0,0,250,1,7500,20,120
0,5,1,62,0,0,250,1,7500,20,120
0,5,1,63,0,0,250,1,7500,20,120
0,5,1,64,0,0,250,1,7500,20,120
0,5,1,65,0,0,250,1,7500,20,120
0,5,1,66,0,0,250,1,7500,20,120
0,5,1,67,0,0,250,1,7500,20,120
0,5,1,68,0,0,250,1,7500,20,120
0,5,1,69,0,0,250,1,7500,20,120
0,5,2,0,0,0,250,1,7500,20,120
0,5,2,1,0,0,250,1,7500,20,120
0,5,2,2,0,0,250,1,7500,20,120
0,5,2,3,0,0,250,1,7500,20,120
0,5,2,4,0,0,250,1,7500,20,120
0,5,2,5,0,0,250,1,7500,20,120
0,5,2,6,0,0,250,1,7500,20,120
0,5,2,7,0,0,250,1,7500,20,120
0,5,2,8,0,0,250,1,7500,20,120
0,5,2,9,0,0,250,1,7500,20,120
0,5,2,10,0,0,250,1,7500,20,120
0,5,2,11,0,0,250,1,7500,20,120
0,5,2,12,0,0,250,1,7500,20,120
0,5,2,13,0,0,250,1,7500,20,120
0,5,2,14,0,0,250,1,7500,20,120
0,5,2,15,36.3847,-34.9479,250,1,7500,20,120
0,5,2,16,37.7624,-33.4545,250,1,7500,20,120
0,5,2,17,39.0788,-31.9069,250,1,7500,20,120
0,5,2,18,40.3319,-30.3074,250,1,7500,20,120
0,5,2,19,42.6398,-26.9638,250,1,7500,20,120
0,5,2,20,41.5195,-28.6589,250,1,7500,20,120
0,5,2,21,44.6713,-23.4453,250,1,7500,20,120
0,5,2,22,43.691,-25.225,250,1,7500,20,120
0,5,2,23,46.413,-19.7747,250,1,7500,20,120
0,5,2,24,0,0,250,1,7500,20,120
0,5,2,25,45.5791,-21.6275,250,1,7500,20,120
0,5,2,26,47.8537,-15.9759,250,1,7500,20,120
0,5,2,27,47.1716,-17.8898,250,1,7500,20,120
0,5,2,28,48.984,-12.0735,250,1,7500,20,120
0,5,2,29,48.4581,-14.0361,250,1,7500,20,120
0,5,2,30,49.7967,-8.09275,250,1,7500,20,120
0,5,2,31,49.4304,-10.0913,250,1,7500,20,120
0,5,2,32,50.2864,-4.05954,250,1,7500,20,120
0,5,2,33,50.0822,-6.08108,250,1,7500,20,120
0,5,2,34,50.45,2.20524E-006,250,1,7500,20,120
0,5,2,35,50.4091,-2.03142,250,1,7500,20,120
0,5,2,36,50.2864,4.05954,250,1,7500,20,120
0,5,2,37,50.4091,2.03142,250,1,7500,20,120
0,5,2,38,49.7967,8.09275,250,1,7500,20,120
0,5,2,39,50.0822,6.08107,250,1,7500,20,120
0,5,2,40,48.984,12.0735,250,1,7500,20,120
0,5,2,41,49.4304,10.0913,250,1,7500,20,120
0,5,2,42,47.8537,15.9759,250,1,7500,20,120
0,5,2,43,48.4581,14.0361,250,1,7500,20,120
0,5,2,44,46.413,19.7747,250,1,7500,20,120
0,5,2,45,47.1716,17.8898,250,1,7500,20,120
0,5,2,46,44.6713,23.4453,250,1,7500,20,120
0,5,2,47,0,0,250,1,7500,20,120
0,5,2,48,45.5791,21.6275,250,1,7500,20,120
0,5,2,49,42.6398,26.9638,250,1,7500,20,120
0,5,2,50,43.691,25.225,250,1,7500,20,120
0,5,2,51,40.3319,30.3075,250,1,7500,20,120
0,5,2,52,41.5195,28.6589,250,1,7500,20,120
0,5,2,53,39.0788,31.9069,250,1,7500,20,120
0,5,2,54,37.7624,33.4545,250,1,7500,20,120
0,5,2,55,36.3847,34.9479,250,1,7500,20,120
0,5,2,56,0,0,250,1,7500,20,120
0,5,2,57,0,0,250,1,7500,20,120
0,5,2,58,0,0,250,1,7500,20,120
0,5,2,59,0,0,250,1,7500,20,120
0,5,2,60,0,0,250,1,7500,20,120
0,5,2,61,0,0,250,1,7500,20,120
0,5,2,62,0,0,250,1,7500,20,120
0,5,2,63,0,0,250,1,7500,20,120
0,5,2,64,0,0,250,1,7500,20,120
0,5,2,65,0,0,250,1,7500,20,120
0,5,2,66,0,0,250,1,7500,20,120
0,5,2,67,0,0,250,1,7500,20,120
0,5,2,68,0,0,250,1,7500,20,120
0,5,2,69,0,0,250,1,7500,20,120
0,5,3,0,0,0,250,1,7500,20,120
0,5,3,1,0,0,250,1,7500,20,120
0,5,3,2,0,0,250,1,7500,20,120
0,5,3,3,0,0,250,1,7500,20,120
0,5,3,4,0,0,250,1,7500,20,120
0,5,3,5,0,0,250,1,7500,20,120
0,5,3,6,0,0,250,1,7500,20,120
0,5,3,7,0,0,250,1,7500,20,120
0,5,3,8,0,0,250,1,7500,20,120
0,5,3,9,0,0,250,1,7500,20,120
0,5,3,10,0,0,250,1,7500,20,120
0,5,3,11,0,0,250,1,7500,20,120
0,5,3,12,0,0,250,1,7500,20,120
0,5,3,13,0,0,250,1,7500,20,120
0,5,3,14,37.8634,-36.4399,250,1,7500,20,120
0,5,3,15,39.2314,-34.9629,250,1,7500,20,120
0,5,3,16,40.5418,-33.4345,250,1,7500,20,120
0,5,3,17,41.7926,-31.8571,250,1,7500,20,120
0,5,3,18,42.9822,-30.233,250,1,7500,20,120
0,5,3,19,45.1704,-26.854,250,1,7500,20,120
0,5,3,20,44.1087,-28.5645,250,1,7500,20,120
0,5,3,21,47.0935,-23.3175,250,1,7500,20,120
0,5,3,22,46.1658,-25.1042,250,1,7500,20,120
0,5,3,23,48.7403,-19.6441,250,1,7500,20,120
0,5,3,24,0,0,250,1,7500,20,120
0,5,3,25,47.9521,-21.4966,250,1,7500,20,120
0,5,3,26,50.101,-15.8554,250,1,7500,20,120
0,5,3,27,49.4569,-17.7628,250,1,7500,20,120
0,5,3,28,51.1677,-11.9737,250,1,7500,20,120
0,5,3,29,50.6715,-13.9248,250,1,7500,20,120
0,5,3,30,51.9341,-8.02172,250,1,7500,20,120
0,5,3,31,51.5888,-10.005,250,1,7500,20,120
0,5,3,32,52.3958,-4.02266,250,1,7500,20,120
0,5,3,33,52.2033,-6.02661,250,1,7500,20,120
0,5,3,34,52.55,0.000002297,250,1,7500,20,120
0,5,3,35,52.5114,-2.0128,250,1,7500,20,120
0,5,3,36,52.3958,4.02267,250,1,7500,20,120
0,5,3,37,52.5114,2.01281,250,1,7500,20,120
0,5,3,38,51.9341,8.02172,250,1,7500,20,120
0,5,3,39,52.2033,6.02662,250,1,7500,20,120
0,5,3,40,51.1677,11.9737,250,1,7500,20,120
0,5,3,41,51.5888,10.0051,250,1,7500,20,120
0,5,3,42,50.101,15.8554,250,1,7500,20,120
0,5,3,43,50.6715,13.9248,250,1,7500,20,120
0,5,3,44,48.7403,19.6441,250,1,7500,20,120
0,5,3,45,49.4569,17.7628,250,1,7500,20,120
0,5,3,46,47.0935,23.3175,250,1,7500,20,120
0,5,3,47,0,0,250,1,7500,20,120
0,5,3,48,47.9521,21.4966,250,1,7500,20,120
0,5,3,49,45.1704,26.854,250,1,7500,20,120
0,5,3,50,46.1658,25.1042,250,1,7500,20,120
0,5,3,51,42.9822,30.233,250,1,7500,20,120
0,5,3,52,44.1087,28.5645,250,1,7500,20,120
0,5,3,53,41.7926,31.8571,250,1,7500,20,120
0,5,3,54,40.5418,33.4345,250,1,7500,20,120
0,5,3,55,39.2314,34.9629,250,1,7500,20,120
0,5,3,56,37.8634,36.4399,250,1,7500,20,120
0,5,3,57,0,0,250,1,7500,20,120
0,5,3,58,0,0,250,1,7500,20,120
0,5,3,59,0,0,250,1,7500,20,120
0,5,3,60,0,0,250,1,7500,20,120
0,5,3,61,0,0,250,1,7500,20,120
0,5,3,62,0,0,250,1,7500,20,120
0,5,3,63,0,0,250,1,7500,20,120
0,5,3,64,0,0,250,1,7500,20,120
0,5,3,65,0,0,250,1,7500,20,120
0,5,3,66,0,0,250,1,7500,20,120
0,5,3,67,0,0,250,1,7500,20,120
0,5,3,68,0,0,250,1,7500,20,120
0,5,3,69,0,0,250,1,7500,20,120
0,6,0,0,0,0,250,1,7500,20,120
0,6,0,1,0,0,250,1,7500,20,120
0,6,0,2,0,0,250,1,7500,20,120
0,6,0,3,0,0,250,1,7500,20,120
0,6,0,4,0,0,250,1,7500,20,120
0,6,0,5,0,0,250,1,7500,20,120
0,6,0,6,0,0,250,1,7500,20,120
0,6,0,7,0,0,250,1,7500,20,120
0,6,0,8,0,0,250,1,7500,20,120
0,6,0,9,0,0,250,1,7500,20,120
0,6,0,10,0,0,250,1,7500,20,120
0,6,0,11,0,0,250,1,7500,20,120
0,6,0,12,39.3427,-37.9312,250,1,7500,20,120
0,6,0,13,0,0,250,1,7500,20,120
0,6,0,14,40.7018,-36.469,250,1,7500,20,120
0,6,0,15,42.0066,-34.9581,250,1,7500,20,120
0,6,0,16,43.2553,-33.4006,250,1,7500,20,120
0,6,0,17,44.4463,-31.7986,250,1,7500,20,120
0,6,0,18,45.578,-30.1541,250,1,7500,20,120
0,6,0,19,47.6575,-26.7467,250,1,7500,20,120
0,6,0,20,46.6489,-28.4694,250,1,7500,20,120
0,6,0,21,49.4827,-23.1966,250,1,7500,20,120
0,6,0,22,48.6025,-24.9883,250,1,7500,20,120
0,6,0,23,51.044,-19.5227,250,1,7500,20,120
0,6,0,24,0,0,250,1,7500,20,120
0,6,0,25,50.2969,-21.3739,250,1,7500,20,120
0,6,0,26,52.3329,-15.7446,250,1,7500,20,120
0,6,0,27,51.7229,-17.6454,250,1,7500,20,120
0,6,0,28,53.3425,-11.8826,250,1,7500,20,120
0,6,0,29,52.873,-13.8228,250,1,7500,20,120
0,6,0,30,54.0676,-7.9571,250,1,7500,20,120
0,6,0,31,53.7409,-9.92645,250,1,7500,20,120
0,6,0,32,54.5042,-3.98919,250,1,7500,20,120
0,6,0,33,54.3222,-5.97713,250,1,7500,20,120
0,6,0,34,54.65,2.38883E-006,250,1,7500,20,120
0,6,0,35,54.6135,-1.99593,250,1,7500,20,120
0,6,0,36,54.5042,3.9892,250,1,7500,20,120
0,6,0,37,54.6135,1.99593,250,1,7500,20,120
0,6,0,38,54.0676,7.9571,250,1,7500,20,120
0,6,0,39,54.3222,5.97714,250,1,7500,20,120
0,6,0,40,53.3425,11.8826,250,1,7500,20,120
0,6,0,41,53.7409,9.92645,250,1,7500,20,120
0,6,0,42,52.3329,15.7446,250,1,7500,20,120
0,6,0,43,52.873,13.8228,250,1,7500,20,120
0,6,0,44,51.044,19.5227,250,1,7500,20,120
0,6,0,45,51.7229,17.6454,250,1,7500,20,120
0,6,0,46,49.4827,23.1966,250,1,7500,20,120
0,6,0,47,0,0,250,1,7500,20,120
0,6,0,48,50.2969,21.3739,250,1,7500,20,120
0,6,0,49,47.6575,26.7467,250,1,7500,20,120
0,6,0,50,48.6025,24.9883,250,1,7500,20,120
0,6,0,51,45.578,30.1541,250,1,7500,20,120
0,6,0,52,46.6489,28.4694,250,1,7500,20,120
0,6,0,53,44.4463,31.7986,250,1,7500,20,120
0,6,0,54,43.2553,33.4006,250,1,7500,20,120
0,6,0,55,42.0066,34.9581,250,1,7500,20,120
0,6,0,56,40.7018,36.469,250,1,7500,20,120
0,6,0,57,39.3427,37.9312,250,1,7500,20,120
0,6,0,58,0,0,250,1,7500,20,120
0,6,0,59,0,0,250,1,7500,20,120
0,6,0,60,0,0,250,1,7500,20,120
0,6,0,61,0,0,250,1,7500,20,120
0,6,0,62,0,0,250,1,7500,20,120
0,6,0,63,0,0,250,1,7500,20,120
0,6,0,64,0,0,250,1,7500,20,120
0,6,0,65,0,0,250,1,7500,20,120
0,6,0,66,0,0,250,1,7500,20,120
0,6,0,67,0,0,250,1,7500,20,120
0,6,0,68,0,0,250,1,7500,20,120
0,6,0,69,0,0,250,1,7500,20,120
0,6,1,0,0,0,250,1,7500,20,120
0,6,1,1,0,0,250,1,7500,20,120
0,6,1,2,0,0,250,1,7500,20,120
0,6,1,3,0,0,250,1,7500,20,120
0,6,1,4,0,0,250,1,7500,20,120
0,6,1,5,0,0,250,1,7500,20,120
0,6,1,6,0,0,250,1,7500,20,120
0,6,1,7,0,0,250,1,7500,20,120
0,6,1,8,0,0,250,1,7500,20,120
0,6,1,9,0,0,250,1,7500,20,120
0,6,1,10,0,0,250,1,7500,20,120
0,6,1,11,0,0,250,1,7500,20,120
0,6,1,12,40.1283,-40.1283,250,1,7500,20,120
0,6,1,13,0,0,250,1,7500,20,120
0,6,1,14,41.535,-38.6705,250,1,7500,20,120
0,6,1,15,42.8888,-37.1633,250,1,7500,20,120
0,6,1,16,44.1879,-35.6089,250,1,7500,20,120
0,6,1,17,45.4307,-34.009,250,1,7500,20,120
0,6,1,18,46.6156,-32.3658,250,1,7500,20,120
0,6,1,19,48.8058,-28.9578,250,1,7500,20,120
0,6,1,20,47.7411,-30.6814,250,1,7500,20,120
0,6,1,21,50.7473,-25.4023,250,1,7500,20,120
0,6,1,22,49.8083,-27.1974,250,1,7500,20,120
0,6,1,23,52.4302,-21.7173,250,1,7500,20,120
0,6,1,24,0,0,250,1,7500,20,120
0,6,1,25,51.6216,-23.5748,250,1,7500,20,120
0,6,1,26,53.8459,-17.9216,250,1,7500,20,120
0,6,1,27,53.1719,-19.8321,250,1,7500,20,120
0,6,1,28,54.9872,-14.0346,250,1,7500,20,120
0,6,1,29,54.4512,-15.9883,250,1,7500,20,120
0,6,1,30,55.8483,-10.0761,250,1,7500,20,120
0,6,1,31,55.4531,-12.0631,250,1,7500,20,120
0,6,1,32,56.4248,-6.0663,250,1,7500,20,120
0,6,1,33,56.1724,-8.07637,250,1,7500,20,120
0,6,1,34,56.7138,-2.02554,250,1,7500,20,120
0,6,1,35,56.6054,-4.0485,250,1,7500,20,120
0,6,1,36,56.7138,2.02554,250,1,7500,20,120
0,6,1,37,56.75,-4.28451E-006,250,1,7500,20,120
0,6,1,38,56.4248,6.0663,250,1,7500,20,120
0,6,1,39,56.6054,4.04849,250,1,7500,20,120
0,6,1,40,55.8483,10.0761,250,1,7500,20,120
0,6,1,41,56.1724,8.07636,250,1,7500,20,120
0,6,1,42,54.9872,14.0346,250,1,7500,20,120
0,6,1,43,55.4531,12.0631,250,1,7500,20,120
0,6,1,44,53.8459,17.9216,250,1,7500,20,120
0,6,1,45,54.4512,15.9883,250,1,7500,20,120
0,6,1,46,52.4302,21.7173,250,1,7500,20,120
0,6,1,47,0,0,250,1,7500,20,120
0,6,1,48,53.1719,19.8321,250,1,7500,20,120
0,6,1,49,50.7473,25.4023,250,1,7500,20,120
0,6,1,50,51.6216,23.5748,250,1,7500,20,120
0,6,1,51,48.8058,28.9578,250,1,7500,20,120
0,6,1,52,49.8083,27.1974,250,1,7500,20,120
0,6,1,53,47.7411,30.6814,250,1,7500,20,120
0,6,1,54,46.6156,32.3658,250,1,7500,20,120
0,6,1,55,45.4307,34.009,250,1,7500,20,120
0,6,1,56,44.1879,35.6089,250,1,7500,20,120
0,6,1,57,42.8888,37.1633,250,1,7500,20,120
0,6,1,58,0,0,250,1,7500,20,120
0,6,1,59,41.535,38.6705,250,1,7500,20,120
0,6,1,60,0,0,250,1,7500,20,120
0,6,1,61,0,0,250,1,7500,20,120
0,6,1,62,0,0,250,1,7500,20,120
0,6,1,63,0,0,250,1,7500,20,120
0,6,1,64,0,0,250,1,7500,20,120
0,6,1,65,0,0,250,1,7500,20,120
0,6,1,66,0,0,250,1,7500,20,120
0,6,1,67,0,0,250,1,7500,20,120
0,6,1,68,0,0,250,1,7500,20,120
0,6,1,69,0,0,250,1,7500,20,120
0,6,2,0,0,0,250,1,7500,20,120
0,6,2,1,0,0,250,1,7500,20,120
0,6,2,2,0,0,250,1,7500,20,120
0,6,2,3,0,0,250,1,7500,20,120
0,6,2,4,0,0,250,1,7500,20,120
0,6,2,5,0,0,250,1,7500,20,120
0,6,2,6,0,0,250,1,7500,20,120
0,6,2,7,0,0,250,1,7500,20,120
0,6,2,8,0,0,250,1,7500,20,120
0,6,2,9,0,0,250,1,7500,20,120
0,6,2,10,0,0,250,1,7500,20,120
0,6,2,11,41.6132,-41.6132,250,1,7500,20,120
0,6,2,12,43.0097,-40.1683,250,1,7500,20,120
0,6,2,13,0,0,250,1,7500,20,120
0,6,2,14,44.356,-38.6764,250,1,7500,20,120
0,6,2,15,45.6506,-37.1395,250,1,7500,20,120
0,6,2,16,46.892,-35.5593,250,1,7500,20,120
0,6,2,17,48.0787,-33.9376,250,1,7500,20,120
0,6,2,18,49.2093,-32.2764,250,1,7500,20,120
0,6,2,19,51.2972,-28.843,250,1,7500,20,120
0,6,2,20,50.2826,-30.5775,250,1,7500,20,120
0,6,2,21,53.1459,-25.2751,250,1,7500,20,120
0,6,2,22,52.252,-27.0748,250,1,7500,20,120
0,6,2,23,54.7469,-21.5894,250,1,7500,20,120
0,6,2,24,0,0,250,1,7500,20,120
0,6,2,25,53.9779,-23.4459,250,1,7500,20,120
0,6,2,26,56.0926,-17.803,250,1,7500,20,120
0,6,2,27,55.4521,-19.7077,250,1,7500,20,120
0,6,2,28,57.1767,-13.9336,250,1,7500,20,120
0,6,2,29,56.6677,-15.8775,250,1,7500,20,120
0,6,2,30,57.9943,-9.99922,250,1,7500,20,120
0,6,2,31,57.6191,-11.9734,250,1,7500,20,120
0,6,2,32,58.5415,-6.01824,250,1,7500,20,120
0,6,2,33,58.3019,-8.0134,250,1,7500,20,120
0,6,2,34,58.8157,-2.0092,250,1,7500,20,120
0,6,2,35,58.7128,-4.01606,250,1,7500,20,120
0,6,2,36,58.8157,2.00921,250,1,7500,20,120
0,6,2,37,58.85,2.57242E-006,250,1,7500,20,120
0,6,2,38,58.5415,6.01825,250,1,7500,20,120
0,6,2,39,58.7128,4.01607,250,1,7500,20,120
0,6,2,40,57.9943,9.99923,250,1,7500,20,120
0,6,2,41,58.3019,8.01341,250,1,7500,20,120
0,6,2,42,57.1767,13.9336,250,1,7500,20,120
0,6,2,43,57.6191,11.9734,250,1,7500,20,120
0,6,2,44,56.0926,17.803,250,1,7500,20,120
0,6,2,45,56.6677,15.8775,250,1,7500,20,120
0,6,2,46,54.7469,21.5894,250,1,7500,20,120
0,6,2,47,0,0,250,1,7500,20,120
0,6,2,48,55.4521,19.7077,250,1,7500,20,120
0,6,2,49,53.1459,25.2751,250,1,7500,20,120
0,6,2,50,53.9779,23.4459,250,1,7500,20,120
0,6,2,51,51.2972,28.843,250,1,7500,20,120
0,6,2,52,52.252,27.0748,250,1,7500,20,120
0,6,2,53,50.2826,30.5775,250,1,7500,20,120
0,6,2,54,49.2093,32.2764,250,1,7500,20,120
0,6,2,55,48.0787,33.9376,250,1,7500,20,120
0,6,2,56,46.892,35.5593,250,1,7500,20,120
0,6,2,57,45.6506,37.1395,250,1,7500,20,120
0,6,2,58,0,0,250,1,7500,20,120
0,6,2,59,44.356,38.6764,250,1,7500,20,120
0,6,2,60,43.0097,40.1683,250,1,7500,20,120
0,6,2,61,0,0,250,1,7500,20,120
0,6,2,62,0,0,250,1,7500,20,120
0,6,2,63,0,0,250,1,7500,20,120
0,6,2,64,0,0,250,1,7500,20,120
0,6,2,65,0,0,250,1,7500,20,120
0,6,2,66,0,0,250,1,7500,20,120
0,6,2,67,0,0,250,1,7500,20,120
0,6,2,68,0,0,250,1,7500,20,120
0,6,2,69,0,0,250,1,7500,20,120
0,6,3,0,0,0,250,1,7500,20,120
0,6,3,1,0,0,250,1,7500,20,120
0,6,3,2,0,0,250,1,7500,20,120
0,6,3,3,0,0,250,1,7500,20,120
0,6,3,4,0,0,250,1,7500,20,120
0,6,3,5,0,0,250,1,7500,20,120
0,6,3,6,0,0,250,1,7500,20,120
0,6,3,7,0,0,250,1,7500,20,120
0,6,3,8,0,0,250,1,7500,20,120
0,6,3,9,0,0,250,1,7500,20,120
0,6,3,10,43.0982,-43.0982,250,1,7500,20,120
0,6,3,11,44.4852,-41.665,250,1,7500,20,120
0,6,3,12,45.8246,-40.1871,250,1,7500,20,120
0,6,3,13,0,0,250,1,7500,20,120
0,6,3,14,47.115,-38.6663,250,1,7500,20,120
0,6,3,15,48.3549,-37.104,250,1,7500,20,120
0,6,3,16,49.543,-35.502,250,1,7500,20,120
0,6,3,17,50.6781,-33.862,250,1,7500,20,120
0,6,3,18,51.7589,-32.1857,250,1,7500,20,120
0,6,3,19,53.7531,-28.7316,250,1,7500,20,120
0,6,3,20,52.7842,-30.475,250,1,7500,20,120
0,6,3,21,55.5172,-25.1545,250,1,7500,20,120
0,6,3,22,54.6644,-26.9575,250,1,7500,20,120
0,6,3,23,57.0435,-21.4696,250,1,7500,20,120
0,6,3,24,0,0,250,1,7500,20,120
0,6,3,25,56.3105,-23.3246,250,1,7500,20,120
0,6,3,26,58.3255,-17.6928,250,1,7500,20,120
0,6,3,27,57.7154,-19.5917,250,1,7500,20,120
0,6,3,28,59.3578,-13.8403,250,1,7500,20,120
0,6,3,29,58.8732,-15.775,250,1,7500,20,120
0,6,3,30,60.1359,-9.92848,250,1,7500,20,120
0,6,3,31,59.7789,-11.8908,250,1,7500,20,120
0,6,3,32,60.6565,-5.97414,250,1,7500,20,120
0,6,3,33,60.4286,-7.95557,250,1,7500,20,120
0,6,3,34,60.9174,-1.99423,250,1,7500,20,120
0,6,3,35,60.8195,-3.98632,250,1,7500,20,120
0,6,3,36,60.9174,1.99423,250,1,7500,20,120
0,6,3,37,60.95,2.66421E-006,250,1,7500,20,120
0,6,3,38,60.6565,5.97415,250,1,7500,20,120
0,6,3,39,60.8195,3.98632,250,1,7500,20,120
0,6,3,40,60.1359,9.92848,250,1,7500,20,120
0,6,3,41,60.4286,7.95557,250,1,7500,20,120
0,6,3,42,59.3578,13.8403,250,1,7500,20,120
0,6,3,43,59.7789,11.8908,250,1,7500,20,120
0,6,3,44,58.3255,17.6929,250,1,7500,20,120
0,6,3,45,58.8732,15.775,250,1,7500,20,120
0,6,3,46,57.0435,21.4696,250,1,7500,20,120
0,6,3,47,0,0,250,1,7500,20,120
0,6,3,48,57.7154,19.5917,250,1,7500,20,120
0,6,3,49,55.5171,25.1545,250,1,7500,20,120
0,6,3,50,56.3105,23.3246,250,1,7500,20,120
0,6,3,51,53.7531,28.7316,250,1,7500,20,120
0,6,3,52,54.6644,26.9575,250,1,7500,20,120
0,6,3,53,52.7842,30.475,250,1,7500,20,120
0,6,3,54,51.7589,32.1857,250,1,7500,20,120
0,6,3,55,50.6781,33.862,250,1,7500,20,120
0,6,3,56,49.543,35.502,250,1,7500,20,120
0,6,3,57,48.3549,37.104,250,1,7500,20,120
0,6,3,58,0,0,250,1,7500,20,120
0,6,3,59,47.115,38.6663,250,1,7500,20,120
0,6,3,60,45.8246,40.1871,250,1,7500,20,120
0,6,3,61,44.4852,41.665,250,1,7500,20,120
0,6,3,62,0,0,250,1,7500,20,120
0,6,3,63,0,0,250,1,7500,20,120
0,6,3,64,0,0,250,1,7500,20,120
0,6,3,65,0,0,250,1,7500,20,120
