NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff,tu_geo,tu_ch,qu_geo,qu_ch,td_geo,td_ch,qd_geo,qd_ch,Ignore
101,13,1,1,-1901.8,0,13895.2,0.0655768,-2.91743,39.763,0.0510702,153.84,0.067212,-2.99698,40.7,0.0498624,189.777,76.0334,-11.638,378.805,11,0,21,0,12,0,22,0,0
102,13,1,1,-1779.4,0,13895.2,0.0661202,-6.99322,41,0.0497083,194.974,0.0665097,-2.1761,42,0.0492434,138.161,76.7353,-383.156,381.904,11,1,21,1,12,1,22,1,0
103,13,1,1,-1657,0,13895.2,0.0657681,-8.23913,39.7,0.0487762,233.07,0.064822,-2.95284,40.7,0.0482998,109.653,77.0258,-444.361,380.919,11,2,21,2,12,2,22,2,0
104,13,1,1,-1534.6,0,13895.2,0.0651742,-1.73982,40.7,0.0518729,283.251,0.0655686,-2.76695,39.7,0.0493954,145.347,76.2735,-198.215,379.758,11,3,21,3,12,3,22,3,0
105,13,1,1,-1412.2,0,13895.2,0.0657174,-10.1415,39.7,0.0487493,179.608,0.0652955,-10.0091,40,0.049953,205.199,76.6097,-11.422,380.873,11,4,21,4,12,4,22,4,0
106,13,1,1,-1289.8,0,13895.2,0.0640498,-7.15926,40.7,0.0463523,236.721,0.066456,-1.73393,39.7,0.0491971,170.181,76.6178,-410.612,381.012,11,5,21,5,12,5,22,5,0
107,13,1,1,-1167.4,0,13895.2,0.0641728,-8.37705,39.973,0.0500364,181.312,0.065586,-3.35379,40,0.0497019,227.749,76.4452,-442.246,380.112,11,6,21,6,12,6,22,6,0
108,13,1,1,-1045,0,13895.2,0.0643742,-1.75103,40.673,0.0544361,183.659,0.0669308,-0.55969,40,0.0497849,228.057,75.6565,-7.5068,379.854,11,7,21,7,12,7,22,7,0
109,13,1,1,-922.6,0,13895.2,0.0640607,-7.49818,40.09,0.0489262,222.943,0.0658019,-4.16828,40,0.0495475,194.117,75.8796,-718.036,379.28,11,8,21,8,12,8,22,8,0
110,13,1,1,-800.2,0,13895.2,0.0649251,-9.13284,40.673,0.0482754,171.388,0.0653985,-1.00014,40,0.049123,153.267,76.2122,-90.01,380.057,11,9,21,9,12,9,22,9,0
