NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff_orig,TAveOff_off,TAveOff_base,TAveOff,tu_geo,tu_ch,qu_geo,qu_ch,td_geo,td_ch,qd_geo,qd_ch,Ignore
310,13,2,1,-800.2,0,15284.8,0.0645503,0,40.763,0.0261058,235.812,0.0655753,0,40.7,0.0261058,197.356,74.6454,-33.0839,413.852,-1.125,-12.118,-10.993,15,9,25,9,16,9,26,9,0
311,13,2,1,-677.8,0,15284.8,0.0646539,0,40.973,0.0277614,276.151,0.0651115,0,40,0.0277614,169.493,74.5218,45.5329,410.542,-1.31052,-15.428,-14.11748,15,10,25,10,16,10,26,10,0
312,13,2,1,-555.4,0,15284.8,0.0651407,0,41,0.0258298,283.78,0.0662715,0,40,0.0258298,218.63,73.8629,-20.3934,415.145,-0.766387,-10.825,-10.058613,15,11,25,11,16,11,26,11,0
313,13,2,1,-433,0,15284.8,0.064898,0,41.063,0.02877,272.071,0.0653657,0,41,0.02877,136.056,74.9745,30.6285,413.161,-1.28883,-12.809,-11.52017,15,12,25,12,16,12,26,12,0
314,13,2,1,-310.6,0,15284.8,0.0659793,0,41,0.0247759,312.337,0.0655871,0,40,0.0247759,257.783,74.7729,85.2988,412.109,-0.5,-13.861,-13.361,15,13,25,13,16,13,26,13,0
315,13,2,1,-188.2,0,15284.8,0.0642936,0,42.09,0.0279928,333.109,0.0654644,0,40,0.0279928,177.101,74.3672,-33.3858,411.65,-0.637845,-14.32,-13.682155,15,14,25,14,16,14,26,14,0
316,13,2,1,-65.8,0,15284.8,0.0654185,0,39.673,0.0342621,207.247,0.0659249,0,40.7,0.0342621,50.023,74.2689,93.6453,414.362,-0.72414,-11.608,-10.88386,15,16,25,16,16,16,26,16,0
317,13,2,1,56.6,0,15284.8,0.0665613,0,41.063,0.032756,203.519,0.0668458,0,41,0.032756,45.6915,74.9641,-77.8557,415.32,-1.27279,-10.65,-9.37721,15,17,25,17,16,17,26,17,0
318,13,2,1,179,0,15284.8,0.0646296,0,40.7,0.0338905,232.103,0.065269,0,40,0.0338905,61.2126,74.8752,-86.1301,415.789,-1.60313,-10.181,-8.57787,15,18,25,18,16,18,26,18,0
319,13,2,1,301.4,0,15284.8,0.0653476,0,40.2,0.0301244,180.758,0.0656158,0,41,0.0301244,97.3977,73.9574,254.738,415.907,-1.09157,-10.063,-8.97143,15,19,25,19,16,19,26,19,0
320,13,2,1,423.8,0,15284.8,0.0658026,0,40.973,0.0313348,136.117,0.0659533,0,40,0.0313348,138.95,74.9091,32.63,416.105,-2.13818,-9.865,-7.72682,15,20,25,20,16,20,26,20,0
321,13,2,1,546.2,0,15284.8,0.0662546,0,40,0.0254677,155.583,0.0656642,0,40.09,0.0254677,205.092,75.4329,197.733,417.151,-1.74188,-8.819,-7.07712,15,21,25,21,16,21,26,21,0
322,13,2,1,668.6,0,15284.8,0.0660597,0,40.763,0.0269686,245.464,0.0650458,0,40,0.0269686,166.058,74.892,-36.6268,415.215,-1.40933,-10.755,-9.34567,15,22,25,22,16,22,26,22,0
323,13,2,1,791,0,15284.8,0.0657789,0,40,0.0288028,250.876,0.0650836,0,40,0.0288028,152.924,75.0275,220.77,416.81,-0.78209,-9.16,-8.37791,15,23,25,23,16,23,26,23,0
324,13,2,1,913.4,0,15284.8,0.0660035,0,40,0.0290963,155.139,0.0657693,0,39.1,0.0290963,135.709,75.1441,-32.1236,416.01,-0.700358,-9.96,-9.259642,15,24,25,24,16,24,26,24,0
325,13,2,1,1035.8,0,15284.8,0.0659283,0,40,0.0286475,179.191,0.0674862,0,41,0.0286475,132.224,74.5654,-37.3169,418.969,-0.25,-7.001,-6.751,15,25,25,25,16,25,26,25,0
326,13,2,1,1158.2,0,15284.8,0.0646098,0,39.8,0.0293401,212.249,0.065415,0,39.1,0.0293401,134.705,74.6481,-133.87,416.664,0.0794597,-9.306,-9.3854597,15,26,25,26,16,26,26,26,0
327,13,2,1,1280.6,0,15284.8,0.0651701,0,40.673,0.0264939,309.809,0.0649099,0,40,0.0264939,182.725,75.2234,-2.8439,419.005,0.615104,-6.965,-7.580104,15,27,25,27,16,27,26,27,0
328,13,2,1,1403,0,15284.8,0.065584,0,41.973,0.026454,282.254,0.0652237,0,40,0.026454,251.497,75.8737,66.5151,418.612,0.257757,-7.358,-7.615757,15,28,25,28,16,28,26,28,0
329,13,2,1,1525.4,0,15284.8,0.0650795,0,41,0.0300489,185.958,0.0666628,0,40.18,0.0300489,131.737,75.143,50.1327,418.342,0.390546,-7.628,-8.018546,15,29,25,29,16,29,26,29,0
330,13,2,1,1647.8,0,15284.8,0.0663353,0,40,0.0286438,267.397,0.0649403,0,40,0.0286438,152.975,76.3945,368.916,418.42,0.0609483,-7.55,-7.6109483,15,30,25,30,16,30,26,30,0
