NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI191,191,8,10,30.42,12.03,-18.78,37.99,958.44,0.0977,-562.69,3.733,17,10,8,114
NaI192,192,8,10,30.43,18.79,-12,37.96,975.05,0.0977,-288.779,3.378,16,0,8,80
NaI193,193,8,10,29.62,21.71,-4.26,38.92,983.21,0.0977,-260.246,3.293,16,1,8,81
NaI194,194,8,10,29.59,21.7,4.29,38.95,982.97,0.0977,-286.033,3.199,16,2,8,82
NaI195,195,8,10,30.44,18.81,12.01,37.98,974.26,0.0977,-269.572,3.315,16,3,8,83
NaI196,196,8,10,30.46,12,18.8,37.94,969.37,0.0977,-349.407,3.419,16,4,8,84
NaI197,197,8,10,29.62,4.27,21.7,38.89,979.64,0.0977,-243.174,3.202,16,5,8,85
NaI198,198,8,10,29.6,-4.23,21.71,38.94,977.93,0.0977,-264.468,3.095,16,6,8,86
NaI199,199,8,10,30.49,-12.02,18.82,37.93,957.99,0.0977,-370.192,3.357,16,7,8,117
NaI200,200,8,10,30.47,-18.82,12.03,37.97,973.42,0.0977,-472.212,3.565,16,8,8,88
NaI201,201,8,10,29.6,-21.71,4.26,38.94,977.13,0.0977,-299.784,3.315,16,9,8,89
NaI202,202,8,10,29.61,-21.72,-4.3,38.96,977.94,0.0977,-306.783,3.109,16,10,8,90
NaI203,203,8,10,30.47,-18.81,-12.02,37.94,968.11,0.0977,-492.292,3.728,16,11,8,91
NaI204,204,8,10,30.45,-12,-18.84,37.99,966.62,0.0977,-463.192,3.684,16,12,8,92
NaI205,205,8,10,29.6,-4.32,-21.69,38.93,979.56,0.0977,-272.91,3.14,16,13,8,93
NaI206,206,8,10,23.6,4.22,-16.39,38.74,981.81,0.0977,-404.543,3.287,16,14,8,94
NaI207,207,8,10,24.09,11.91,-11.93,37.7,974.48,0.0977,-420.191,3.763,16,15,8,95
NaI208,208,8,10,23.68,16.41,-4.25,38.65,973.69,0.0977,-342.842,3.071,16,16,8,96
NaI209,209,8,10,23.72,16.4,4.23,38.54,973.26,0.0977,-259.341,3.21,16,17,8,97
NaI210,210,8,10,24.09,11.93,11.92,37.72,959.64,0.0977,-326.226,2.96,16,18,8,98
NaI211,211,8,10,23.72,4.22,16.43,38.61,971.67,0.0977,-380.254,3.507,17,12,8,116
NaI212,212,8,10,23.7,-4.27,16.41,38.64,970.94,0.0977,-357.311,3.342,16,20,8,100
NaI213,213,8,10,24.08,-11.91,11.91,37.68,959.03,0.0977,-408.756,3.245,16,21,8,101
