NAME,FPL,layer,id_plane,anodedir,wireid,wirepos,wirez,tzero_offset,det,geo,ch
FDC0_0_0,13,0,11,X,0,75,-27.6,0,28,13,64
FDC0_0_1,13,0,11,X,1,70,-27.6,0,28,13,65
FDC0_0_2,13,0,11,X,2,65,-27.6,0,28,13,66
FDC0_0_3,13,0,11,X,3,60,-27.6,0,28,13,67
FDC0_0_4,13,0,11,X,4,55,-27.6,0,28,13,68
FDC0_0_5,13,0,11,X,5,50,-27.6,0,28,13,69
FDC0_0_6,13,0,11,X,6,45,-27.6,0,28,13,70
FDC0_0_7,13,0,11,X,7,40,-27.6,0,28,13,71
FDC0_0_8,13,0,11,X,8,35,-27.6,0,28,13,72
FDC0_0_9,13,0,11,X,9,30,-27.6,0,28,13,73
FDC0_0_10,13,0,11,X,10,25,-27.6,0,28,13,74
FDC0_0_11,13,0,11,X,11,20,-27.6,0,28,13,75
FDC0_0_12,13,0,11,X,12,15,-27.6,0,28,13,76
FDC0_0_13,13,0,11,X,13,10,-27.6,0,28,13,77
FDC0_0_14,13,0,11,X,14,5,-27.6,0,28,13,78
FDC0_0_15,13,0,11,X,15,0,-27.6,0,28,13,79
FDC0_0_16,13,0,11,X,16,-5,-27.6,0,28,13,80
FDC0_0_17,13,0,11,X,17,-10,-27.6,0,28,13,81
FDC0_0_18,13,0,11,X,18,-15,-27.6,0,28,13,82
FDC0_0_19,13,0,11,X,19,-20,-27.6,0,28,13,83
FDC0_0_20,13,0,11,X,20,-25,-27.6,0,28,13,84
FDC0_0_21,13,0,11,X,21,-30,-27.6,0,28,13,85
FDC0_0_22,13,0,11,X,22,-35,-27.6,0,28,13,86
FDC0_0_23,13,0,11,X,23,-40,-27.6,0,28,13,87
FDC0_0_24,13,0,11,X,24,-45,-27.6,0,28,13,88
FDC0_0_25,13,0,11,X,25,-50,-27.6,0,28,13,89
FDC0_0_26,13,0,11,X,26,-55,-27.6,0,28,13,90
FDC0_0_27,13,0,11,X,27,-60,-27.6,0,28,13,91
FDC0_0_28,13,0,11,X,28,-65,-27.6,0,28,13,92
FDC0_0_29,13,0,11,X,29,-70,-27.6,0,28,13,93
FDC0_0_30,13,0,11,X,30,-75,-27.6,0,28,13,94
FDC0_0_31,13,0,11,X,31,-80,-27.6,0,28,13,95
FDC0_1_0,13,1,12,X,0,-77.5,-22.69,0,28,15,64
FDC0_1_1,13,1,12,X,1,-72.5,-22.69,0,28,15,65
FDC0_1_2,13,1,12,X,2,-67.5,-22.69,0,28,15,66
FDC0_1_3,13,1,12,X,3,-62.5,-22.69,0,28,15,67
FDC0_1_4,13,1,12,X,4,-57.5,-22.69,0,28,15,68
FDC0_1_5,13,1,12,X,5,-52.5,-22.69,0,28,15,69
FDC0_1_6,13,1,12,X,6,-47.5,-22.69,0,28,15,70
FDC0_1_7,13,1,12,X,7,-42.5,-22.69,0,28,15,71
FDC0_1_8,13,1,12,X,8,-37.5,-22.69,0,28,15,72
FDC0_1_9,13,1,12,X,9,-32.5,-22.69,0,28,15,73
FDC0_1_10,13,1,12,X,10,-27.5,-22.69,0,28,15,74
FDC0_1_11,13,1,12,X,11,-22.5,-22.69,0,28,15,75
FDC0_1_12,13,1,12,X,12,-17.5,-22.69,0,28,15,76
FDC0_1_13,13,1,12,X,13,-12.5,-22.69,0,28,15,77
FDC0_1_14,13,1,12,X,14,-7.5,-22.69,0,28,15,78
FDC0_1_15,13,1,12,X,15,-2.5,-22.69,0,28,15,79
FDC0_1_16,13,1,12,X,16,2.5,-22.69,0,28,15,80
FDC0_1_17,13,1,12,X,17,7.5,-22.69,0,28,15,81
FDC0_1_18,13,1,12,X,18,12.5,-22.69,0,28,15,82
FDC0_1_19,13,1,12,X,19,17.5,-22.69,0,28,15,83
FDC0_1_20,13,1,12,X,20,22.5,-22.69,0,28,15,84
FDC0_1_21,13,1,12,X,21,27.5,-22.69,0,28,15,85
FDC0_1_22,13,1,12,X,22,32.5,-22.69,0,28,15,86
FDC0_1_23,13,1,12,X,23,37.5,-22.69,0,28,15,87
FDC0_1_24,13,1,12,X,24,42.5,-22.69,0,28,15,88
FDC0_1_25,13,1,12,X,25,47.5,-22.69,0,28,15,89
FDC0_1_26,13,1,12,X,26,52.5,-22.69,0,28,15,90
FDC0_1_27,13,1,12,X,27,57.5,-22.69,0,28,15,91
FDC0_1_28,13,1,12,X,28,62.5,-22.69,0,28,15,92
FDC0_1_29,13,1,12,X,29,67.5,-22.69,0,28,15,93
FDC0_1_30,13,1,12,X,30,72.5,-22.69,0,28,15,94
FDC0_1_31,13,1,12,X,31,77.5,-22.69,0,28,15,95
FDC0_2_0,13,2,13,Y,0,75,-15.33,0,28,13,0
FDC0_2_1,13,2,13,Y,1,70,-15.33,0,28,13,1
FDC0_2_2,13,2,13,Y,2,65,-15.33,0,28,13,2
FDC0_2_3,13,2,13,Y,3,60,-15.33,0,28,13,3
FDC0_2_4,13,2,13,Y,4,55,-15.33,0,28,13,4
FDC0_2_5,13,2,13,Y,5,50,-15.33,0,28,13,5
FDC0_2_6,13,2,13,Y,6,45,-15.33,0,28,13,6
FDC0_2_7,13,2,13,Y,7,40,-15.33,0,28,13,7
FDC0_2_8,13,2,13,Y,8,35,-15.33,0,28,13,8
FDC0_2_9,13,2,13,Y,9,30,-15.33,0,28,13,9
FDC0_2_10,13,2,13,Y,10,25,-15.33,0,28,13,10
FDC0_2_11,13,2,13,Y,11,20,-15.33,0,28,13,11
FDC0_2_12,13,2,13,Y,12,15,-15.33,0,28,13,12
FDC0_2_13,13,2,13,Y,13,10,-15.33,0,28,13,13
FDC0_2_14,13,2,13,Y,14,5,-15.33,0,28,13,14
FDC0_2_15,13,2,13,Y,15,0,-15.33,0,28,13,15
FDC0_2_16,13,2,13,Y,16,75,-15.33,0,28,13,16
FDC0_2_17,13,2,13,Y,17,70,-15.33,0,28,13,17
FDC0_2_18,13,2,13,Y,18,-15,-15.33,0,28,13,18
FDC0_2_19,13,2,13,Y,19,-20,-15.33,0,28,13,19
FDC0_2_20,13,2,13,Y,20,-25,-15.33,0,28,13,20
FDC0_2_21,13,2,13,Y,21,-30,-15.33,0,28,13,21
FDC0_2_22,13,2,13,Y,22,-35,-15.33,0,28,13,22
FDC0_2_23,13,2,13,Y,23,-40,-15.33,0,28,13,23
FDC0_2_24,13,2,13,Y,24,-45,-15.33,0,28,13,24
FDC0_2_25,13,2,13,Y,25,-50,-15.33,0,28,13,25
FDC0_2_26,13,2,13,Y,26,-55,-15.33,0,28,13,26
FDC0_2_27,13,2,13,Y,27,-60,-15.33,0,28,13,27
FDC0_2_28,13,2,13,Y,28,-65,-15.33,0,28,13,28
FDC0_2_29,13,2,13,Y,29,-70,-15.33,0,28,13,29
FDC0_2_30,13,2,13,Y,30,-75,-15.33,0,28,13,30
FDC0_2_31,13,2,13,Y,31,-80,-15.33,0,28,13,31
