NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI103,103,8,7,69.91,-30.67,-21.57,13.71,1205.75,0.0977,-341.028,3.29,13,7,6,103
NaI104,104,8,7,69.78,-22.03,-30.12,13.74,1204.43,0.0977,-203.512,3.154,13,8,6,104
NaI105,105,8,7,70.89,-7.88,-38.98,13.78,1207.84,0.0977,-338.443,3.333,13,9,6,105
NaI106,106,8,8,59.89,3.42,-35.14,20.47,1202.88,0.0977,-309.41,3.085,13,10,6,106
NaI107,107,8,8,59.96,10.23,-33.98,20.52,1202.76,0.0977,-315.219,3.007,13,11,6,107
NaI108,108,8,8,59.86,17.05,-31.04,20.56,1203.99,0.0977,-301.005,3.228,13,12,6,108
NaI109,109,8,8,59.78,23.89,-25.98,20.56,1188.56,0.0977,-413.183,3.51,13,13,6,109
NaI110,110,8,8,59.83,30.97,-17.07,20.56,1189.93,0.0977,0,0,13,14,6,110
NaI111,111,8,8,59.76,33.78,-10.24,20.58,1182.96,0.0977,0,0,13,15,6,111
NaI112,112,8,8,59.68,34.96,-3.42,20.54,1191.09,0.0977,-373.784,3.352,13,16,8,0
NaI113,113,8,8,59.78,35.03,3.46,20.5,1187.69,0.0977,-407.167,3.501,13,17,8,1
NaI114,114,8,8,59.84,33.86,10.2,20.55,1196.39,0.0977,-360.791,3.293,13,18,8,2
NaI115,115,8,8,59.82,30.97,17.11,20.58,1192.61,0.0977,-502.298,3.468,13,19,8,3
NaI116,116,8,8,59.7,23.9,25.99,20.63,1187.34,0.0977,-385.592,3.54,13,20,8,4
NaI117,117,8,8,59.88,17.08,31.01,20.54,1193.52,0.0977,-349.946,3.143,13,21,8,5
NaI118,118,8,8,59.97,10.26,33.96,20.51,1199.98,0.0977,-306.752,3.289,13,22,8,6
NaI119,119,8,8,59.83,3.4,35.09,20.5,1204.28,0.0977,-409.493,3.454,13,23,8,7
NaI120,120,8,8,59.9,-3.46,35.16,20.48,1205.88,0.0977,-367.646,3.112,13,24,8,8
NaI121,121,8,8,59.97,-10.26,33.98,20.52,1198.56,0.0977,-332.64,3.236,13,25,8,9
NaI122,122,8,8,59.92,-17.02,31.06,20.52,1202.58,0.0977,-330.391,3.233,13,26,8,10
NaI123,123,8,8,59.71,-23.89,25.91,20.59,1188.96,0.0977,-405.659,3.531,13,27,8,11
NaI124,124,8,8,59.79,-30.98,17.06,20.59,1191.5,0.0977,-418.837,3.328,13,28,8,12
NaI125,125,8,8,59.75,-33.78,10.18,20.58,1193.49,0.0977,-322.946,3.283,13,29,8,13
NaI126,126,8,8,59.77,-35.02,3.44,20.51,1197.84,0.0977,-262.2,3.365,17,6,6,118
NaI127,127,8,8,59.79,-35.02,-3.46,20.48,1197.33,0.0977,-394.823,3.567,13,31,8,15
NaI128,128,8,8,59.8,-33.79,-10.25,20.55,1194.3,0.0977,0,0,14,0,8,16
NaI129,129,8,8,59.83,-31.02,-17.04,20.57,1192.59,0.0977,0,0,14,1,8,17
NaI130,130,8,8,59.73,-23.89,-25.94,20.58,1189.45,0.0977,-239.949,3.261,14,2,8,18
NaI131,131,8,8,59.84,-17.05,-30.99,20.55,1199.72,0.0977,-281.916,3.11,14,3,8,19
NaI132,132,8,8,59.88,-10.24,-33.91,20.55,1203.01,0.0977,-286.21,3.04,14,4,8,20
NaI133,133,8,8,59.82,-3.47,-35.06,20.49,1200.81,0.0977,-259.016,3.296,14,5,8,21
NaI134,134,8,9,47.84,3.41,-30.67,27.94,1198.88,0.0977,-306.982,3.113,14,6,8,22
NaI135,135,8,9,47.83,10.21,-29.13,27.96,1199.25,0.0977,-298.623,3.043,14,7,8,23
NaI136,136,8,9,47.66,17.02,-25.58,28,1194.62,0.0977,-290.468,2.967,14,8,8,24
NaI137,137,8,9,51.59,25.96,-23.92,27.99,1193.43,0.0977,-202.295,3.23,14,9,8,25
NaI138,138,8,9,47.76,25.67,-17.04,27.97,1200.72,0.0977,-272.684,2.924,14,10,8,26
NaI139,139,8,9,47.81,29.1,-10.21,27.96,1199.95,0.0977,-311.157,3.406,14,11,8,27
NaI140,140,8,9,47.86,30.7,-3.42,27.96,1193.99,0.0977,-254.341,2.865,14,12,8,28
NaI141,141,8,9,47.87,30.67,3.44,27.92,1193.49,0.0977,-315.36,2.923,14,13,8,29
NaI142,142,8,9,47.89,29.16,10.25,27.94,1203.25,0.0977,-383.264,3.314,14,14,8,30
NaI143,143,8,9,47.72,25.63,17.01,27.97,1195.54,0.0977,-313.619,3.538,14,15,8,31
NaI144,144,8,9,51.64,25.92,23.95,27.93,1195.09,0.0977,-321.551,3.909,14,16,8,32
NaI145,145,8,9,47.75,17.02,25.65,27.96,1194.54,0.0977,-207.884,2.86,14,17,8,33
NaI146,146,8,9,47.79,10.2,29.11,27.98,1199.42,0.0977,-227.581,3.107,14,18,8,34
NaI147,147,8,9,47.86,3.42,30.69,27.94,1198.11,0.0977,-287.278,3.006,14,19,8,35
NaI148,148,8,9,47.9,-3.39,30.71,27.92,1194.04,0.0977,-226.211,2.988,14,20,8,36
NaI149,149,8,9,47.91,-10.21,29.21,27.95,1200.48,0.0977,-279.09,3.025,14,21,8,37
NaI150,150,8,9,47.76,-17.02,25.66,27.96,1200.98,0.0977,-316.129,2.92,14,22,8,38
NaI151,151,8,9,51.61,-25.9,23.92,27.93,1193.71,0.0977,-220.758,2.99,14,23,8,39
NaI152,152,8,9,47.77,-25.65,17.05,27.96,1196.15,0.0977,-272.406,2.955,14,24,8,40
NaI153,153,8,9,47.85,-29.13,10.24,27.94,1197.69,0.0977,-269.31,2.715,14,25,8,41
NaI154,154,8,9,47.88,-30.68,3.43,27.92,1198.37,0.0977,-334.679,3.169,17,7,6,119
NaI155,155,8,9,47.95,-30.75,-3.47,27.92,1202.72,0.0977,-244.671,3.223,14,27,8,43
NaI156,156,8,9,47.87,-29.16,-10.23,27.96,1200.33,0.0977,-231.784,2.731,14,28,8,44
NaI157,157,8,9,47.82,-25.75,-17.03,27.97,1202.02,0.0977,-287.618,3.132,14,29,8,45
NaI158,158,8,9,51.63,-25.99,-23.91,27.97,1193.39,0.0977,-248.638,3.718,17,8,8,112
NaI159,159,8,9,47.82,-17.03,-25.72,27.95,1204.43,0.0977,-274.085,2.995,14,31,8,47
NaI160,160,8,9,47.85,-10.24,-29.14,27.96,1191.71,0.0977,-245.674,2.712,15,0,8,48
NaI161,161,8,9,47.86,-3.41,-30.66,27.91,1195.4,0.0977,-280.709,2.916,15,1,8,49
NaI162,162,8,10,39.57,18.93,-25.76,38.69,1112.94,0.0977,-383.575,3.097,15,2,8,50
NaI163,163,8,10,39.61,25.75,-18.94,38.63,1190.7,0.0977,-347.352,3.242,15,3,8,51
NaI164,164,8,10,39.6,25.72,18.94,38.61,1194.43,0.0977,-361.656,3.359,15,4,8,52
NaI165,165,8,10,39.62,18.93,25.76,38.61,1189.3,0.0977,-354.579,3.144,15,5,8,53
NaI166,166,8,10,39.59,-18.93,25.76,38.65,1112.27,0.0977,-410.008,3.279,15,6,8,54
NaI167,167,8,10,39.54,-25.76,18.94,38.73,1190.69,0.0977,-385.35,3.22,15,7,8,55
NaI168,168,8,10,39.57,-25.74,-18.91,38.65,1195.9,0.0977,-440.337,3.481,15,8,8,56
NaI169,169,8,10,39.61,-18.9,-25.79,38.63,1190,0.0977,-326.626,3.592,15,9,8,57
NaI170,170,8,10,34.69,4.28,-26.97,39.45,1205.22,0.0977,-303.572,3.239,15,10,8,58
NaI171,171,8,10,36.76,12.07,-25.79,38.11,1193.45,0.0977,-313.015,2.929,15,11,8,59
NaI172,172,8,10,35.05,18.91,-18.91,38.12,1197.74,0.0977,-362.035,2.846,15,12,8,60
NaI173,173,8,10,36.76,25.79,-12.04,38.1,1198.3,0.0977,-382.196,3.312,15,13,8,61
NaI174,174,8,10,34.84,26.99,-4.35,39.27,1206.63,0.0977,-390.54,3.099,15,14,8,62
NaI175,175,8,10,34.8,26.98,4.33,39.32,1206,0.0977,-296.889,3.135,15,15,8,63
NaI176,176,8,10,36.72,25.8,12.04,38.17,1196.2,0.0977,-414.058,3.245,15,16,8,64
NaI177,177,8,10,35,18.89,18.93,38.18,1179.91,0.0977,-349.659,3.343,15,17,8,65
NaI178,178,8,10,36.78,12.07,25.81,38.11,1188.57,0.0977,-277.752,3.196,15,18,8,66
NaI179,179,8,10,34.86,4.3,26.99,39.23,1208.84,0.0977,-362.755,3.126,15,19,8,67
NaI180,180,8,10,34.92,-4.35,27,39.18,1210.48,0.0977,-343.73,3.179,15,20,8,68
NaI181,181,8,10,36.76,-12.08,25.79,38.12,1200.82,0.0977,-546.537,5.123,15,21,8,69
