NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch,,,,,,,,
NaI210,210,8,10,24.09,11.93,11.92,37.72,1175.54,0.0977,-231.0322,2.950175,11,18,21,98,,,,,,,,
NaI211,211,8,10,23.72,4.22,16.43,38.61,1187.97,0.0977,-404.695782,3.542599,12,12,20,12,,,,,,,,
NaI212,212,8,10,23.7,-4.27,16.41,38.64,1189.44,0.0977,-301.092516,3.39171,11,20,21,100,,,,,,,,
NaI213,213,8,10,24.08,-11.91,11.91,37.68,1178.73,0.0977,-364.133,3.787,11,21,21,101,,,,,,,,
NaI214,214,8,10,23.74,-16.43,4.25,38.58,1193.68,0.0977,-383.392703,3.223068,11,22,21,102,,,,,,,,
NaI215,215,8,10,23.72,-16.41,-4.28,38.61,1194.73,0.0977,-292.29634,3.28394,11,23,21,103,,,,,,,,
NaI216,216,8,10,24.08,-11.94,-11.9,37.73,1178.04,0.0977,-314.529307,3.730701,12,11,20,11,,,,,,,,
NaI217,217,8,10,23.72,-4.25,-16.41,38.59,1193.52,0.0977,-331.22015,3.08595,11,25,21,105,,,,,,,,
NaI218,218,8,10,16.91,4.2,-11.03,38.85,1193.59,0.0977,-344.649376,3.297136,11,26,21,106,,,,,,,,
NaI219,219,8,10,16.85,11.02,-4.24,38.99,1189.13,0.0977,-364.261708,4.439979,11,27,21,107,,,,,,,,
NaI220,220,8,10,16.87,11.02,4.24,38.92,1190.72,0.0977,-406.409664,4.347219,11,28,21,108,,,,,,,,
NaI221,221,8,10,16.89,4.24,11.04,38.93,1196.5,0.0977,-331.088664,3.226816,11,29,21,109,,,,,,,,
NaI222,222,8,10,16.89,-4.25,11.02,38.92,1195.33,0.0977,-388.94746,3.28918,11,30,21,110,,,,,,,,
NaI223,223,8,10,16.94,-11.05,4.25,38.85,1195.21,0.0977,-347.15786,3.390828,11,31,21,111,,,,,,,,
NaI224,224,8,10,16.89,-11.01,-4.25,38.88,1193.61,0.0977,-290.060192,3.199944,12,4,20,4,,,,,,,,
NaI225,225,8,10,16.89,-4.22,-11.04,38.93,1194.61,0.0977,-290.471727,2.908473,12,5,20,5,,,,,,,,
NaI226,226,8,10,0,0,0,0,0,0.0977,0,0,0,0,22,127,,,,,,,,
NaI227,227,8,10,0,0,0,0,0,0.0977,0,0,0,0,21,127,,,,,,,,
NaI228,228,8,10,0,0,0,0,0,0.0977,0,0,0,0,20,127,,,,,,,,
BNU1-1,300,8,8,0,0,0,0,0,0.0977,-363.613262,3.480477,13,0,20,48,,,,,,,,
BNU1-2,301,8,8,0,0,0,0,0,0.0977,-286.385,3.529,13,1,20,49,,,,,,,,
BNU1-3,302,8,8,0,0,0,0,0,0.0977,-342.477945,3.706218,13,2,20,50,,,,,,,,
BNU1-4,303,8,8,0,0,0,0,0,0.0977,-358.704364,3.536912,13,3,20,51,,,,,,,,
BNU2-1,304,8,8,0,0,0,0,0,0.0977,-371.90902,3.600696,13,4,20,52,,,,,,,,
BNU2-2,305,8,8,0,0,0,0,0,0.0977,-286.557536,3.640504,13,5,20,53,,,,,,,,
BNU2-3,306,8,8,0,0,0,0,0,0.0977,-284.478941,3.576888,13,6,20,54,,,,,,,,
BNU2-4,307,8,8,0,0,0,0,0,0.0977,-342.475186,3.519994,13,7,20,55,,,,,,,,
BNU3-1,308,8,8,0,0,0,0,0,0.0977,-331.076,3.002,13,8,20,56,,,,,,,,
BNU3-2,309,8,8,0,0,0,0,0,0.0977,-319.286196,3.46969,13,9,20,57,,,,,,,,
BNU3-3,310,8,8,0,0,0,0,0,0.0977,-329.255156,3.480988,13,10,20,58,,,,,,,,
BNU3-4,311,8,8,0,0,0,0,0,0.0977,-375.161524,3.564258,13,11,20,59,,,,,,,,
BNU4-1,312,8,8,0,0,0,0,0,0.0977,-341.244336,3.489984,13,12,20,60,,,,,,,,
BNU4-2,313,8,8,0,0,0,0,0,0.0977,-326.1181,3.681622,13,13,20,61,,,,,,,,
BNU4-3,314,8,8,0,0,0,0,0,0.0977,-398.877218,3.441104,13,14,20,62,,,,,,,,
BNU4-4,315,8,8,0,0,0,0,0,0.0977,-354.576758,3.527344,13,15,20,63,,,,,,,,
BUN5-1,316,8,8,0,0,0,0,0,0.0977,-360.559557,3.378618,13,16,20,64,,,,,,,,
BNU5-2,317,8,8,0,0,0,0,0,0.0977,-259.913658,3.358452,13,17,20,65,,,,,,,,
BNU5-3,318,8,8,0,0,0,0,0,0.0977,-360.66694,3.3761,13,18,20,66,,,,,,,,
BNU5-4,319,8,8,0,0,0,0,0,0.0977,-404.661976,3.592083,13,19,20,67,,,,,,,,
BNU6-1,320,8,8,0,0,0,0,0,0.0977,-359.647856,3.3396,13,20,20,68,,,,,,,,
BNU6-2,321,8,8,0,0,0,0,0,0.0977,-430.23435,3.519005,13,21,20,69,,,,,,,,
BNU6-3,322,8,8,0,0,0,0,0,0.0977,-297.2645,3.34356,13,22,20,70,,,,,,,,
BNU6-4,323,8,8,0,0,0,0,0,0.0977,-361.682718,3.451554,13,23,20,71,,,,,,,,
BNU7-1,324,8,8,0,0,0,0,0,0.0977,-382.0036,3.496992,13,24,20,72,,,,,,,,
BNU7-2,325,8,8,0,0,0,0,0,0.0977,-411.143828,3.425571,13,25,20,73,,,,,,,,
BNU7-3,326,8,8,0,0,0,0,0,0.0977,-313.288682,3.45234,13,26,20,74,,,,,,,,
BNU7-4,327,8,8,0,0,0,0,0,0.0977,-305.630704,3.153359,13,27,20,75,,,,,,,,
BNU8-1,328,8,8,0,0,0,0,0,0.0977,-386.979925,3.359637,13,28,20,76,,,,,,,,
BNU8-2,329,8,8,0,0,0,0,0,0.0977,-365.651015,3.754751,13,29,20,77,,,,,,,,
BNU8-3,330,8,8,0,0,0,0,0,0.0977,-377.404725,3.124968,13,30,20,78,,,,,,,,
BNU8-4,331,8,8,0,0,0,0,0,0.0977,-352.43673,3.511946,13,31,20,79,,,,,,,,
BUN9-1,332,8,8,0,0,0,0,0,0.0977,-185.748743,3.057939,14,8,20,88,,,,,,,,
BNU9-2,333,8,8,0,0,0,0,0,0.0977,-308.992948,3.599208,14,9,20,89,,,,,,,,
BNU9-3,334,8,8,0,0,0,0,0,0.0977,-315.985665,3.384358,14,10,20,90,,,,,,,,
BNU9-4,335,8,8,0,0,0,0,0,0.0977,-229.076017,3.443925,14,11,20,91,,,,,,,,
BNU10-1,336,8,8,0,0,0,0,0,0.0977,-395.9827,3.58182,14,12,20,92,,,,,,,,
BNU10-2,337,8,8,0,0,0,0,0,0.0977,-312.947892,3.488508,14,13,20,93,,,,,,,,
BNU10-3,338,8,8,0,0,0,0,0,0.0977,-214.71428,3.4364,14,14,20,94,,,,,,,,
BNU10-4,339,8,8,0,0,0,0,0,0.0977,-251.046895,3.320435,14,15,20,95,,,,,,,,
CR1-1,350,8,8,0,152.87,288.65,223.5,0,0.0977,-251.854235,2.661395,14,16,20,96,,,,b1,a1,,b2,a2
CR1-2,351,8,8,0,152.87,288.65,249.2,0,0.0977,-249.027,2.727319,14,17,20,97,,-251.854235,2.661395,-280.595,2.915,350,4.329,0.913
CR1-3,352,8,8,0,178.57,288.65,249.2,0,0.0977,-259.205848,2.875824,14,18,20,98,,-249.027,2.727319,-260,2.803,351,3.953,0.973
CR1-4,353,8,8,0,178.57,288.65,223.5,0,0.0977,-242.293103,2.670712,14,19,20,99,,-259.205848,2.875824,-253.481,2.853,352,-3.697,1.008
CR2-1,354,8,8,0,332.92,-43.05,225.93,0,0.0977,-260.983668,2.568594,14,20,20,100,,-242.293103,2.670712,-246.757,2.728,353,-0.718,0.979
CR2-2,355,8,8,0,332.92,-68.75,225.93,0,0.0977,-147.17864,1.78654,14,21,20,101,,-260.983668,2.568594,-271.098,2.659,354,0.897,0.966
CR2-3,356,8,8,0,332.92,-68.75,251.63,0,0.0977,-158.63508,1.68831,14,22,20,102,,-147.17864,1.78654,-149.818,1.823,355,-0.357,0.98
CR2-4,357,8,8,0,332.92,-43.05,251.63,0,0.0977,-299.769063,2.923991,14,23,20,103,,-158.63508,1.68831,-171.84,1.755,356,6.675,0.962
CK-1,358,8,8,0,292.92,-97.45,249.2,0,0.0977,-231.81672,2.51328,14,24,20,104,,-299.769063,2.923991,-327.657,3.049,357,14.454,0.959
CK-2,359,8,8,0,292.92,-97.45,223.5,0,0.0977,-245.91285,2.6364,14,25,20,105,,-231.81672,2.51328,-245.357,2.618,358,3.726,0.96
CK-3,360,8,8,0,292.92,-123.15,223.5,0,0.0977,-212.631374,2.406306,14,26,20,106,,-245.91285,2.6364,-250.486,2.704,359,-1.689,0.975
CK-4,361,8,8,0,292.92,-123.15,249.2,0,0.0977,-206.35708,2.63424,14,27,20,107,,-212.631374,2.406306,-223.489,2.491,360,3.259,0.966
C_H-1,362,8,8,0,262.92,-181.55,223.5,0,0.0977,-218.42562,1.7776,14,28,20,108,,-206.35708,2.63424,-219.273,2.744,361,4.145,0.96
C_H-2,363,8,8,0,262.92,-181.55,249.2,0,0.0977,0,0,14,29,20,109,,-218.42562,1.7776,-197.162,1.76,362,-19.292,1.01
C_H-3,364,8,8,0,262.92,-155.85,249.2,0,0.0977,-185.003175,1.77707,14,30,20,110,,0,0,0,0,363,0,0
C_H-4,365,8,8,0,262.92,-155.85,223.5,0,0.0977,-185.003175,1.77707,14,31,20,111,,-185.003175,1.77707,-198.765,1.786,364,12.768,0.995
S1-1,400,8,8,0,0,0,0,0,0.0977,-322.831,2.586,12,16,20,32,,0,0,-198.765,1.786,365,0,0
S1-2,401,8,8,0,0,0,0,0,0.0977,-300.796,2.806,12,17,20,33,,,,,,,,
S1-3,402,8,8,0,0,0,0,0,0.0977,-232.441,2.459,12,18,20,34,,,,,,,,
S1-4,403,8,8,0,0,0,0,0,0.0977,-316.362,2.733,12,19,20,35,,,,,,,,
S2-1,404,8,8,0,0,0,0,0,0.0977,-207.957,1.762,12,20,20,36,,,,,,,,
S2-2,405,8,8,0,0,0,0,0,0.0977,-259.327,2.08,12,21,20,37,,,,,,,,
S2-3,406,8,8,0,0,0,0,0,0.0977,-296.835,2.666,12,22,20,38,,,,,,,,
S2-4,407,8,8,0,0,0,0,0,0.0977,-269.598,2.191,12,23,20,39,,,,,,,,
Q1-1,408,8,8,0,0,0,0,0,0.0977,-282.054,2.599,12,24,20,40,,,,,,,,
Q1-2,409,8,8,0,0,0,0,0,0.0977,-347.028,2.677,12,25,20,41,,,,,,,,
Q1-3,410,8,8,0,0,0,0,0,0.0977,-327.925,2.526,12,26,20,42,,,,,,,,
Q1-4,411,8,8,0,0,0,0,0,0.0977,-393.52,2.894,12,27,20,43,,,,,,,,
Q2-1,412,8,8,0,0,0,0,0,0.0977,-278.404,2.528,12,28,20,44,,,,,,,,
Q2-2,413,8,8,0,0,0,0,0,0.0977,-370.857,2.857,12,29,20,45,,,,,,,,
Q2-3,414,8,8,0,0,0,0,0,0.0977,-264.15,2.73,12,30,20,46,,,,,,,,
Q2-4,415,8,8,0,0,0,0,0,0.0977,-355.467,2.82,12,31,20,47,,,,,,,,
