NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI0,0,8,1,125.95,-4.17,-24.86,-18.28,583.496,0.0977,-254.615,1.669,5,0,22,0
NaI1,1,8,1,125.85,11.32,-22.61,-18.27,585.237,0.0977,-172.299,1.745,5,1,22,1
NaI2,2,8,1,125.76,22.42,-11.7,-18.22,1211.34,0.0977,-180.791,1.97,5,2,22,2
NaI3,3,8,1,125.75,25.05,3.75,-18.24,1212.95,0.0977,-438.038,4.561,5,3,22,3
NaI4,4,8,1,125.9,18.05,17.6,-18.25,1212.49,0.0977,-146.665,1.608,5,4,22,4
NaI5,5,8,1,125.73,4.06,25.05,-18.26,1210.84,0.0977,-216.879,1.747,5,5,22,5
NaI6,6,8,1,125.85,-11.27,22.55,-18.22,1213.05,0.0977,-177.176,1.709,5,6,22,6
NaI7,7,8,1,125.89,-22.35,11.72,-18.26,1214.12,0.0977,-183.985,1.75,5,7,22,7
NaI8,8,8,1,125.88,-24.96,-3.75,-18.26,1214.74,0.0977,-182.15,1.734,5,8,22,8
NaI9,9,8,1,125.84,-18.04,-17.77,-18.29,1214.14,0.0977,-117.221,1.622,5,9,22,9
NaI10,10,8,2,117.31,4.46,-25.19,-13.21,1214.18,0.0977,-174.018,1.646,5,10,22,10
NaI11,11,8,2,117.25,18.62,-17.68,-13.22,1212.24,0.0977,-186.182,1.778,5,11,22,11
NaI12,12,8,2,117.23,25.42,-3.44,-13.2,1213.75,0.0977,-181.301,1.638,5,12,22,12
NaI13,13,8,2,117.13,22.64,12.26,-13.19,1214.34,0.0977,-142.793,1.629,5,13,22,13
NaI14,14,8,2,117.2,11.06,23.18,-13.2,1213.12,0.0977,-259.421,1.605,5,14,22,14
NaI15,15,8,2,117.2,-4.71,25.25,-13.2,1210.78,0.0977,-179.678,1.568,5,15,22,15
NaI16,16,8,2,117.21,-18.68,17.65,-13.21,1213.38,0.0977,-171.557,1.543,5,16,22,16
NaI17,17,8,2,117.29,-25.34,3.45,-13.19,1208.73,0.0977,-191.541,1.631,5,17,22,17
NaI18,18,8,2,117.16,-22.67,-12.23,-13.21,1213.11,0.0977,-211.806,1.626,5,18,22,18
NaI19,19,8,2,117.17,-11.17,-23.15,-13.2,1210.8,0.0977,-285.186,1.702,5,19,22,19
NaI20,20,8,3,105.17,-0.63,-30.53,-8.28,1211.58,0.0977,-181.954,1.63,5,20,22,20
NaI21,21,8,3,105.19,14.54,-26.76,-8.27,1207.3,0.0977,-158.483,1.648,5,21,22,21
NaI22,22,8,3,105.26,25.93,-15.9,-8.3,1211.36,0.0977,-163.405,1.597,5,22,22,22
NaI23,23,8,3,105.19,30.46,-0.76,-8.27,1211.32,0.0977,-192.789,1.579,5,23,22,23
NaI24,24,8,3,105.3,26.72,14.5,-8.31,1210.51,0.0977,-166.661,1.567,5,24,22,24
NaI25,25,8,3,105.25,15.88,25.93,-8.29,1211.87,0.0977,-181.163,1.549,5,25,22,25
NaI26,26,8,3,105.18,0.7,30.51,-8.28,1212.16,0.0977,-156.248,1.636,5,26,22,26
NaI27,27,8,3,105.2,-14.53,26.81,-8.28,1213.64,0.0977,-182.417,1.637,5,27,22,27
NaI28,28,8,3,105.15,-25.99,15.96,-8.26,1212.99,0.0977,-180.082,1.586,5,28,22,28
NaI29,29,8,3,105.24,-30.42,0.67,-8.29,1209.89,0.0977,-152.818,1.657,5,29,22,29
NaI30,30,8,3,105.25,-26.72,-14.53,-8.29,1213.02,0.0977,-202.604,1.622,5,30,22,30
