NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch,,,,,b1,a1,,b2,a2,,,b new,a new
NaI144,144,8,9,51.64,25.92,23.95,27.93,1195.09,0.0977,-364.452706,3.72138,9,16,21,32,,,,,-336.979,3.67,144,-22.756,1.014,,,-364.452706,3.72138
NaI145,145,8,9,47.75,17.02,25.65,27.96,1194.54,0.0977,-227.535765,3.001935,9,17,21,33,,,,,-225.553,2.987,145,-0.855,1.005,,,-227.535765,3.001935
NaI146,146,8,9,47.79,10.2,29.11,27.98,1199.42,0.0977,-374.987784,3.221554,9,18,21,34,,,,,-384.536,3.241,146,7.241,0.994,,,-374.987784,3.221554
NaI147,147,8,9,47.86,3.42,30.69,27.94,1198.11,0.0977,-309.55059,3.16776,9,19,21,35,,,,,-304.118,3.152,147,-3.912,1.005,,,-309.55059,3.16776
NaI148,148,8,9,47.9,-3.39,30.71,27.92,1194.04,0.0977,-212.899688,3.093714,9,20,21,36,,,,,-199.692,3.051,148,-10.412,1.014,,,-212.899688,3.093714
NaI149,149,8,9,47.91,-10.21,29.21,27.95,1200.48,0.0977,-189.225872,3.05308,9,21,21,37,,,,,-180.742,3.005,149,-5.592,1.016,,,-189.225872,3.05308
NaI150,150,8,9,47.76,-17.02,25.66,27.96,1200.98,0.0977,-239.834864,2.801386,9,22,21,38,,,,,-244.568,2.807,150,4.244,0.998,,,-239.834864,2.801386
NaI151,151,8,9,51.61,-25.9,23.92,27.93,1193.71,0.0977,-247.397456,3.035078,9,23,21,39,,,,,-240.152,3.026,151,-6.525,1.003,,,-247.397456,3.035078
NaI152,152,8,9,47.77,-25.65,17.05,27.96,1196.15,0.0977,-370.456,3.127,9,24,21,40,,,,,-373.958,3.127,152,3.502,1,,,-370.456,3.127
NaI153,153,8,9,47.85,-29.13,10.24,27.94,1197.69,0.0977,-275.534832,2.903568,9,25,21,41,,,,,-271.208,2.892,153,-3.242,1.004,,,-275.534832,2.903568
NaI154,154,8,9,47.88,-30.68,3.43,27.92,1198.37,0.0977,-383.124128,3.51597,12,7,20,7,,,,,-374.688,3.495,154,-6.188,1.006,,,-383.124128,3.51597
NaI155,155,8,9,47.95,-30.75,-3.47,27.92,1202.72,0.0977,-331.389106,3.469694,9,27,21,43,,,,,-323.851,3.449,155,-5.595,1.006,,,-331.389106,3.469694
NaI156,156,8,9,47.87,-29.16,-10.23,27.96,1200.33,0.0977,-264.556144,2.863716,9,28,21,44,,,,,-260.572,2.858,156,-3.463,1.002,,,-264.556144,2.863716
NaI157,157,8,9,47.82,-25.75,-17.03,27.97,1202.02,0.0977,-234.37751,3.124242,9,29,21,45,,,,,-209.695,3.069,157,-20.908,1.018,,,-234.37751,3.124242
NaI158,158,8,9,51.63,-25.99,-23.91,27.97,1193.39,0.0977,-441.744656,3.657024,12,8,20,8,,,,,-436.457,3.628,158,-1.796,1.008,,,-441.744656,3.657024
NaI159,159,8,9,47.82,-17.03,-25.72,27.95,1204.43,0.0977,-343.993493,3.140393,9,31,21,47,,,,,-343.831,3.131,159,0.869,1.003,,,-343.993493,3.140393
NaI160,160,8,9,47.85,-10.24,-29.14,27.96,1191.71,0.0977,-274.81307,2.7939,10,0,21,48,,,,,-263.614,2.78,160,-9.881,1.005,,,-274.81307,2.7939
NaI161,161,8,9,47.86,-3.41,-30.66,27.91,1195.4,0.0977,-355.149688,3.493728,10,1,21,49,,,,,-344.211,3.466,161,-8.185,1.008,,,-355.149688,3.493728
NaI162,162,8,10,39.57,18.93,-25.76,38.69,1112.94,0.0977,-290.325525,3.155392,10,2,21,50,,,,,-207.725,3.008,162,-72.422,1.049,,,-290.325525,3.155392
NaI163,163,8,10,39.61,25.75,-18.94,38.63,1190.7,0.0977,-406.437184,4.04238,10,3,21,51,,,,,-286.738,3.785,163,-100.201,1.068,,,-406.437184,4.04238
NaI164,164,8,10,39.6,25.72,18.94,38.61,1194.43,0.0977,-333.696828,3.263733,10,4,21,52,,,,,-202.852,2.997,164,-112.791,1.089,,,-333.696828,3.263733
NaI165,165,8,10,39.62,18.93,25.76,38.61,1189.3,0.0977,-362.321253,4.156767,10,5,21,53,,,,,-381.977,4.203,165,15.454,0.989,,,-362.321253,4.156767
NaI166,166,8,10,39.59,-18.93,25.76,38.65,1112.27,0.0977,-315.847725,3.3462,10,6,21,54,,,,,-350.171,3.432,166,25.569,0.975,,,-315.847725,3.3462
NaI167,167,8,10,39.54,-25.76,18.94,38.73,1190.69,0.0977,-399.178474,4.004949,10,7,21,55,,,,,-405.842,4.017,167,5.446,0.997,,,-399.178474,4.004949
NaI168,168,8,10,39.57,-25.74,-18.91,38.65,1195.9,0.0977,-294.494052,3.689304,10,8,21,56,,,,,-220.172,3.544,168,-65.295,1.041,,,-294.494052,3.689304
NaI169,169,8,10,39.61,-18.9,-25.79,38.63,1190,0.0977,-357.350448,3.113374,10,9,21,57,,,,,-289.072,3.011,169,-58.45,1.034,,,-357.350448,3.113374
NaI170,170,8,10,34.69,4.28,-26.97,39.45,1205.22,0.0977,-338.247268,3.345186,10,10,21,58,,,,,-309.662,3.299,170,-24.25,1.014,,,-338.247268,3.345186
NaI171,171,8,10,36.76,12.07,-25.79,38.11,1193.45,0.0977,-353.601628,3.239166,10,11,21,59,,,,,-360.196,3.262,171,4.073,0.993,,,-353.601628,3.239166
NaI172,172,8,10,35.05,18.91,-18.91,38.12,1197.74,0.0977,-284.572605,2.943252,10,12,21,60,,,,,-296.485,2.964,172,9.837,0.993,,,-284.572605,2.943252
NaI173,173,8,10,36.76,25.79,-12.04,38.1,1198.3,0.0977,-422.632788,3.789093,10,13,21,61,,,,,-437.324,3.839,173,9.006,0.987,,,-422.632788,3.789093
NaI174,174,8,10,34.84,26.99,-4.35,39.27,1206.63,0.0977,-295.428816,3.029103,10,14,21,62,,,,,-308.168,3.069,174,8.733,0.987,,,-295.428816,3.029103
NaI175,175,8,10,34.8,26.98,4.33,39.32,1206,0.0977,-360.228325,3.232305,10,15,21,63,,,,,-297.095,3.123,175,-52.735,1.035,,,-360.228325,3.232305
NaI176,176,8,10,36.72,25.8,12.04,38.17,1196.2,0.0977,-390.35704,3.62893,10,16,21,64,,,,,-362.004,3.593,176,-24.733,1.01,,,-390.35704,3.62893
NaI177,177,8,10,35,18.89,18.93,38.18,1179.91,0.0977,-355.464828,3.519872,10,17,21,65,,,,,-300.351,3.424,177,-46.704,1.028,,,-355.464828,3.519872
NaI178,178,8,10,36.78,12.07,25.81,38.11,1188.57,0.0977,-313.246986,3.375494,10,18,21,66,,,,,-250.806,3.274,178,-54.666,1.031,,,-313.246986,3.375494
NaI179,179,8,10,34.86,4.3,26.99,39.23,1208.84,0.0977,-427.272222,3.182352,10,19,21,67,,,,,-417.611,3.176,179,-8.826,1.002,,,-427.272222,3.182352
NaI180,180,8,10,34.92,-4.35,27,39.18,1210.48,0.0977,-331.139608,3.200967,10,20,21,68,,,,,-305.896,3.129,180,-18.208,1.023,,,-331.139608,3.200967
NaI181,181,8,10,36.76,-12.08,25.79,38.12,1200.82,0.0977,-571.963248,5.530936,10,21,21,69,,,,,-480.244,5.308,181,-71.549,1.042,,,-571.963248,5.530936
NaI182,182,8,10,34.99,-18.9,18.87,38.15,1193.32,0.0977,-319.728428,3.548787,10,22,21,70,,,,,-270.236,3.469,182,-43.277,1.023,,,-319.728428,3.548787
NaI183,183,8,10,36.73,-25.8,12.05,38.15,1194.13,0.0977,-325.528629,2.732495,10,23,21,71,,,,,-253.017,2.635,183,-63.15,1.037,,,-325.528629,2.732495
NaI184,184,8,10,34.91,-27,4.35,39.19,1209.11,0.0977,-408.32104,3.303324,10,24,21,72,,,,,-351.84,3.204,184,-45.574,1.031,,,-408.32104,3.303324
NaI185,185,8,10,34.83,-26.98,-4.32,39.27,1211.14,0.0977,-294.692892,3.123232,10,25,21,73,,,,,-247.086,3.056,185,-42.171,1.022,,,-294.692892,3.123232
NaI186,186,8,10,36.67,-25.8,-12.07,38.25,1199.24,0.0977,-335.30995,3.42837,10,26,21,74,,,,,-344.105,3.463,186,5.354,0.99,,,-335.30995,3.42837
NaI187,187,8,10,35.04,-18.91,-18.89,38.11,1193.59,0.0977,-321.170005,3.252821,10,27,21,75,,,,,-326.545,3.289,187,1.783,0.989,,,-321.170005,3.252821
NaI188,188,8,10,36.67,-12.06,-25.78,38.21,1194.59,0.0977,-371.957168,3.273984,10,28,21,76,,,,,-352.646,3.248,188,-16.49,1.008,,,-371.957168,3.273984
NaI189,189,8,10,34.79,-4.37,-26.98,39.33,1209.96,0.0977,-290.046207,3.122196,10,29,21,77,,,,,-269.009,3.052,189,-14.85,1.023,,,-290.046207,3.122196
NaI190,190,8,10,29.59,4.3,-21.68,38.93,1192.25,0.0977,-220.887938,3.405444,12,9,20,9,,,,,-232.177,3.426,190,9.896,0.994,,,-220.887938,3.405444
NaI191,191,8,10,30.42,12.03,-18.78,37.99,1179.14,0.0977,-259.253398,3.381795,12,10,20,10,,,,,-237.218,3.345,191,-19.426,1.011,,,-259.253398,3.381795
NaI192,192,8,10,30.43,18.79,-12,37.96,1186.55,0.0977,-509.385488,5.78764,11,0,21,80,,,,,-476.446,5.63,192,-19.599,1.028,,,-509.385488,5.78764
NaI193,193,8,10,29.62,21.71,-4.26,38.92,1198.91,0.0977,-268.590396,3.420354,11,1,21,81,,,,,-286.934,3.441,193,16.622,0.994,,,-268.590396,3.420354
NaI194,194,8,10,29.59,21.7,4.29,38.95,1198.27,0.0977,-220.714888,3.321318,11,2,21,82,,,,,-180.144,3.234,194,-35.707,1.027,,,-220.714888,3.321318
NaI195,195,8,10,30.44,18.81,12.01,37.98,1185.56,0.0977,-278.756397,3.609555,11,3,21,83,,,,,-286.229,3.635,195,5.469,0.993,,,-278.756397,3.609555
NaI196,196,8,10,30.46,12,18.8,37.94,1184.67,0.0977,-317.801354,3.448614,11,4,21,84,,,,,-287.311,3.401,196,-26.468,1.014,,,-317.801354,3.448614
NaI197,197,8,10,29.62,4.27,21.7,38.89,1199.94,0.0977,-199.85931,2.730166,11,5,21,85,,,,,-198.77,2.722,197,-0.493,1.003,,,-199.85931,2.730166
NaI198,198,8,10,29.6,-4.23,21.71,38.94,1200.03,0.0977,-294.73992,3.115252,11,6,21,86,,,,,-255.72,3.007,198,-29.814,1.036,,,-294.73992,3.115252
NaI199,199,8,10,30.49,-12.02,18.82,37.93,1181.69,0.0977,-318.32663,3.65706,11,7,20,0,,,,,-329.937,3.694,199,8.311,0.99,,,-318.32663,3.65706
NaI200,200,8,10,30.47,-18.82,12.03,37.97,1185.72,0.0977,-358.034933,3.640305,11,8,21,88,,,,,-344.419,3.615,200,-11.205,1.007,,,-358.034933,3.640305
NaI201,201,8,10,29.6,-21.71,4.26,38.94,1200.03,0.0977,-197.4944,3.229528,11,9,21,89,,,,,-193.3,3.236,201,-4.581,0.998,,,-197.4944,3.229528
NaI202,202,8,10,29.61,-21.72,-4.3,38.96,1199.64,0.0977,-305.560656,3.102624,11,10,21,90,,,,,-290.082,3.078,202,-13.158,1.008,,,-305.560656,3.102624
NaI203,203,8,10,30.47,-18.81,-12.02,37.94,1189.61,0.0977,-266.598,3.541,11,11,21,91,,,,,-259.14,3.541,203,-7.458,1,,,-266.598,3.541
NaI204,204,8,10,30.45,-12,-18.84,37.99,1192.72,0.0977,-302.959876,3.670326,11,12,21,92,,,,,-297.124,3.674,204,-6.133,0.999,,,-302.959876,3.670326
NaI205,205,8,10,29.6,-4.32,-21.69,38.93,1201.26,0.0977,-299.745917,2.94405,11,13,21,93,,,,,-263.149,2.85,205,-27.913,1.033,,,-299.745917,2.94405
NaI206,206,8,10,23.6,4.22,-16.39,38.74,1198.31,0.0977,-379.368128,3.230604,11,14,21,94,,,,,-362.152,3.186,206,-12.146,1.014,,,-379.368128,3.230604
NaI207,207,8,10,24.09,11.91,-11.93,37.7,1198.78,0.0977,-291.068602,3.586352,11,15,21,95,,,,,-313.233,3.608,207,20.285,0.994,,,-291.068602,3.586352
NaI208,208,8,10,23.68,16.41,-4.25,38.65,1189.39,0.0977,-544.236248,6.35684,11,16,21,96,,,,,-513.784,6.22,208,-19.149,1.022,,,-544.236248,6.35684
NaI209,209,8,10,23.72,16.4,4.23,38.54,1190.96,0.0977,-300.454584,3.823344,11,17,21,97,,,,,-287.698,3.793,209,-10.455,1.008,,,-300.454584,3.823344
NaI210,210,8,10,24.09,11.93,11.92,37.72,1175.54,0.0977,-231.0322,2.950175,11,18,21,98,,,,,-232.96,2.965,210,0.763,0.995,,,-231.0322,2.950175
NaI211,211,8,10,23.72,4.22,16.43,38.61,1187.97,0.0977,-404.695782,3.542599,12,12,20,12,,,,,-396.198,3.511,211,-4.932,1.009,,,-404.695782,3.542599
NaI212,212,8,10,23.7,-4.27,16.41,38.64,1189.44,0.0977,-301.092516,3.39171,11,20,21,100,,,,,-260.798,3.255,212,-29.341,1.042,,,-301.092516,3.39171
NaI213,213,8,10,24.08,-11.91,11.91,37.68,1178.73,0.0977,-364.133,3.787,11,21,21,101,,,,,-360.311,3.787,213,-3.822,1,,,-364.133,3.787
NaI214,214,8,10,23.74,-16.43,4.25,38.58,1193.68,0.0977,-383.392703,3.223068,11,22,21,102,,,,,-371.973,3.188,214,-7.328,1.011,,,-383.392703,3.223068
NaI215,215,8,10,23.72,-16.41,-4.28,38.61,1194.73,0.0977,-292.29634,3.28394,11,23,21,103,,,,,-279.695,3.245,215,-9.245,1.012,,,-292.29634,3.28394
NaI216,216,8,10,24.08,-11.94,-11.9,37.73,1178.04,0.0977,-314.529307,3.730701,12,11,20,11,,,,,-339.099,3.757,216,22.196,0.993,,,-314.529307,3.730701
NaI217,217,8,10,23.72,-4.25,-16.41,38.59,1193.52,0.0977,-331.22015,3.08595,11,25,21,105,,,,,-283.843,2.939,217,-33.185,1.05,,,-331.22015,3.08595
NaI218,218,8,10,16.91,4.2,-11.03,38.85,1193.59,0.0977,-344.649376,3.297136,11,26,21,106,,,,,-338.344,3.284,218,-4.952,1.004,,,-344.649376,3.297136
NaI219,219,8,10,16.85,11.02,-4.24,38.99,1189.13,0.0977,-364.261708,4.439979,11,27,21,107,,,,,-346.516,4.383,219,-13.241,1.013,,,-364.261708,4.439979
NaI220,220,8,10,16.87,11.02,4.24,38.92,1190.72,0.0977,-406.409664,4.347219,11,28,21,108,,,,,-396.952,4.317,220,-6.679,1.007,,,-406.409664,4.347219
NaI221,221,8,10,16.89,4.24,11.04,38.93,1196.5,0.0977,-331.088664,3.226816,11,29,21,109,,,,,-322.479,3.176,221,-3.45,1.016,,,-331.088664,3.226816
NaI222,222,8,10,16.89,-4.25,11.02,38.92,1195.33,0.0977,-388.94746,3.28918,11,30,21,110,,,,,-315.778,3.074,222,-51.065,1.07,,,-388.94746,3.28918
NaI223,223,8,10,16.94,-11.05,4.25,38.85,1195.21,0.0977,-347.15786,3.390828,11,31,21,111,,,,,-312.635,3.273,223,-23.268,1.036,,,-347.15786,3.390828
NaI224,224,8,10,16.89,-11.01,-4.25,38.88,1193.61,0.0977,-290.060192,3.199944,12,4,20,4,,,,,-241.948,3.036,224,-35.047,1.054,,,-290.060192,3.199944
NaI225,225,8,10,16.89,-4.22,-11.04,38.93,1194.61,0.0977,-290.471727,2.908473,12,5,20,5,,,,,-201.739,2.661,225,-69.971,1.093,,,-290.471727,2.908473
NaI226,226,8,10,0,0,0,0,0,0.0977,0,0,0,0,22,127,,,,,0,1,226,0,0,,,0,0
NaI227,227,8,10,0,0,0,0,0,0.0977,0,0,0,0,21,127,,,,,0,1,227,0,0,,,0,0
NaI228,228,8,10,0,0,0,0,0,0.0977,0,0,0,0,20,127,,,,,0,1,228,0,0,,,0,0
BNU1-1,300,8,8,0,0,0,0,0,0.0977,-363.613262,3.480477,13,0,20,48,,,,,-357.262,3.477,229,-5.994,1.001,,,-363.613262,3.480477
BNU1-2,301,8,8,0,0,0,0,0,0.0977,-286.385,3.529,13,1,20,49,,,,,-279.82,3.529,230,-6.565,1,,,-286.385,3.529
BNU1-3,302,8,8,0,0,0,0,0,0.0977,-342.477945,3.706218,13,2,20,50,,,,,-361.845,3.778,231,12.492,0.981,,,-342.477945,3.706218
BNU1-4,303,8,8,0,0,0,0,0,0.0977,-358.704364,3.536912,13,3,20,51,,,,,-358.818,3.544,232,-0.604,0.998,,,-358.704364,3.536912
BNU2-1,304,8,8,0,0,0,0,0,0.0977,-371.90902,3.600696,13,4,20,52,,,,,-347.085,3.558,233,-20.659,1.012,,,-371.90902,3.600696
BNU2-2,305,8,8,0,0,0,0,0,0.0977,-286.557536,3.640504,13,5,20,53,,,,,-277.134,3.626,234,-8.315,1.004,,,-286.557536,3.640504
BNU2-3,306,8,8,0,0,0,0,0,0.0977,-284.478941,3.576888,13,6,20,54,,,,,-308.543,3.624,235,20.053,0.987,,,-284.478941,3.576888
BNU2-4,307,8,8,0,0,0,0,0,0.0977,-342.475186,3.519994,13,7,20,55,,,,,-329.531,3.499,236,-10.967,1.006,,,-342.475186,3.519994
BNU3-1,308,8,8,0,0,0,0,0,0.0977,-331.076,3.002,13,8,20,56,,,,,-329.234,3.002,237,-1.842,1,,,-331.076,3.002
BNU3-2,309,8,8,0,0,0,0,0,0.0977,-319.286196,3.46969,13,9,20,57,,,,,-285.418,3.395,238,-27.589,1.022,,,-319.286196,3.46969
BNU3-3,310,8,8,0,0,0,0,0,0.0977,-329.255156,3.480988,13,10,20,58,,,,,-334.474,3.502,239,3.212,0.994,,,-329.255156,3.480988
BNU3-4,311,8,8,0,0,0,0,0,0.0977,-375.161524,3.564258,13,11,20,59,,,,,-372.754,3.543,240,-0.171,1.006,,,-375.161524,3.564258
BNU4-1,312,8,8,0,0,0,0,0,0.0977,-341.244336,3.489984,13,12,20,60,,,,,-344.416,3.504,241,1.794,0.996,,,-341.244336,3.489984
BNU4-2,313,8,8,0,0,0,0,0,0.0977,-326.1181,3.681622,13,13,20,61,,,,,-323.95,3.689,242,-2.816,0.998,,,-326.1181,3.681622
BNU4-3,314,8,8,0,0,0,0,0,0.0977,-398.877218,3.441104,13,14,20,62,,,,,-399.391,3.448,243,-0.285,0.998,,,-398.877218,3.441104
BNU4-4,315,8,8,0,0,0,0,0,0.0977,-354.576758,3.527344,13,15,20,63,,,,,-384.069,3.592,244,22.579,0.982,,,-354.576758,3.527344
BUN5-1,316,8,8,0,0,0,0,0,0.0977,-360.559557,3.378618,13,16,20,64,,,,,-359.443,3.382,245,-1.476,0.999,,,-360.559557,3.378618
BNU5-2,317,8,8,0,0,0,0,0,0.0977,-259.913658,3.358452,13,17,20,65,,,,,-282.061,3.434,246,15.942,0.978,,,-259.913658,3.358452
BNU5-3,318,8,8,0,0,0,0,0,0.0977,-360.66694,3.3761,13,18,20,66,,,,,-385.303,3.445,247,16.93,0.98,,,-360.66694,3.3761
BNU5-4,319,8,8,0,0,0,0,0,0.0977,-404.661976,3.592083,13,19,20,67,,,,,-387.816,3.553,248,-12.58,1.011,,,-404.661976,3.592083
BNU6-1,320,8,8,0,0,0,0,0,0.0977,-359.647856,3.3396,13,20,20,68,,,,,-339.488,3.3,249,-16.086,1.012,,,-359.647856,3.3396
BNU6-2,321,8,8,0,0,0,0,0,0.0977,-430.23435,3.519005,13,21,20,69,,,,,-409.69,3.467,250,-14.399,1.015,,,-430.23435,3.519005
BNU6-3,322,8,8,0,0,0,0,0,0.0977,-297.2645,3.34356,13,22,20,70,,,,,-272.825,3.278,251,-18.983,1.02,,,-297.2645,3.34356
BNU6-4,323,8,8,0,0,0,0,0,0.0977,-361.682718,3.451554,13,23,20,71,,,,,-349.338,3.414,252,-8.502,1.011,,,-361.682718,3.451554
BNU7-1,324,8,8,0,0,0,0,0,0.0977,-382.0036,3.496992,13,24,20,72,,,,,-384.7,3.504,253,1.927,0.998,,,-382.0036,3.496992
BNU7-2,325,8,8,0,0,0,0,0,0.0977,-411.143828,3.425571,13,25,20,73,,,,,-412.172,3.429,254,0.616,0.999,,,-411.143828,3.425571
BNU7-3,326,8,8,0,0,0,0,0,0.0977,-313.288682,3.45234,13,26,20,74,,,,,-344.469,3.53,255,23.602,0.978,,,-313.288682,3.45234
BNU7-4,327,8,8,0,0,0,0,0,0.0977,-305.630704,3.153359,13,27,20,75,,,,,-334.776,3.221,256,22.115,0.979,,,-305.630704,3.153359
BNU8-1,328,8,8,0,0,0,0,0,0.0977,-386.979925,3.359637,13,28,20,76,,,,,-388.075,3.363,257,0.707,0.999,,,-386.979925,3.359637
BNU8-2,329,8,8,0,0,0,0,0,0.0977,-365.651015,3.754751,13,29,20,77,,,,,-373.015,3.751,258,7.737,1.001,,,-365.651015,3.754751
BNU8-3,330,8,8,0,0,0,0,0,0.0977,-377.404725,3.124968,13,30,20,78,,,,,-404.775,3.192,259,18.87,0.979,,,-377.404725,3.124968
BNU8-4,331,8,8,0,0,0,0,0,0.0977,-352.43673,3.511946,13,31,20,79,,,,,-350.955,3.491,260,0.624,1.006,,,-352.43673,3.511946
BUN9-1,332,8,8,0,0,0,0,0,0.0977,-185.748743,3.057939,14,8,20,88,,,,,-188.257,3.061,261,2.32,0.999,,,-185.748743,3.057939
BNU9-2,333,8,8,0,0,0,0,0,0.0977,-308.992948,3.599208,14,9,20,89,,,,,-265.998,3.508,262,-36.079,1.026,,,-308.992948,3.599208
BNU9-3,334,8,8,0,0,0,0,0,0.0977,-315.985665,3.384358,14,10,20,90,,,,,-333.485,3.422,263,13.831,0.989,,,-315.985665,3.384358
BNU9-4,335,8,8,0,0,0,0,0,0.0977,-229.076017,3.443925,14,11,20,91,,,,,-262.521,3.525,264,27.407,0.977,,,-229.076017,3.443925
BNU10-1,336,8,8,0,0,0,0,0,0.0977,-395.9827,3.58182,14,12,20,92,,,,,-389.74,3.564,265,-4.294,1.005,,,-395.9827,3.58182
BNU10-2,337,8,8,0,0,0,0,0,0.0977,-312.947892,3.488508,14,13,20,93,,,,,-343.611,3.589,266,21.042,0.972,,,-312.947892,3.488508
BNU10-3,338,8,8,0,0,0,0,0,0.0977,-214.71428,3.4364,14,14,20,94,,,,,-261.46,3.55,267,38.379,0.968,,,-214.71428,3.4364
BNU10-4,339,8,8,0,0,0,0,0,0.0977,-251.046895,3.320435,14,15,20,95,,,,,-264.807,3.371,268,9.788,0.985,,,-251.046895,3.320435
CR1-1,350,8,8,0,0,0,0,0,0.0977,662.551,0.676,14,16,20,96,,,,,0,1,269,0,0,,,,#VALUE!
CR1-2,351,8,8,0,0,0,0,0,0.0977,661.321,0.662,14,17,20,97,,,,,0,1,270,0,0,,,,#VALUE!
CR1-3,352,8,8,0,0,0,0,0,0.0977,668.744,0.662,14,18,20,98,,,,,0,1,271,0,0,,,,#VALUE!
CR1-4,353,8,8,0,0,0,0,0,0.0977,674.139,0.625,14,19,20,99,,,,,0,1,272,0,0,,,,#VALUE!
CR2-1,354,8,8,0,0,0,0,0,0.0977,659.466,0.627,14,20,20,100,,,,,0,1,273,0,0,,,,#VALUE!
CR2-2,355,8,8,0,0,0,0,0,0.0977,334.923,1.038,14,21,20,101,,,,,0,1,274,0,0,,,,#VALUE!
CR2-3,356,8,8,0,0,0,0,0,0.0977,250.748,1.108,14,22,20,102,,,,,0,1,275,0,0,,,,#VALUE!
CR2-4,357,8,8,0,0,0,0,0,0.0977,651.475,0.708,14,23,20,103,,,,,0,1,276,0,0,,,,#VALUE!
CK-1,358,8,8,0,0,0,0,0,0.0977,686.857,0.577,14,24,20,104,,,,,0,1,277,0,0,,,,#VALUE!
CK-2,359,8,8,0,0,0,0,0,0.0977,665.417,0.635,14,25,20,105,,,,,0,1,278,0,0,,,,#VALUE!
CK-3,360,8,8,0,0,0,0,0,0.0977,663.492,0.6,14,26,20,106,,,,,0,1,279,662.551,0.676,,,,#VALUE!
CK-4,361,8,8,0,0,0,0,0,0.0977,670.597,0.649,14,27,20,107,,,,,0,1,280,661.321,0.662,,,,#VALUE!
C_H-1,362,8,8,0,0,0,0,0,0.0977,-195.611,1.758,14,28,20,108,,,,,0,1,281,668.744,0.662,,,,#VALUE!
C_H-2,363,8,8,0,0,0,0,0,0.0977,0,0,14,29,20,109,,,,,0,1,282,674.139,0.625,,,,#VALUE!
C_H-3,364,8,8,0,0,0,0,0,0.0977,224.515,1.152,14,30,20,110,,,,,0,1,283,659.466,0.627,,,,#VALUE!
C_H-4,365,8,8,0,0,0,0,0,0.0977,358.826,0.749,14,31,20,111,,,,,0,1,284,334.923,1.038,,,,#VALUE!
S1-1,400,8,8,0,0,0,0,0,0.0977,61.686,1.958,12,16,20,32,,,,,0,1,285,250.748,1.108,,,,#VALUE!
S1-2,401,8,8,0,0,0,0,0,0.0977,654.313,0.658,12,17,20,33,,,,,0,1,286,651.475,0.708,,,,#VALUE!
S1-3,402,8,8,0,0,0,0,0,0.0977,666.553,0.583,12,18,20,34,,,,,0,1,287,686.857,0.577,,,,#VALUE!
S1-4,403,8,8,0,0,0,0,0,0.0977,654.833,0.633,12,19,20,35,,,,,0,1,288,665.417,0.635,,,,#VALUE!
S2-1,404,8,8,0,0,0,0,0,0.0977,390.755,0.909,12,20,20,36,,,,,0,1,289,663.492,0.6,,,,#VALUE!
S2-2,405,8,8,0,0,0,0,0,0.0977,-256.975,2.077,12,21,20,37,,,,,0,1,290,670.597,0.649,,,,#VALUE!
S2-3,406,8,8,0,0,0,0,0,0.0977,650.616,0.634,12,22,20,38,,,,,0,1,291,-195.611,1.758,,,,#VALUE!
S2-4,407,8,8,0,0,0,0,0,0.0977,-252.769,2.17,12,23,20,39,,,,,0,1,292,0,0,,,,#VALUE!
Q1-1,408,8,8,0,0,0,0,0,0.0977,645.162,0.634,12,24,20,40,,,,,0,1,293,224.515,1.152,,,,#VALUE!
Q1-2,409,8,8,0,0,0,0,0,0.0977,632.694,0.647,12,25,20,41,,,,,0,1,294,358.826,0.749,,,,#VALUE!
Q1-3,410,8,8,0,0,0,0,0,0.0977,632.178,0.619,12,26,20,42,,,,,0,1,295,0,0,,,,#VALUE!
Q1-4,411,8,8,0,0,0,0,0,0.0977,648.178,0.641,12,27,20,43,,,,,0,1,296,0,0,,,,#VALUE!
Q2-1,412,8,8,0,0,0,0,0,0.0977,608.105,0.685,12,28,20,44,,,,,0,1,297,0,0,,,,#VALUE!
Q2-2,413,8,8,0,0,0,0,0,0.0977,24.057,1.886,12,29,20,45,,,,,0,1,298,0,0,,,,#VALUE!
Q2-3,414,8,8,0,0,0,0,0,0.0977,290.723,0.969,12,30,20,46,,,,,0,1,299,0,0,,,,#VALUE!
Q2-4,415,8,8,0,0,0,0,0,0.0977,61.686,1.958,12,31,20,47,,,,,0,1,300,0,0,,,,1.001
,,,,,,,,,,,,,,,,,,,,,,301,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,302,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,303,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,304,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,305,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,306,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,307,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,308,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,309,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,310,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,311,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,312,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,313,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,314,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,315,0,0,,,,0
,,,,,,,,,,,,,,,,,,,,,,316,0,0,,,,0
