NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI97,97,8,7,69.79,-22,30.18,13.75,1204.28,0.0977,-231.543,3.27,8,1,22,97
NaI98,98,8,7,69.89,-30.68,21.55,13.73,1203.81,0.0977,-192.644,3.119,8,2,22,98
NaI99,99,8,7,69.85,-35.14,12.95,13.74,1203.84,0.0977,-193.351,3.39,8,3,22,99
NaI100,100,8,7,69.83,-37.16,4.34,13.74,1202.65,0.0977,-207.604,3.39,8,4,22,100
NaI101,101,8,7,69.88,-37.18,-4.33,13.71,1206.58,0.0977,-395.655,3.334,8,5,22,101
NaI102,102,8,7,69.92,-35.21,-12.96,13.72,1203.01,0.0977,-330.622,3.278,8,6,22,102
NaI103,103,8,7,69.91,-30.67,-21.57,13.71,1205.75,0.0977,-305.186,3.356,8,7,22,103
NaI104,104,8,7,69.78,-22.03,-30.12,13.74,1204.43,0.0977,-209.886,3.456,8,8,22,104
NaI105,105,8,7,70.89,-7.88,-38.98,13.78,1207.84,0.0977,-249.101,3.338,8,9,22,105
NaI106,106,8,8,59.89,3.42,-35.14,20.47,1202.88,0.0977,-326.062,3.127,8,10,22,106
NaI107,107,8,8,59.96,10.23,-33.98,20.52,1202.76,0.0977,-243.72,3.059,8,11,22,107
NaI108,108,8,8,59.86,17.05,-31.04,20.56,1203.99,0.0977,-336.592,3.251,8,12,22,108
NaI109,109,8,8,59.78,23.89,-25.98,20.56,1188.56,0.0977,-337.777,3.474,8,13,22,109
NaI110,110,8,8,59.83,30.97,-17.07,20.56,1189.93,0.0977,0,0,8,14,22,110
NaI111,111,8,8,59.76,33.78,-10.24,20.58,1182.96,0.0977,0,0,8,15,22,111
NaI112,112,8,8,59.68,34.96,-3.42,20.54,1191.09,0.0977,0,0,8,16,21,0
NaI113,113,8,8,59.78,35.03,3.46,20.5,1187.69,0.0977,0,0,8,17,21,1
NaI114,114,8,8,59.84,33.86,10.2,20.55,1196.39,0.0977,0,0,8,18,21,2
NaI115,115,8,8,59.82,30.97,17.11,20.58,1192.61,0.0977,0,0,8,19,21,3
NaI116,116,8,8,59.7,23.9,25.99,20.63,1187.34,0.0977,0,0,8,20,21,4
NaI117,117,8,8,59.88,17.08,31.01,20.54,1193.52,0.0977,0,0,8,21,21,5
NaI118,118,8,8,59.97,10.26,33.96,20.51,1199.98,0.0977,-372.618,3.096,8,22,21,6
NaI119,119,8,8,59.83,3.4,35.09,20.5,1204.28,0.0977,-244.164,2.992,8,23,21,7
NaI120,120,8,8,59.9,-3.46,35.16,20.48,1205.88,0.0977,-271.339,3.181,8,24,21,8
NaI121,121,8,8,59.97,-10.26,33.98,20.52,1198.56,0.0977,-280.341,3.399,8,25,21,9
NaI122,122,8,8,59.92,-17.02,31.06,20.52,1202.58,0.0977,0,0,8,26,21,10
NaI123,123,8,8,59.71,-23.89,25.91,20.59,1188.96,0.0977,0,0,8,27,21,11
NaI124,124,8,8,59.79,-30.98,17.06,20.59,1191.5,0.0977,0,0,8,28,21,12
NaI125,125,8,8,59.75,-33.78,10.18,20.58,1193.49,0.0977,0,0,8,29,21,13
NaI126,126,8,8,59.77,-35.02,3.44,20.51,1197.84,0.0977,0,0,12,6,20,6
NaI127,127,8,8,59.79,-35.02,-3.46,20.48,1197.33,0.0977,0,0,8,31,21,15
NaI128,128,8,8,59.8,-33.79,-10.25,20.55,1194.3,0.0977,0,0,9,0,21,16
NaI129,129,8,8,59.83,-31.02,-17.04,20.57,1192.59,0.0977,0,0,9,1,21,17
NaI130,130,8,8,59.73,-23.89,-25.94,20.58,1189.45,0.0977,0,0,9,2,21,18
NaI131,131,8,8,59.84,-17.05,-30.99,20.55,1199.72,0.0977,0,0,9,3,21,19
NaI132,132,8,8,59.88,-10.24,-33.91,20.55,1203.01,0.0977,0,0,9,4,21,20
NaI133,133,8,8,59.82,-3.47,-35.06,20.49,1200.81,0.0977,-308.781,3.533,9,5,21,21
NaI134,134,8,9,47.84,3.41,-30.67,27.94,1198.88,0.0977,-378.252,3.316,9,6,21,22
NaI135,135,8,9,47.83,10.21,-29.13,27.96,1199.25,0.0977,-233.477,3.078,9,7,21,23
NaI136,136,8,9,47.66,17.02,-25.58,28,1194.62,0.0977,-318.288,3.142,9,8,21,24
NaI137,137,8,9,51.59,25.96,-23.92,27.99,1193.43,0.0977,-313.847,2.961,9,9,21,25
NaI138,138,8,9,47.76,25.67,-17.04,27.97,1200.72,0.0977,-299.322,3.058,9,10,21,26
NaI139,139,8,9,47.81,29.1,-10.21,27.96,1199.95,0.0977,-202.731,3.14,9,11,21,27
NaI140,140,8,9,47.86,30.7,-3.42,27.96,1193.99,0.0977,-408.933,3.08,9,12,21,28
NaI141,141,8,9,47.87,30.67,3.44,27.92,1193.49,0.0977,-343.442,2.974,9,13,21,29
NaI142,142,8,9,47.89,29.16,10.25,27.94,1203.25,0.0977,-321.663,3.456,9,14,21,30
NaI143,143,8,9,47.72,25.63,17.01,27.97,1195.54,0.0977,-228.631,3.221,9,15,21,31
NaI144,144,8,9,51.64,25.92,23.95,27.93,1195.09,0.0977,-350.546,3.64,9,16,21,32
NaI145,145,8,9,47.75,17.02,25.65,27.96,1194.54,0.0977,-231.409,2.937,9,17,21,33
NaI146,146,8,9,47.79,10.2,29.11,27.98,1199.42,0.0977,-369.618,3.138,9,18,21,34
NaI147,147,8,9,47.86,3.42,30.69,27.94,1198.11,0.0977,-291.216,3.024,9,19,21,35
NaI148,148,8,9,47.9,-3.39,30.71,27.92,1194.04,0.0977,-208.083,2.998,9,20,21,36
NaI149,149,8,9,47.91,-10.21,29.21,27.95,1200.48,0.0977,-177.045,2.867,9,21,21,37
NaI150,150,8,9,47.76,-17.02,25.66,27.96,1200.98,0.0977,-246.97,2.776,9,22,21,38
NaI151,151,8,9,51.61,-25.9,23.92,27.93,1193.71,0.0977,-260.268,3.001,9,23,21,39
NaI152,152,8,9,47.77,-25.65,17.05,27.96,1196.15,0.0977,-377.436,3.063,9,24,21,40
NaI153,153,8,9,47.85,-29.13,10.24,27.94,1197.69,0.0977,-271.697,2.824,9,25,21,41
NaI154,154,8,9,47.88,-30.68,3.43,27.92,1198.37,0.0977,-379.593,3.439,12,7,20,7
NaI155,155,8,9,47.95,-30.75,-3.47,27.92,1202.72,0.0977,-322.77,3.355,9,27,21,43
NaI156,156,8,9,47.87,-29.16,-10.23,27.96,1200.33,0.0977,-267.615,2.837,9,28,21,44
NaI157,157,8,9,47.82,-25.75,-17.03,27.97,1202.02,0.0977,-246.574,3.071,9,29,21,45
NaI158,158,8,9,51.63,-25.99,-23.91,27.97,1193.39,0.0977,-428.133,3.56,12,8,20,8
NaI159,159,8,9,47.82,-17.03,-25.72,27.95,1204.43,0.0977,-338.326,3.075,9,31,21,47
NaI160,160,8,9,47.85,-10.24,-29.14,27.96,1191.71,0.0977,-267.997,2.775,10,0,21,48
NaI161,161,8,9,47.86,-3.41,-30.66,27.91,1195.4,0.0977,-515.534,3.886,10,1,21,49
NaI162,162,8,10,39.57,18.93,-25.76,38.69,1112.94,0.0977,-303.525,3.13,10,2,21,50
